RCDTS,Type,School Name,District,City,County,District Type,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Avg Number of Days of Physical Education per Week Per Student,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Retention Rate,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,Chronic Absenteeism,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,$ Site-level Per-Pupil Expenditures - Subtotal,$ Total Per-Pupil Expenditures - Subtotal,SAT Reading Average,SAT Math Average,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
80892010260001,School,Dakota Jr Sr High School,Dakota CUSD 201,Dakota,Stephenson,UNIT,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",361,92.5,0.0,3.3,0.0,0.0,0.0,2.5,13.0,10.8,0.0,28.0,0.0,177.0,93.6,7.4,,13.9,5.0,55.3,44.7,89.2,84.4,55416.0,105057.0,16.1,87.6,1.1,5.6,0.0,8699.09,12049.76,501.3,492.1,35.8,37.7,22.6,3.8,2022
80892020260001,School,Lena-Winslow High School,Lena Winslow CUSD 202,Lena,Stephenson,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,244,89.8,1.7,4.7,0.0,0.0,0.0,4.5,11.9,11.9,2.9,37.3,1.2,176.0,94.8,1.9,,16.5,5.0,43.2,56.8,93.5,83.4,55319.0,125244.0,15.7,88.7,1.9,5.7,0.0,7525.39,12703.11,500.6,493.6,39.1,18.8,40.6,1.6,2022
80892030260001,School,Orangeville High School,Orangeville CUSD 203,Orangeville,Stephenson,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",94,93.6,0.0,3.2,0.0,0.0,0.0,0.0,20.2,14.9,0.0,25.5,0.0,176.0,93.6,10.4,,11.5,5.0,69.8,30.2,81.8,62.8,53425.0,97750.0,22.9,90.2,2.0,3.9,0.0,11810.86,17586.06,493.7,487.4,31.6,52.6,15.8,0.0,2022
90100010260001,School,Fisher Jr/Sr High School,Fisher CUSD 1,Fisher,Champaign,UNIT,HIGH SCHOOL,7 - 12,Exemplary,All Students,"Eligible, but Not a Participan",285,93.0,0.0,2.0,0.0,0.0,0.0,3.5,19.3,11.6,0.0,36.5,0.0,176.0,93.9,,,16.1,5.0,54.6,42.0,89.5,47.5,48405.0,86918.0,18.7,86.6,3.7,1.2,3.7,7833.39,12601.4,517.6,495.3,31.1,35.6,31.1,2.2,2022
90100030260001,School,Mahomet-Seymour High School,Mahomet-Seymour CUSD 3,Mahomet,Champaign,UNIT,HIGH SCHOOL,9 - 12,Exemplary,All Students,Targeted Assistance Title I Pr,985,85.9,1.4,4.2,2.4,0.0,0.3,5.5,21.2,8.2,1.4,22.5,0.6,177.0,91.5,6.2,3.7,19.8,5.0,53.8,46.2,91.4,51.1,57304.0,106416.0,27.0,78.8,3.0,8.8,1.1,9058.28,12144.22,538.8,558.9,22.9,19.2,35.5,22.4,2022
90100040260001,School,Centennial High School,Champaign CUSD 4,Champaign,Champaign,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1376,29.5,39.9,11.5,10.3,0.0,0.1,8.7,18.2,13.7,7.5,52.0,1.2,176.0,86.9,28.5,5.1,21.1,5.0,44.0,55.8,84.9,52.5,61228.0,108415.0,41.8,27.6,47.4,12.7,3.8,9208.23,17231.73,476.2,469.4,53.7,19.1,18.5,8.7,2022
90100040260002,School,Central High School,Champaign CUSD 4,Champaign,Champaign,UNIT,HIGH SCHOOL,9 - 12,Targeted,English Learner,Schoolwide Title I Program,1536,38.7,26.6,18.1,8.9,0.0,0.1,7.4,18.9,10.5,12.0,45.6,0.8,176.0,83.7,37.5,5.3,23.2,5.0,44.0,55.8,86.3,52.5,61228.0,108415.0,46.3,27.6,47.4,12.7,3.8,8455.82,16479.31,503.4,497.2,42.5,19.3,23.8,14.4,2022
90100070260007,School,Unity High School,Tolono CUSD 7,Tolono,Champaign,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",521,89.6,1.9,3.5,0.8,0.0,0.0,3.8,10.0,10.0,0.0,22.1,0.0,176.0,86.1,2.4,3.0,21.8,4.4,58.4,41.6,88.6,59.6,56084.0,124550.0,50.8,84.5,4.4,3.5,0.9,7509.37,12872.67,510.2,493.8,35.3,35.3,23.5,5.9,2022
90100080260001,School,Heritage High School,Heritage CUSD 8,Broadlands,Champaign,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",130,87.7,0.0,5.0,0.0,0.0,0.0,7.2,13.1,13.1,0.0,35.4,0.0,176.0,88.2,10.4,,13.9,5.0,82.2,17.8,92.9,56.0,55048.0,108880.0,46.7,85.5,1.8,5.5,0.0,6970.16,15803.79,478.1,448.1,46.2,38.5,15.4,0.0,2022
90101160220001,School,Urbana High School,Urbana SD 116,Urbana,Champaign,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1179,32.3,36.6,14.9,4.1,0.0,2.5,9.5,22.2,15.2,13.2,61.9,1.4,176.0,80.8,46.3,3.8,21.0,5.0,51.2,47.9,83.5,45.9,59007.0,121561.0,58.4,28.4,44.8,13.7,1.5,11009.74,16579.17,479.1,443.2,62.5,18.7,12.4,6.4,2022
90101930170001,School,Rantoul Twp High School,Rantoul Township HSD 193,Rantoul,Champaign,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,833,35.4,23.5,29.3,0.0,0.0,0.0,10.7,21.7,15.8,17.8,74.2,0.0,176.0,86.5,39.6,4.8,15.9,5.0,58.6,40.3,87.5,63.6,51498.0,89428.0,49.0,34.9,37.0,15.1,0.0,13624.15,17058.55,431.7,408.1,74.4,19.2,6.4,0.0,2022
90103050160001,School,St Joseph-Ogden High School,St Joseph Ogden CHSD 305,Saint Joseph,Champaign,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Exemplary,All Students,Targeted Assistance Title I Pr,456,92.5,0.0,3.9,0.0,0.0,0.0,0.0,21.5,9.0,0.0,8.1,0.0,176.0,93.3,,,18.7,5.0,61.9,38.1,91.8,55.7,49347.0,113124.0,17.8,93.2,2.3,0.0,0.0,11504.5,12063.75,527.6,508.9,36.4,27.3,26.3,10.1,2022
90270050260001,School,GCMS High School,Gibson City-Melvin-Sibley CUSD 5,Gibson City,Ford,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,287,88.2,1.0,4.9,1.0,0.0,0.0,3.8,16.4,11.8,2.4,36.6,0.0,176.0,93.7,4.7,,16.2,5.0,60.9,37.9,93.3,70.1,55668.0,112968.0,18.1,87.4,2.6,3.3,1.3,7826.0,18032.0,493.9,477.6,39.7,37.0,20.5,2.7,2022
90270100260001,School,Paxton-Buckley-Loda High School,Paxton-Buckley-Loda CUD 10,Paxton,Ford,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",397,83.6,1.2,9.1,0.0,0.0,0.0,5.5,13.4,13.4,2.8,44.8,3.3,176.0,90.7,14.2,3.8,14.9,3.0,57.7,42.3,84.9,71.6,49220.0,89222.0,31.2,75.9,2.6,13.3,0.0,10394.63,15777.64,464.2,456.3,52.7,28.6,16.5,2.2,2022
11012002C260001,School,Marshall High School,Marshall CUSD 2C,Marshall,Clark,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",337,92.9,0.0,2.1,0.0,0.0,0.0,3.6,21.7,16.3,0.0,27.0,2.2,177.0,92.1,8.0,4.8,16.0,5.0,66.9,30.3,93.5,50.2,54523.0,99985.0,24.7,94.4,0.7,1.8,0.7,6773.74,12129.88,483.5,457.3,48.0,37.3,12.0,2.7,2022
11012003C260001,School,Martinsville Jr-Sr High School,Martinsville CUSD 3C,Martinsville,Clark,UNIT,HIGH SCHOOL,7 - 12,Comprehensive,All Students,"Eligible, but Not a Participan",144,95.1,0.0,0.0,0.0,0.0,0.0,3.2,25.0,18.1,0.0,52.8,3.5,176.0,91.3,11.8,,10.2,5.0,74.7,22.0,82.9,70.2,48679.0,85754.0,30.3,94.0,1.2,1.2,0.0,12568.7,17357.23,401.1,387.2,94.4,5.6,0.0,0.0,2022
11012004C260001,School,Casey-Westfield Jr/Sr HS,Casey-Westfield CUSD 4C,Casey,Clark,UNIT,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",358,95.3,1.1,2.1,0.0,0.0,0.0,1.2,14.5,11.5,0.0,48.6,5.0,176.0,92.7,1.8,,16.5,5.0,71.0,27.2,87.7,71.0,50815.0,94744.0,24.0,95.6,2.2,0.0,0.7,7900.53,12120.21,492.7,492.7,34.6,34.6,26.9,3.8,2022
110150010260001,School,Charleston High School,Charleston CUSD 1,Charleston,Coles,UNIT,HIGH SCHOOL,9 - 12,Targeted,Children with Disabilities,"Eligible, but Not a Participan",713,81.8,5.8,4.8,1.5,0.0,0.0,5.9,15.3,15.3,1.6,45.3,3.4,177.0,85.7,37.5,7.7,20.2,5.0,61.3,38.7,83.6,53.2,47407.0,90132.0,46.0,77.8,9.1,4.7,1.4,8181.0,13496.0,456.0,425.4,72.5,15.6,11.4,0.6,2022
110150020260001,School,Mattoon High School,Mattoon CUSD 2,Mattoon,Coles,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,960,84.6,3.5,5.7,0.5,0.0,0.0,5.6,18.2,11.6,0.9,53.8,2.9,176.0,89.7,22.3,5.7,23.1,5.0,50.1,49.0,86.7,99.1,59285.0,98264.0,32.9,79.6,6.5,6.3,0.2,7683.1,14773.36,461.4,431.6,61.4,28.7,8.9,1.0,2022
110150050260002,School,Oakland High School,Oakland CUSD 5,Oakland,Coles,UNIT,HIGH SCHOOL,9 - 12,,,"Eligible, but Not a Participan",67,97.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,15.7,0.0,38.8,0.0,176.0,92.3,4.4,,10.1,5.0,71.2,28.8,84.2,60.9,48556.0,98456.0,23.2,100.0,0.0,0.0,0.0,3681.04,10620.71,431.6,427.4,68.4,15.8,15.8,0.0,2022
110180030260001,School,Neoga Jr/Sr High School,Neoga CUSD 3,Neoga,Cumberland,UNIT,HIGH SCHOOL,6 - 12,Commendable,All Students,Targeted Assistance Title I Pr,270,95.6,0.0,2.6,0.0,0.0,0.0,2.6,16.3,16.3,0.0,44.1,4.4,176.0,92.3,7.5,,15.0,4.5,68.2,31.8,90.2,78.3,48868.0,85488.0,28.8,91.0,2.0,5.0,0.0,7002.14,12228.29,491.0,473.9,36.6,43.9,17.1,2.4,2022
110180770260001,School,Cumberland High School,Cumberland CUSD 77,Toledo,Cumberland,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",308,96.1,0.0,1.0,0.0,0.0,0.0,1.6,10.4,10.4,0.0,30.2,1.3,176.0,92.0,5.5,,14.6,5.0,50.9,47.6,92.2,78.9,63699.0,103650.0,27.7,93.0,0.0,2.6,0.0,11012.17,13467.85,470.0,459.5,38.5,44.9,15.4,1.3,2022
110213010260001,School,Tuscola High School,Tuscola CUSD 301,Tuscola,Douglas,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",286,89.9,1.2,3.8,0.0,0.0,0.0,3.4,9.8,9.8,1.1,38.8,1.6,176.0,93.9,6.6,3.3,16.1,5.0,49.3,50.7,91.7,90.4,55850.0,113657.0,18.2,88.1,0.6,6.9,0.0,13054.78,13054.78,492.2,451.0,59.3,23.7,16.9,0.0,2022
110213020260001,School,Villa Grove High School,Villa Grove CUSD 302,Villa Grove,Douglas,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",194,92.3,0.0,6.4,0.0,0.0,0.0,3.0,23.7,18.6,2.3,43.3,1.7,176.0,89.1,9.2,,15.6,5.0,74.5,25.5,66.7,40.9,44095.0,81724.0,35.3,84.3,0.7,9.7,0.0,4293.92,12360.86,471.6,439.4,56.9,33.3,9.8,0.0,2022
110213050260001,School,Arthur-Lovington-Atwood-Hammond High School,Arthur CUSD 305,Arthur,Douglas,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,307,92.5,0.0,5.5,0.0,0.0,0.0,2.4,20.5,15.3,4.1,45.9,3.9,176.0,90.4,12.6,,12.6,5.0,75.2,24.8,91.3,81.6,50205.0,89703.0,32.8,88.0,0.5,5.4,0.0,8158.34,14295.85,459.4,441.3,55.6,29.6,14.8,0.0,2022
110213060260001,School,Arcola High School,Arcola CUSD 306,Arcola,Douglas,UNIT,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",280,50.7,1.8,46.4,0.0,0.0,0.0,0.0,15.0,7.9,10.4,53.9,4.3,176.0,92.1,10.7,,13.6,5.0,81.3,18.7,94.1,64.9,51987.0,107616.0,22.9,54.5,2.7,40.9,0.0,11406.49,15787.24,457.4,435.7,62.9,22.9,14.3,0.0,2022
110230010260001,School,Shiloh High School,Shiloh CUSD 1,Hume,Edgar,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,182,91.2,0.0,0.0,0.0,0.0,0.0,6.0,13.7,13.7,0.0,46.7,0.0,176.0,93.0,8.3,,9.4,5.0,59.7,40.3,86.5,67.5,56865.0,91500.0,23.8,96.9,0.0,0.0,0.0,9014.72,17121.65,417.7,402.7,76.9,15.4,7.7,0.0,2022
110230030260001,School,Kansas High School,Kansas CUSD 3,Kansas,Edgar,UNIT,HIGH SCHOOL,7 - 12,Targeted,White,"Eligible, but Not a Participan",77,93.5,0.0,0.0,0.0,0.0,0.0,0.0,16.9,16.9,0.0,55.8,5.8,176.0,91.8,8.3,,11.1,5.0,81.9,18.1,80.8,76.2,45754.0,75643.0,27.4,93.3,3.3,3.3,0.0,2262.3,16452.82,446.9,420.0,69.2,15.4,15.4,0.0,2022
110230060260001,School,Chrisman High School,Edgar County CUD 6,Chrisman,Edgar,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",97,96.9,0.0,0.0,0.0,0.0,0.0,0.0,19.6,14.4,0.0,46.4,3.4,176.0,93.3,8.3,,9.5,5.0,85.3,14.7,80.0,56.9,45240.0,78277.0,24.8,97.3,0.0,1.3,0.0,6402.44,14771.29,442.6,422.2,65.2,30.4,4.3,0.0,2022
110238000800001,School,Paris Cooperative High School,Paris Cooperative High School,Paris,Edgar,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Not a Participant in Title I P,544,97.6,0.0,0.0,0.0,0.0,0.0,0.0,10.7,10.7,0.0,60.1,6.8,,89.9,9.9,5.5,14.5,4.1,60.8,39.2,91.5,84.0,48739.0,79500.0,28.9,0.0,0.0,0.0,0.0,8461.56,9158.19,466.9,454.9,56.7,25.0,18.3,0.0,2022
110238000800001,School,Paris Cooperative High School,Paris Cooperative High School,Paris,Edgar,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Not a Participant in Title I P,544,97.6,0.0,0.0,0.0,0.0,0.0,0.0,10.7,10.7,0.0,60.1,6.8,,89.9,9.9,5.5,14.5,4.1,60.8,39.2,91.5,84.0,48739.0,79500.0,28.9,0.0,0.0,0.0,0.0,9550.99,17613.45,466.9,454.9,56.7,25.0,18.3,0.0,2022
110703000260004,School,Sullivan High School,Sullivan CUSD 300,Sullivan,Moultrie,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,340,92.1,1.4,2.2,0.0,0.0,0.0,3.8,12.4,9.1,0.0,53.8,0.9,176.0,94.1,7.4,,19.2,5.0,70.9,29.1,86.7,74.7,46774.0,95151.0,16.7,91.0,1.9,2.6,0.6,7649.45,11046.76,489.6,460.3,50.0,36.5,13.5,0.0,2022
110703020260001,School,Okaw Valley High School,Okaw Valley CUSD 302,Bethany,Moultrie,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",166,98.8,0.0,0.0,0.0,0.0,0.0,0.0,6.6,9.4,0.0,41.0,6.6,176.0,93.3,,,11.2,3.3,71.8,28.2,97.6,94.2,48150.0,102706.0,19.9,96.6,0.0,3.4,0.0,10081.37,14174.62,447.7,418.3,78.7,10.6,8.5,2.1,2022
110870010260002,School,Windsor Jr & Sr High School,Windsor CUSD 1,Windsor,Shelby,UNIT,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",131,93.1,0.0,0.0,0.0,0.0,0.0,3.9,15.3,9.2,0.0,23.7,0.0,176.0,93.2,8.6,,10.1,2.9,85.3,14.7,80.6,57.0,44961.0,99283.0,20.4,92.5,5.7,1.9,0.0,10289.49,15873.68,474.3,450.5,60.0,30.0,10.0,0.0,2022
11087003A260001,School,Cowden-Herrick Jr/Sr High School,Cowden-Herrick CUSD 3A,Cowden,Shelby,UNIT,HIGH SCHOOL,PK - 12,Commendable,All Students,Schoolwide Title I Program,159,96.9,0.0,0.0,0.0,0.0,0.0,0.0,9.4,9.4,0.0,67.3,0.0,176.0,92.7,,,11.6,5.0,82.5,17.5,87.8,57.0,46578.0,81029.0,27.3,98.1,0.0,0.0,1.9,10019.72,12067.3,424.5,423.6,68.2,27.3,4.5,0.0,2022
110870040260001,School,Shelbyville High School,Shelbyville CUSD 4,Shelbyville,Shelby,UNIT,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",337,96.4,1.1,1.7,1.3,0.0,0.0,1.1,17.8,14.5,0.0,38.9,1.4,176.0,93.4,7.7,,13.9,5.0,58.4,41.6,92.4,78.2,60547.0,102199.0,18.6,93.9,1.2,3.7,0.6,10306.82,12554.6,486.6,476.5,42.9,24.2,30.8,2.2,2022
11087005A260001,School,Stewardson-Strasburg High School,Stewardson-Strasburg CUD 5A,Strasburg,Shelby,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,122,98.4,0.0,0.0,0.0,0.0,0.0,0.0,15.6,11.5,0.0,30.3,2.8,176.0,95.1,,,15.2,4.9,79.2,20.8,89.5,95.2,45049.0,101667.0,10.0,98.4,0.0,0.0,0.0,8073.88,12797.38,503.5,494.2,38.7,32.3,25.8,3.2,2022
110870210260001,School,Central A & M High School,Central A & M CUD 21,Moweaqua,Shelby,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",218,95.9,0.0,0.0,0.0,0.0,0.0,2.6,13.8,13.8,0.0,41.7,1.7,176.0,91.5,9.0,,12.1,5.0,58.3,41.7,93.8,62.1,53623.0,97529.0,26.1,94.9,0.7,1.4,0.0,13544.15,13544.15,453.4,422.7,62.7,32.2,5.1,0.0,2022
120130100260002,School,Clay City High School,Clay City CUSD 10,Clay City,Clay,UNIT,HIGH SCHOOL,9 - 12,,,"Eligible, but Not a Participan",83,97.6,0.0,0.0,0.0,0.0,0.0,0.0,19.3,18.1,0.0,47.0,18.1,176.0,91.8,15.2,,14.7,5.0,76.5,23.5,25.0,48.1,47088.0,91744.0,32.1,97.8,0.0,0.0,0.0,7131.5,12116.19,447.4,422.1,57.9,26.3,15.8,0.0,2022
120130250260001,School,North Clay Community High School,North Clay CUSD 25,Louisville,Clay,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",175,94.9,0.0,4.0,0.0,0.0,0.0,1.7,14.9,10.9,0.0,44.0,5.9,176.0,90.7,16.3,8.6,18.2,5.0,74.3,23.6,82.1,83.7,45161.0,81972.0,27.2,92.0,2.3,2.3,0.0,4481.42,12532.25,440.0,417.1,64.3,31.0,4.8,0.0,2022
120130350260001,School,Flora High School,Flora CUSD 35,Flora,Clay,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",370,95.4,0.9,3.4,0.9,0.0,0.0,2.0,11.6,8.6,0.0,47.3,13.5,176.0,91.7,13.7,4.6,17.3,5.0,63.3,35.7,93.1,71.1,56636.0,103901.0,28.1,93.1,0.8,2.7,0.4,5420.11,12574.19,468.4,428.3,65.6,24.4,8.9,1.1,2022
120170010260001,School,Hutsonville High School,Hutsonville CUSD 1,Hutsonville,Crawford,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",92,90.2,0.0,0.0,0.0,0.0,0.0,5.4,22.8,20.7,0.0,37.0,15.2,176.0,90.3,11.8,,9.9,5.0,57.8,36.2,79.3,49.6,48533.0,93780.0,35.5,90.0,1.7,1.7,0.0,10544.16,18006.39,437.4,409.6,74.1,11.1,14.8,0.0,2022
120170020260001,School,Robinson High School,Robinson CUSD 2,Robinson,Crawford,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",444,91.2,1.1,2.3,0.0,0.0,0.0,4.3,11.9,11.7,0.0,40.8,7.2,176.0,92.0,9.2,2.2,17.4,5.0,62.6,35.7,90.5,69.1,52013.0,109232.0,28.7,88.8,2.4,4.4,0.3,11418.29,14300.24,483.0,444.6,56.8,28.0,14.4,0.8,2022
120170030260001,School,Palestine High School,Palestine CUSD 3,Palestine,Crawford,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",96,97.9,0.0,0.0,0.0,0.0,0.0,0.0,21.9,16.7,0.0,42.7,19.8,176.0,88.9,3.5,,11.5,4.8,68.6,31.4,87.5,57.1,45548.0,97598.0,39.0,98.4,0.0,1.6,0.0,5667.25,14569.6,451.1,440.7,50.0,39.3,10.7,0.0,2022
120170040260001,School,Oblong High School,Oblong CUSD 4,Oblong,Crawford,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",170,92.4,0.0,1.8,0.0,0.0,0.0,0.0,12.4,12.4,0.0,42.9,5.6,176.0,93.5,7.5,,10.8,3.5,77.7,22.3,81.4,44.8,45916.0,62971.0,23.3,97.1,0.0,1.0,0.0,6551.31,14544.79,483.3,450.0,54.5,27.3,15.2,3.0,2022
120400010260001,School,Newton Comm High School,Jasper County CUD 1,Newton,Jasper,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,378,96.8,0.0,2.0,0.0,0.0,0.0,1.4,8.2,8.2,0.0,34.9,2.0,176.0,92.4,5.6,3.5,20.8,5.0,49.5,50.5,89.6,63.1,55664.0,89647.0,23.8,95.3,0.5,1.6,1.0,8783.97,13261.22,453.2,454.4,52.7,28.0,18.3,1.1,2022
120510100260001,School,Red Hill Jr/Sr High School,Red Hill CUSD 10,Bridgeport,Lawrence,UNIT,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",363,98.6,0.0,1.5,0.0,0.0,0.0,1.6,10.5,7.7,0.0,47.7,5.8,176.0,90.7,9.2,,15.2,5.0,82.7,17.3,86.6,60.8,50599.0,81051.0,31.6,95.3,0.9,1.9,0.0,8168.57,11839.76,481.8,434.4,60.3,25.0,13.2,1.5,2022
120510200260008,School,Lawrenceville High School,Lawrence County CUD 20,Lawrenceville,Lawrence,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",299,92.6,2.4,3.0,0.0,0.0,0.0,4.0,11.7,8.4,0.0,54.5,2.1,176.0,89.0,12.4,9.0,17.5,3.0,76.7,21.9,89.6,59.0,46095.0,73456.0,41.9,90.0,1.3,3.8,0.0,12233.91,15396.99,476.1,420.8,63.3,28.6,8.2,0.0,2022
120800010260001,School,Richland County High School,Richland County CUSD 1,Olney,Richland,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,698,88.7,1.0,4.7,0.7,0.0,0.0,3.9,13.9,9.5,0.5,41.5,4.9,176.0,94.0,19.0,5.1,20.5,5.0,62.4,37.6,93.0,72.5,54863.0,116399.0,20.6,88.9,2.4,3.1,0.7,7504.51,12695.24,479.0,459.4,53.5,27.8,17.4,1.4,2022
130140010260001,School,Carlyle High School,Carlyle CUSD 1,Carlyle,Clinton,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",280,92.9,3.6,1.8,0.0,0.0,0.0,3.9,20.0,16.8,0.0,43.6,2.1,176.0,92.3,13.5,4.0,14.7,5.0,56.5,42.2,84.0,52.6,55298.0,97067.0,28.0,87.7,3.9,2.5,0.0,9216.78,15864.65,466.6,462.7,54.9,23.9,16.9,4.2,2022
130140030260006,School,Wesclin Sr High School,Wesclin CUSD 3,Trenton,Clinton,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",369,86.4,1.2,8.4,0.0,0.0,0.0,4.4,13.8,13.8,3.3,36.6,3.5,176.0,92.5,3.7,3.1,18.7,4.5,40.2,59.8,91.8,80.2,69342.0,115456.0,22.3,80.2,2.9,9.1,0.4,7919.73,11146.9,499.7,496.1,29.8,37.2,27.7,5.3,2022
130140710160001,School,Central Comm High School,Central CHSD 71,Breese,Clinton,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Exemplary,All Students,Targeted Assistance Title I Pr,617,95.6,0.0,3.1,0.0,0.0,0.0,0.0,13.8,10.2,0.0,18.2,0.0,176.0,95.7,5.4,1.9,21.9,5.0,43.9,56.1,93.6,78.0,68190.0,114167.0,11.7,91.3,0.0,5.8,0.0,8620.27,11530.12,497.8,508.4,33.8,28.4,31.1,6.8,2022
130410010260001,School,Waltonville High School,Waltonville CUSD 1,Waltonville,Jefferson,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,83,96.4,0.0,0.0,0.0,0.0,0.0,3.2,12.0,12.0,0.0,39.8,6.4,176.0,94.8,,,9.7,5.0,64.5,35.5,81.0,55.6,47323.0,82392.0,12.6,94.0,2.0,0.0,0.0,6319.39,15598.0,478.6,454.8,61.9,23.8,9.5,4.8,2022
130412010170001,School,Mount Vernon High School,Mt Vernon Twp HSD 201,Mount Vernon,Jefferson,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1177,71.1,14.4,4.4,0.8,0.0,0.0,9.3,23.1,19.3,0.0,53.3,7.6,176.0,90.4,22.9,2.7,18.5,5.0,38.0,53.6,92.7,64.4,59284.0,84750.0,34.8,63.2,21.2,6.5,0.0,13055.8,16807.21,454.5,424.3,64.5,23.3,10.8,1.4,2022
130412090270001,School,Woodlawn High School,Woodlawn Unit School District 209,Woodlawn,Jefferson,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,172,92.4,0.0,0.0,0.0,0.0,0.0,4.7,9.3,9.3,0.0,40.1,7.6,176.0,95.6,,,18.1,5.0,59.6,37.9,87.5,63.3,64737.0,96232.0,8.8,93.0,0.0,1.8,0.0,11600.5,14431.99,478.9,427.8,75.6,15.6,8.9,0.0,2022
