School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,School Year
Chelmsford - South Row,00560015,     148,22.9,        474,49.4,50.6,9.7,16.7,11.8,00560000,3.4,17.3,8.0,64.8,0.2,0.0,6.3,Chelmsford,"          $85,554,333.00","           5,059.8","              $16,908.64","          $94,061,841.13","           5,283.2","              $17,803.95",2023
Chelsea - Chelsea High,00570505,     565,22.3,"      1,749",45.5,54.4,36.2,13.4,78.6,00570000,3.8,1.1,89.3,5.1,0.2,0.0,0.6,Chelsea,"         $123,941,591.30","           6,192.9","              $20,013.50","         $158,605,269.40","           7,297.8","              $21,733.30",2023
Chelsea - Chelsea Opportunity Academy,00570515,      72,8.6,        148,35.1,64.9,54.7,9.5,74.3,00570000,2.7,0.7,91.9,4.7,0.0,0.0,0.0,Chelsea,"         $123,941,591.30","           6,192.9","              $20,013.50","         $158,605,269.40","           7,297.8","              $21,733.30",2023
Chelsea - Chelsea Virtual Learning Academy,00570705,      41,11.0,        102,65.7,34.3,31.4,17.7,84.3,00570000,3.9,0.0,88.2,6.9,0.0,0.0,1.0,Chelsea,"         $123,941,591.30","           6,192.9","              $20,013.50","         $158,605,269.40","           7,297.8","              $21,733.30",2023
Chelsea - Clark Avenue School,00570050,     390,23.3,        727,50.3,49.7,40.4,19.0,80.6,00570000,2.9,0.1,91.5,4.4,0.1,0.0,1.0,Chelsea,"         $123,941,591.30","           6,192.9","              $20,013.50","         $158,605,269.40","           7,297.8","              $21,733.30",2023
Chelsea - Edgar F. Hooks Elementary,00570030,     130,17.7,        461,40.6,59.4,57.1,25.6,76.4,00570000,5.4,0.7,85.0,8.2,0.2,0.0,0.4,Chelsea,"         $123,941,591.30","           6,192.9","              $20,013.50","         $158,605,269.40","           7,297.8","              $21,733.30",2023
Chelsea - Eugene Wright Science and Technology Academy,00570045,     244,18.3,        463,50.5,49.5,28.9,26.1,80.4,00570000,6.9,0.2,84.0,8.4,0.0,0.0,0.4,Chelsea,"         $123,941,591.30","           6,192.9","              $20,013.50","         $158,605,269.40","           7,297.8","              $21,733.30",2023
Chelsea - Frank M Sokolowski Elementary,00570040,     115,22.6,        520,52.9,47.1,62.7,13.3,88.9,00570000,3.7,0.2,88.5,7.5,0.2,0.0,0.0,Chelsea,"         $123,941,591.30","           6,192.9","              $20,013.50","         $158,605,269.40","           7,297.8","              $21,733.30",2023
Chelsea - George F. Kelly Elementary,00570035,     139,20.7,        504,52.2,47.8,56.4,11.1,76.6,00570000,1.0,0.2,96.4,2.4,0.0,0.0,0.0,Chelsea,"         $123,941,591.30","           6,192.9","              $20,013.50","         $158,605,269.40","           7,297.8","              $21,733.30",2023
Chelsea - Joseph A. Browne School,00570055,     205,24.1,        547,50.6,49.4,44.6,13.9,84.6,00570000,6.8,0.7,86.1,5.9,0.4,0.0,0.2,Chelsea,"         $123,941,591.30","           6,192.9","              $20,013.50","         $158,605,269.40","           7,297.8","              $21,733.30",2023
Chelsea - Shurtleff Early Childhood,00570003,     140,18.4,        851,47.1,52.9,66.8,28.8,80.4,00570000,5.1,0.7,87.9,6.4,0.0,0.0,0.0,Chelsea,"         $123,941,591.30","           6,192.9","              $20,013.50","         $158,605,269.40","           7,297.8","              $21,733.30",2023
Chelsea - William A Berkowitz Elementary,00570025,     120,17.8,        426,54.0,46.0,50.5,22.5,81.9,00570000,6.3,0.7,87.6,4.7,0.5,0.0,0.2,Chelsea,"         $123,941,591.30","           6,192.9","              $20,013.50","         $158,605,269.40","           7,297.8","              $21,733.30",2023
Chesterfield-Goshen - New Hingham Regional Elementary,06320025,      71,12.4,        135,43.7,56.3,0.0,17.8,31.9,06320000,0.0,0.0,2.2,97.0,0.0,0.0,0.7,Chesterfield-Goshen,"           $2,788,871.00",             149.5,"              $18,654.66","           $2,956,724.70",             160.6,"              $18,410.49",2023
Chicopee - Barry,00610003,     147,14.7,        357,44.0,56.0,10.1,23.0,63.0,00610000,8.1,1.4,38.1,48.7,0.0,0.6,3.1,Chicopee,"         $146,379,254.70","           6,740.5","              $21,716.38","         $157,477,977.10","           7,464.6","              $21,096.64",2023
Chicopee - Belcher,00610010,      56,18.4,        230,52.2,47.8,7.8,24.4,80.0,00610000,9.6,0.9,43.9,39.6,0.0,0.4,5.7,Chicopee,"         $146,379,254.70","           6,740.5","              $21,716.38","         $157,477,977.10","           7,464.6","              $21,096.64",2023
Chicopee - Bellamy Middle,00610305,     421,19.2,        841,47.2,52.7,8.0,20.5,64.5,00610000,6.2,1.3,42.2,47.0,0.0,0.1,3.2,Chicopee,"         $146,379,254.70","           6,740.5","              $21,716.38","         $157,477,977.10","           7,464.6","              $21,096.64",2023
Chicopee - Bowe,00610015,     103,20.7,        422,50.5,49.5,19.9,14.9,83.9,00610000,5.5,2.1,63.7,23.5,0.0,0.0,5.2,Chicopee,"         $146,379,254.70","           6,740.5","              $21,716.38","         $157,477,977.10","           7,464.6","              $21,096.64",2023
Chicopee - Bowie,00610020,     101,17.3,        289,52.6,47.4,5.2,17.3,43.6,00610000,5.5,3.1,28.7,59.9,0.0,0.0,2.8,Chicopee,"         $146,379,254.70","           6,740.5","              $21,716.38","         $157,477,977.10","           7,464.6","              $21,096.64",2023
Chicopee - Chicopee Academy,00610021,      91,5.4,         93,32.3,67.7,3.2,31.2,87.1,00610000,10.8,0.0,58.1,28.0,0.0,0.0,3.2,Chicopee,"         $146,379,254.70","           6,740.5","              $21,716.38","         $157,477,977.10","           7,464.6","              $21,096.64",2023
Chicopee - Chicopee Comprehensive High School,00610510,     613,15.3,"      1,212",40.2,59.5,4.4,13.8,52.3,00610000,3.1,1.5,38.1,53.6,0.3,0.0,3.5,Chicopee,"         $146,379,254.70","           6,740.5","              $21,716.38","         $157,477,977.10","           7,464.6","              $21,096.64",2023
Chicopee - Chicopee High,00610505,     512,15.6,        996,52.6,47.0,10.0,18.0,69.1,00610000,6.3,2.9,53.1,34.1,0.1,0.0,3.4,Chicopee,"         $146,379,254.70","           6,740.5","              $21,716.38","         $157,477,977.10","           7,464.6","              $21,096.64",2023
Chicopee - Dupont Middle,00610310,     453,16.0,        718,46.9,52.9,7.9,21.7,70.3,00610000,5.4,1.5,46.2,43.0,0.1,0.0,3.6,Chicopee,"         $146,379,254.70","           6,740.5","              $21,716.38","         $157,477,977.10","           7,464.6","              $21,096.64",2023
Chicopee - Fairview Elementary,00610050,     143,12.7,        366,45.9,54.1,9.0,27.9,76.0,00610000,10.4,1.1,50.0,33.9,0.3,0.0,4.4,Chicopee,"         $146,379,254.70","           6,740.5","              $21,716.38","         $157,477,977.10","           7,464.6","              $21,096.64",2023
Chicopee - Gen John J Stefanik,00610090,      94,16.5,        384,44.5,55.5,14.1,24.5,81.3,00610000,5.2,1.3,60.9,27.9,0.0,0.0,4.7,Chicopee,"         $146,379,254.70","           6,740.5","              $21,716.38","         $157,477,977.10","           7,464.6","              $21,096.64",2023
Chicopee - Lambert-Lavoie,00610040,      71,13.1,        227,42.7,57.3,4.4,18.5,58.2,00610000,4.9,0.9,35.2,53.3,0.0,0.0,5.7,Chicopee,"         $146,379,254.70","           6,740.5","              $21,716.38","         $157,477,977.10","           7,464.6","              $21,096.64",2023
Chicopee - Litwin,00610022,     122,14.6,        347,51.6,48.4,11.0,22.5,65.4,00610000,7.5,1.4,40.9,46.7,0.0,0.0,3.5,Chicopee,"         $146,379,254.70","           6,740.5","              $21,716.38","         $157,477,977.10","           7,464.6","              $21,096.64",2023
Chicopee - Streiber Memorial School,00610065,      81,14.5,        231,44.2,55.8,8.2,18.2,54.6,00610000,4.8,4.3,32.5,56.3,0.0,0.0,2.2,Chicopee,"         $146,379,254.70","           6,740.5","              $21,716.38","         $157,477,977.10","           7,464.6","              $21,096.64",2023
Chicopee - Szetela Early Childhood Center,00610001,      26,14.1,        286,44.1,55.9,0.4,55.9,59.4,00610000,6.6,1.1,43.4,42.7,0.7,0.0,5.6,Chicopee,"         $146,379,254.70","           6,740.5","              $21,716.38","         $157,477,977.10","           7,464.6","              $21,096.64",2023
Christa McAuliffe Charter School (District) - Christa McAuliffe Charter School,04180305,     141,17.9,        299,45.2,54.2,8.4,23.1,44.8,04180000,9.4,4.0,32.1,44.8,1.3,0.0,8.4,Christa McAuliffe Charter School (District),"           $6,658,555.00",             326.9,"              $20,370.65","           $6,658,555.00",             326.9,"              $20,370.65",2023
City on a Hill Charter Public School (District) - City on a Hill Charter Public School,04370505,      86,13.6,        175,54.9,45.1,18.9,24.0,79.4,04370000,69.1,0.0,27.4,1.7,0.0,0.0,1.7,City on a Hill Charter Public School (District),"           $6,539,220.58",             193.1,"              $33,867.93","           $6,539,220.58",             193.1,"              $33,867.93",2023
Clarksburg - Clarksburg Elementary,00630010,      72,18.2,        209,47.4,52.6,0.0,20.1,39.2,00630000,0.0,0.5,2.9,94.3,0.0,0.0,2.4,Clarksburg,"           $3,147,511.62",             191.7,"              $16,418.94","           $4,041,847.83",             235.6,"              $17,155.55",2023
Clinton - Clinton Elementary,00640050,     303,21.6,        860,46.4,53.6,22.8,26.2,50.1,00640000,3.1,0.8,41.9,51.3,0.1,0.0,2.8,Clinton,"          $34,391,165.00","           1,952.1","              $17,617.52","          $40,612,074.27","           2,209.9","              $18,377.34",2023
Clinton - Clinton Middle School,00640305,     292,17.0,        589,48.1,52.0,20.5,19.5,56.9,00640000,2.2,0.7,42.3,52.6,0.0,0.2,2.0,Clinton,"          $34,391,165.00","           1,952.1","              $17,617.52","          $40,612,074.27","           2,209.9","              $18,377.34",2023
Clinton - Clinton Senior High,00640505,     268,15.7,        578,42.9,56.9,16.1,18.2,48.3,00640000,4.2,1.2,41.7,51.7,0.0,0.2,1.0,Clinton,"          $34,391,165.00","           1,952.1","              $17,617.52","          $40,612,074.27","           2,209.9","              $18,377.34",2023
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,     148,15.7,        340,51.8,48.2,12.1,21.2,76.5,04380000,69.4,0.0,27.9,0.0,0.0,0.0,2.7,Codman Academy Charter Public (District),"          $11,613,416.06",             337.7,"              $34,392.80","          $11,613,416.06",             337.7,"              $34,392.80",2023
Cohasset - Cohasset High School,00650505,     314,13.0,        406,48.5,51.5,0.3,13.3,7.6,00650000,3.2,1.7,1.0,91.1,0.0,0.0,3.0,Cohasset,"          $30,687,285.18","           1,405.9","              $21,827.50","          $33,377,108.74","           1,437.9","              $23,212.40",2023
Cohasset - Cohasset Middle School,00650305,     205,14.2,        291,50.5,49.5,0.7,21.0,8.6,00650000,2.8,1.7,1.7,92.8,0.0,0.0,1.0,Cohasset,"          $30,687,285.18","           1,405.9","              $21,827.50","          $33,377,108.74","           1,437.9","              $23,212.40",2023
Cohasset - Deer Hill,00650005,     128,19.9,        319,50.8,49.2,0.3,20.1,6.3,00650000,3.1,0.3,3.8,90.3,0.3,0.0,2.2,Cohasset,"          $30,687,285.18","           1,405.9","              $21,827.50","          $33,377,108.74","           1,437.9","              $23,212.40",2023
Cohasset - Joseph Osgood,00650010,     148,19.4,        393,48.6,51.4,0.0,18.1,3.6,00650000,1.0,1.5,2.8,90.6,0.0,0.0,4.1,Cohasset,"          $30,687,285.18","           1,405.9","              $21,827.50","          $33,377,108.74","           1,437.9","              $23,212.40",2023
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,     502,23.3,"      1,185",52.8,47.1,32.2,10.5,63.5,35030000,21.5,24.5,24.1,24.6,2.3,0.1,3.0,Collegiate Charter School of Lowell (District),"          $15,183,096.45","           1,191.3","              $12,744.87","          $15,183,096.45","           1,191.3","              $12,744.87",2023
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,     148,10.7,        257,56.0,44.0,12.5,19.8,59.5,04360000,66.9,4.7,16.7,5.8,0.0,0.4,5.5,Community Charter School of Cambridge (District),"           $7,291,944.39",             256.5,"              $28,430.85","           $7,291,944.39",             256.5,"              $28,430.85",2023
Community Day Charter Public School (District) - Community Day Charter Public School,04400205,     340,21.2,"      1,206",50.8,49.3,27.2,16.9,73.1,04400000,1.3,0.3,95.8,1.6,0.3,0.0,0.8,Community Day Charter Public School (District),"          $22,776,949.00","           1,198.3","              $19,008.51","          $22,776,949.00","           1,198.3","              $19,008.51",2023
Concord - Alcott,00670005,     255,18.2,        436,50.7,49.3,3.0,20.9,15.1,00670000,9.6,6.4,9.2,67.9,0.0,0.0,6.9,Concord,"          $49,316,160.55","           1,955.7","              $25,216.63","          $51,822,716.72","           1,979.8","              $26,175.73",2023
Concord - Concord Middle,00670305,     423,17.7,        656,48.6,51.4,1.5,20.3,9.5,00670000,4.7,7.9,8.4,72.0,0.2,0.0,6.9,Concord,"          $49,316,160.55","           1,955.7","              $25,216.63","          $51,822,716.72","           1,979.8","              $26,175.73",2023
Concord - Thoreau,00670020,     266,17.7,        436,47.9,52.1,3.0,25.9,7.3,00670000,1.6,9.9,7.8,70.4,0.2,0.0,10.1,Concord,"          $49,316,160.55","           1,955.7","              $25,216.63","          $51,822,716.72","           1,979.8","              $26,175.73",2023
Concord - Willard,00670030,     277,18.2,        461,50.1,49.9,8.0,17.8,10.6,00670000,4.1,6.3,7.8,75.9,0.0,0.0,5.9,Concord,"          $49,316,160.55","           1,955.7","              $25,216.63","          $51,822,716.72","           1,979.8","              $26,175.73",2023
Concord-Carlisle - Concord Carlisle High,06400505,     583,17.0,"      1,237",46.2,53.4,0.8,16.7,8.1,06400000,3.9,8.7,6.4,73.4,0.1,0.2,7.4,Concord-Carlisle,"          $31,628,236.00","           1,290.0","              $24,518.01","          $35,447,824.97","           1,329.5","              $26,662.52",2023
Conservatory Lab Charter (District) - Conservatory Lab Charter School,04390050,     182,17.2,        453,54.1,45.9,9.9,21.4,70.6,04390000,50.3,1.6,41.3,4.0,0.2,0.0,2.7,Conservatory Lab Charter (District),"          $10,119,690.13",             438.7,"              $23,066.40","          $10,119,690.13",             438.7,"              $23,066.40",2023
Conway - Conway Grammar,00680005,      98,15.8,        147,44.2,55.1,0.7,26.5,27.2,00680000,0.0,0.0,4.1,91.8,0.0,0.0,4.1,Conway,"           $3,691,447.31",             133.5,"              $27,651.29","           $3,780,735.82",             146.1,"              $25,877.73",2023
Danvers - Danvers High,00710505,     475,14.4,        821,49.8,49.3,4.5,20.5,27.2,00710000,3.7,2.9,14.7,75.9,0.0,0.0,2.8,Danvers,"          $61,693,449.70","           3,238.1","              $19,052.36","          $70,384,083.90","           3,384.2","              $20,797.85",2023
Danvers - Great Oak,00710015,     180,19.1,        305,50.8,49.2,11.5,20.0,33.4,00710000,7.2,2.0,13.4,74.1,0.0,0.0,3.3,Danvers,"          $61,693,449.70","           3,238.1","              $19,052.36","          $70,384,083.90","           3,384.2","              $20,797.85",2023
Danvers - Highlands,00710010,     194,21.5,        386,45.3,54.7,8.3,17.1,28.2,00710000,6.2,3.1,16.1,73.3,0.3,0.3,0.8,Danvers,"          $61,693,449.70","           3,238.1","              $19,052.36","          $70,384,083.90","           3,384.2","              $20,797.85",2023
Danvers - Holten Richmond Middle School,00710305,     557,18.2,        753,49.3,50.5,4.0,20.2,28.0,00710000,4.3,2.5,13.3,76.9,0.0,0.0,3.1,Danvers,"          $61,693,449.70","           3,238.1","              $19,052.36","          $70,384,083.90","           3,384.2","              $20,797.85",2023
Danvers - Ivan G Smith,00710032,     196,20.8,        372,47.9,52.2,6.5,22.0,23.7,00710000,6.7,2.2,11.8,78.0,0.0,0.0,1.3,Danvers,"          $61,693,449.70","           3,238.1","              $19,052.36","          $70,384,083.90","           3,384.2","              $20,797.85",2023
Danvers - Riverside,00710030,     159,20.8,        343,46.7,53.4,4.1,32.1,22.5,00710000,3.8,2.0,13.7,79.6,0.0,0.0,0.9,Danvers,"          $61,693,449.70","           3,238.1","              $19,052.36","          $70,384,083.90","           3,384.2","              $20,797.85",2023
Danvers - Willis E Thorpe,00710045,     177,20.6,        363,51.8,48.2,3.9,26.7,21.8,00710000,1.9,1.1,10.7,85.7,0.0,0.0,0.6,Danvers,"          $61,693,449.70","           3,238.1","              $19,052.36","          $70,384,083.90","           3,384.2","              $20,797.85",2023
Dartmouth - Andrew B. Cushman School,00720005,      31,21.5,        170,40.0,60.0,2.4,37.7,30.6,00720000,2.9,2.4,8.2,79.4,0.0,0.0,7.1,Dartmouth,"          $58,452,160.06","           3,389.2","              $17,246.60","          $64,512,288.62","           3,512.8","              $18,364.92",2023
Dartmouth - Dartmouth High,00720505,     470,17.6,        958,53.4,46.5,1.2,15.9,29.7,00720000,2.4,0.9,8.5,79.8,0.0,0.1,8.4,Dartmouth,"          $58,452,160.06","           3,389.2","              $17,246.60","          $64,512,288.62","           3,512.8","              $18,364.92",2023
Dartmouth - Dartmouth Middle,00720050,     632,14.7,        797,45.3,54.7,0.8,21.0,29.4,00720000,1.1,1.4,5.0,86.1,0.0,0.1,6.3,Dartmouth,"          $58,452,160.06","           3,389.2","              $17,246.60","          $64,512,288.62","           3,512.8","              $18,364.92",2023
Dartmouth - George H Potter,00720030,     160,22.5,        421,52.5,47.5,3.6,20.0,32.3,00720000,0.5,1.2,9.0,83.1,0.0,0.0,6.2,Dartmouth,"          $58,452,160.06","           3,389.2","              $17,246.60","          $64,512,288.62","           3,512.8","              $18,364.92",2023
Dartmouth - James M. Quinn School,00720040,     300,21.3,        724,47.5,52.5,2.6,22.5,31.4,00720000,1.8,2.1,7.3,81.8,0.0,0.0,7.0,Dartmouth,"          $58,452,160.06","           3,389.2","              $17,246.60","          $64,512,288.62","           3,512.8","              $18,364.92",2023
Dartmouth - Joseph Demello,00720015,     171,17.7,        336,48.5,51.5,2.1,25.3,28.9,00720000,2.4,1.2,7.7,81.9,0.3,0.0,6.6,Dartmouth,"          $58,452,160.06","           3,389.2","              $17,246.60","          $64,512,288.62","           3,512.8","              $18,364.92",2023
Dedham - Avery,00730010,      83,19.3,        320,44.1,55.9,17.2,28.1,44.1,00730000,9.7,2.2,29.7,52.2,0.0,0.0,6.3,Dedham,"          $63,891,348.52","           2,562.6","              $24,932.24","          $70,422,701.82","           2,638.2","              $26,693.47",2023
Dedham - Dedham High,00730505,     397,15.1,        739,46.6,52.9,8.3,16.5,30.7,00730000,11.1,3.0,17.9,64.8,0.0,0.0,3.3,Dedham,"          $63,891,348.52","           2,562.6","              $24,932.24","          $70,422,701.82","           2,638.2","              $26,693.47",2023
Dedham - Dedham Middle School,00730305,     465,15.4,        555,49.4,50.6,8.1,26.5,32.4,00730000,11.2,1.8,22.7,58.9,0.2,0.0,5.2,Dedham,"          $63,891,348.52","           2,562.6","              $24,932.24","          $70,422,701.82","           2,638.2","              $26,693.47",2023
Dedham - Early Childhood Center,00730005,     105,15.8,        346,46.2,53.8,7.2,20.2,22.8,00730000,7.5,4.6,18.2,64.5,0.0,0.0,5.2,Dedham,"          $63,891,348.52","           2,562.6","              $24,932.24","          $70,422,701.82","           2,638.2","              $26,693.47",2023
Dedham - Greenlodge,00730025,      83,18.7,        310,47.4,52.3,6.8,20.0,17.7,00730000,2.9,1.9,11.9,75.5,0.0,0.0,7.7,Dedham,"          $63,891,348.52","           2,562.6","              $24,932.24","          $70,422,701.82","           2,638.2","              $26,693.47",2023
Dedham - Oakdale,00730030,      70,18.1,        253,55.3,44.7,5.1,19.0,15.4,00730000,8.3,0.8,12.7,71.5,0.0,0.0,6.7,Dedham,"          $63,891,348.52","           2,562.6","              $24,932.24","          $70,422,701.82","           2,638.2","              $26,693.47",2023
Dedham - Riverdale,00730045,      50,19.6,        197,55.3,44.7,11.7,33.0,31.5,00730000,8.1,3.1,14.7,67.5,0.0,0.0,6.6,Dedham,"          $63,891,348.52","           2,562.6","              $24,932.24","          $70,422,701.82","           2,638.2","              $26,693.47",2023
Deerfield - Deerfield Elementary,00740015,     199,17.0,        316,44.6,55.4,1.0,24.7,23.4,00740000,1.6,0.6,5.1,87.0,0.0,0.0,5.7,Deerfield,"           $7,119,784.75",             332.1,"              $21,438.68","           $7,680,891.92",             380.0,"              $20,212.87",2023
Dennis-Yarmouth - Dennis-Yarmouth Intermediate School,06450050,     441,19.4,        533,50.1,49.9,21.0,13.1,54.2,06450000,11.8,3.6,14.8,64.2,0.6,0.0,5.1,Dennis-Yarmouth,"          $67,341,712.24","           2,854.6","              $23,590.59","          $77,846,781.66","           3,404.9","              $22,863.16",2023
Dennis-Yarmouth - Dennis-Yarmouth Middle School,06450305,     289,15.7,        455,46.6,53.4,13.6,15.8,53.0,06450000,12.3,2.0,12.5,64.4,2.0,0.9,5.9,Dennis-Yarmouth,"          $67,341,712.24","           2,854.6","              $23,590.59","          $77,846,781.66","           3,404.9","              $22,863.16",2023
Dennis-Yarmouth - Dennis-Yarmouth Regional High,06450505,     601,14.2,        962,48.2,51.5,13.7,15.1,54.5,06450000,15.7,2.6,13.4,59.3,1.6,0.1,7.4,Dennis-Yarmouth,"          $67,341,712.24","           2,854.6","              $23,590.59","          $77,846,781.66","           3,404.9","              $22,863.16",2023
Dennis-Yarmouth - Ezra H Baker Innovation School,06450005,     202,14.2,        388,45.6,54.4,20.1,24.5,61.6,06450000,17.5,2.1,16.2,57.2,1.3,0.0,5.7,Dennis-Yarmouth,"          $67,341,712.24","           2,854.6","              $23,590.59","          $77,846,781.66","           3,404.9","              $22,863.16",2023
Dennis-Yarmouth - Marguerite E Small Elementary,06450015,     122,15.6,        304,46.1,54.0,33.2,14.1,64.1,06450000,15.8,2.3,18.8,59.2,1.6,0.0,2.3,Dennis-Yarmouth,"          $67,341,712.24","           2,854.6","              $23,590.59","          $77,846,781.66","           3,404.9","              $22,863.16",2023
Dennis-Yarmouth - Station Avenue Elementary,06450025,     176,19.6,        432,46.3,53.7,14.1,9.3,48.6,06450000,13.7,0.9,14.6,64.8,0.7,0.0,5.3,Dennis-Yarmouth,"          $67,341,712.24","           2,854.6","              $23,590.59","          $77,846,781.66","           3,404.9","              $22,863.16",2023
Dighton-Rehoboth - Dighton Elementary,06500005,     267,18.2,        475,48.8,51.2,1.1,27.0,21.3,06500000,3.4,1.9,6.7,84.2,0.0,0.0,3.8,Dighton-Rehoboth,"          $48,847,062.45","           2,567.6","              $19,024.41","          $51,801,496.94","           2,653.5","              $19,521.95",2023
Dighton-Rehoboth - Dighton Middle School,06500305,     234,16.3,        364,47.8,52.2,0.3,20.9,22.0,06500000,1.7,1.7,8.2,83.5,0.0,0.0,5.0,Dighton-Rehoboth,"          $48,847,062.45","           2,567.6","              $19,024.41","          $51,801,496.94","           2,653.5","              $19,521.95",2023
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,06500505,     328,14.9,        644,47.1,52.6,0.8,18.3,21.3,06500000,2.0,2.2,5.8,85.3,0.2,0.0,4.7,Dighton-Rehoboth,"          $48,847,062.45","           2,567.6","              $19,024.41","          $51,801,496.94","           2,653.5","              $19,521.95",2023
Dighton-Rehoboth - Dorothy L Beckwith,06500310,     285,17.8,        482,46.1,53.9,0.4,21.2,18.1,06500000,1.5,1.2,6.2,86.1,0.2,0.0,4.8,Dighton-Rehoboth,"          $48,847,062.45","           2,567.6","              $19,024.41","          $51,801,496.94","           2,653.5","              $19,521.95",2023
Dighton-Rehoboth - Palmer River,06500010,     321,19.7,        603,47.1,52.9,1.3,23.4,18.2,06500000,1.8,1.5,6.5,87.2,0.0,0.0,3.0,Dighton-Rehoboth,"          $48,847,062.45","           2,567.6","              $19,024.41","          $51,801,496.94","           2,653.5","              $19,521.95",2023
Douglas - Douglas Elementary School,00770015,     120,22.2,        352,45.2,54.8,2.6,19.9,23.0,00770000,1.1,0.3,5.7,89.8,0.0,0.0,3.1,Douglas,"          $20,474,815.97","           1,159.3","              $17,661.36","          $23,608,928.00","           1,248.9","              $18,903.78",2023
Douglas - Douglas High School,00770505,     176,12.3,        304,49.3,50.3,0.7,21.4,27.3,00770000,1.0,1.3,5.6,89.8,0.0,0.0,2.3,Douglas,"          $20,474,815.97","           1,159.3","              $17,661.36","          $23,608,928.00","           1,248.9","              $18,903.78",2023
Douglas - Douglas Middle School,00770305,     189,19.5,        291,48.1,51.9,0.7,23.7,23.7,00770000,1.0,1.4,7.9,84.5,0.0,0.0,5.2,Douglas,"          $20,474,815.97","           1,159.3","              $17,661.36","          $23,608,928.00","           1,248.9","              $18,903.78",2023
Douglas - Douglas Primary School,00770005,      75,15.9,        214,44.9,55.1,0.5,15.0,22.0,00770000,2.3,0.0,8.4,86.9,0.0,0.0,2.3,Douglas,"          $20,474,815.97","           1,159.3","              $17,661.36","          $23,608,928.00","           1,248.9","              $18,903.78",2023
Dover - Chickering,00780005,     331,18.4,        504,48.4,51.6,1.6,17.7,2.8,00780000,3.0,12.5,4.6,73.2,0.2,0.0,6.6,Dover,"          $11,159,930.00",             511.4,"              $21,822.31","          $13,011,784.00",             516.8,"              $25,177.60",2023
Dover-Sherborn - Dover-Sherborn Regional High,06550505,     384,14.9,        649,49.6,50.1,1.1,9.6,5.9,06550000,2.8,13.7,5.7,70.9,0.2,0.0,6.8,Dover-Sherborn,"          $27,384,335.71","           1,142.5","              $23,968.78","          $28,643,894.79","           1,175.8","              $24,361.20",2023
Dover-Sherborn - Dover-Sherborn Regional Middle School,06550405,     322,16.9,        460,48.5,51.3,1.1,16.5,5.9,06550000,3.0,12.0,5.2,72.4,0.2,0.0,7.2,Dover-Sherborn,"          $27,384,335.71","           1,142.5","              $23,968.78","          $28,643,894.79","           1,175.8","              $24,361.20",2023
Dracut - Brookside Elementary,00790035,     220,20.1,        522,47.7,52.3,4.8,20.1,35.8,00790000,11.7,11.7,15.7,58.1,0.0,0.0,2.9,Dracut,"          $52,270,307.90","           3,612.3","              $14,470.09","          $60,519,145.30","           3,995.5","              $15,146.83",2023
Dracut - Dracut Senior High,00790505,     380,17.7,        793,48.7,50.6,7.6,14.8,36.6,00790000,9.7,10.8,14.3,63.1,0.1,0.1,1.9,Dracut,"          $52,270,307.90","           3,612.3","              $14,470.09","          $60,519,145.30","           3,995.5","              $15,146.83",2023
Dracut - George H. Englesby Elementary School,00790045,     222,21.6,        537,47.1,52.9,6.2,18.4,40.0,00790000,5.6,10.8,19.0,61.6,0.2,0.0,2.8,Dracut,"          $52,270,307.90","           3,612.3","              $14,470.09","          $60,519,145.30","           3,995.5","              $15,146.83",2023
Dracut - Greenmont Avenue,00790030,     110,19.4,        236,51.7,48.3,11.4,14.8,48.3,00790000,10.2,9.8,22.5,54.7,0.0,0.0,3.0,Dracut,"          $52,270,307.90","           3,612.3","              $14,470.09","          $60,519,145.30","           3,995.5","              $15,146.83",2023
Dracut - Joseph A Campbell Elementary,00790020,     290,16.9,        577,45.9,54.1,6.2,20.5,24.3,00790000,7.3,10.1,10.6,71.6,0.2,0.2,0.2,Dracut,"          $52,270,307.90","           3,612.3","              $14,470.09","          $60,519,145.30","           3,995.5","              $15,146.83",2023
Dracut - Justus C. Richardson Middle School,00790410,     818,18.1,        938,49.2,50.9,6.4,16.0,33.9,00790000,8.1,9.9,16.2,63.8,0.0,0.0,2.0,Dracut,"          $52,270,307.90","           3,612.3","              $14,470.09","          $60,519,145.30","           3,995.5","              $15,146.83",2023
Dudley Street Neighborhood Charter School (District) - Dudley Street Neighborhood Charter School,04070405,      15,30.0,        334,54.2,45.8,33.2,13.8,78.1,04070000,59.6,0.6,36.5,2.4,0.3,0.0,0.6,Dudley Street Neighborhood Charter School (District),"           $6,339,222.83",             276.0,"              $22,965.86","           $6,339,222.83",             276.0,"              $22,965.86",2023
