School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,School Year
Dedham - Riverdale,00730045,      47,14.4,        170,51.8,48.2,11.2,31.2,28.8,00730000,5.3,3.5,15.3,68.8,0.0,0.0,7.1,Dedham,"          $54,787,486.10","           2,745.3","              $19,956.83","          $60,482,761.75","           2,843.7","              $21,269.04",2020
Deerfield - Deerfield Elementary,00740015,     265,13.4,        315,50.8,49.2,1.9,22.5,22.9,00740000,0.3,0.3,6.7,84.4,0.0,0.0,8.3,Deerfield,"           $6,807,413.46",             390.3,"              $17,441.49","           $7,146,411.66",             422.8,"              $16,902.58",2020
Dennis-Yarmouth - Dennis-Yarmouth Regional High,06450505,     600,11.0,        870,49.4,50.3,6.8,17.7,42.3,06450000,10.3,2.8,15.3,64.1,2.2,0.0,5.3,Dennis-Yarmouth,"          $53,582,024.00","           2,898.5","              $18,486.12","          $63,460,633.77","           3,515.9","              $18,049.61",2020
Dennis-Yarmouth - Ezra H Baker Innovation School,06450005,     134,10.0,        300,48.7,51.3,17.7,25.7,55.7,06450000,9.0,2.0,14.0,66.7,1.0,0.3,7.0,Dennis-Yarmouth,"          $53,582,024.00","           2,898.5","              $18,486.12","          $63,460,633.77","           3,515.9","              $18,049.61",2020
Dennis-Yarmouth - Marguerite E Small Elementary,06450015,      96,10.9,        310,45.2,54.8,21.3,24.2,64.8,06450000,15.2,2.9,16.5,59.4,1.6,0.0,4.5,Dennis-Yarmouth,"          $53,582,024.00","           2,898.5","              $18,486.12","          $63,460,633.77","           3,515.9","              $18,049.61",2020
Dennis-Yarmouth - Mattacheese Middle School,06450305,     188,16.1,        430,48.4,51.6,7.2,17.0,53.0,06450000,11.4,1.4,14.7,60.7,3.0,0.5,8.4,Dennis-Yarmouth,"          $53,582,024.00","           2,898.5","              $18,486.12","          $63,460,633.77","           3,515.9","              $18,049.61",2020
Dennis-Yarmouth - Nathaniel H. Wixon School,06450050,     336,14.3,        481,43.5,56.6,11.9,19.1,46.6,06450000,9.6,2.7,9.4,66.1,2.5,0.2,9.6,Dennis-Yarmouth,"          $53,582,024.00","           2,898.5","              $18,486.12","          $63,460,633.77","           3,515.9","              $18,049.61",2020
Dennis-Yarmouth - Station Avenue Elementary,06450025,     100,14.2,        403,48.4,51.6,12.7,7.0,45.4,06450000,8.4,4.0,8.2,73.2,0.5,0.3,5.5,Dennis-Yarmouth,"          $53,582,024.00","           2,898.5","              $18,486.12","          $63,460,633.77","           3,515.9","              $18,049.61",2020
Dighton-Rehoboth - Dighton Elementary,06500005,     266,17.7,        441,49.7,50.3,0.9,20.9,22.2,06500000,2.7,1.6,4.5,86.2,0.0,0.0,5.0,Dighton-Rehoboth,"          $40,295,408.09","           2,857.6","              $14,101.14","          $43,236,973.04","           2,938.3","              $14,714.96",2020
Dighton-Rehoboth - Dighton Middle School,06500305,     195,20.9,        381,46.5,53.5,0.3,13.7,18.9,06500000,2.1,1.3,5.8,85.8,0.0,0.0,5.0,Dighton-Rehoboth,"          $40,295,408.09","           2,857.6","              $14,101.14","          $43,236,973.04","           2,938.3","              $14,714.96",2020
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,06500505,     337,17.6,        741,47.0,53.0,0.0,12.8,18.0,06500000,1.4,0.8,3.9,91.2,0.1,0.0,2.6,Dighton-Rehoboth,"          $40,295,408.09","           2,857.6","              $14,101.14","          $43,236,973.04","           2,938.3","              $14,714.96",2020
Dighton-Rehoboth - Dorothy L Beckwith,06500310,     307,19.3,        491,50.3,49.7,0.6,19.6,20.0,06500000,1.6,1.4,4.3,89.2,0.2,0.0,3.3,Dighton-Rehoboth,"          $40,295,408.09","           2,857.6","              $14,101.14","          $43,236,973.04","           2,938.3","              $14,714.96",2020
Dighton-Rehoboth - Palmer River,06500010,     301,19.5,        563,46.9,53.1,0.7,18.5,16.0,06500000,0.9,1.8,4.3,89.3,0.2,0.0,3.6,Dighton-Rehoboth,"          $40,295,408.09","           2,857.6","              $14,101.14","          $43,236,973.04","           2,938.3","              $14,714.96",2020
Douglas - Douglas Elementary School,00770015,     120,24.5,        357,47.3,52.7,1.1,22.1,17.7,00770000,0.0,0.6,6.4,87.7,0.0,0.0,5.3,Douglas,"          $18,547,675.63","           1,284.6","              $14,438.48","          $21,512,112.07","           1,370.1","              $15,701.13",2020
Douglas - Douglas High School,00770505,     190,12.3,        350,46.6,53.4,0.0,17.4,19.4,00770000,1.1,1.4,5.1,90.0,0.0,0.6,1.7,Douglas,"          $18,547,675.63","           1,284.6","              $14,438.48","          $21,512,112.07","           1,370.1","              $15,701.13",2020
Douglas - Douglas Middle School,00770305,     183,20.5,        275,50.2,49.8,0.0,17.1,20.0,00770000,0.7,0.7,3.3,92.4,0.0,0.0,2.9,Douglas,"          $18,547,675.63","           1,284.6","              $14,438.48","          $21,512,112.07","           1,370.1","              $15,701.13",2020
Douglas - Douglas Primary School,00770005,      71,16.7,        199,49.3,50.8,1.5,15.6,20.1,00770000,1.0,0.0,6.0,90.0,0.0,0.0,3.0,Douglas,"          $18,547,675.63","           1,284.6","              $14,438.48","          $21,512,112.07","           1,370.1","              $15,701.13",2020
Dover - Chickering,00780005,     164,17.4,        491,44.4,55.6,1.8,15.5,2.4,00780000,3.3,14.9,4.1,72.7,0.0,0.0,5.1,Dover,"           $9,580,493.00",             493.7,"              $19,405.50","          $12,123,910.00",             498.7,"              $24,311.03",2020
Dover-Sherborn - Dover-Sherborn Regional High,06550505,     362,15.5,        668,50.2,49.7,0.3,13.5,3.7,06550000,2.5,10.0,4.6,77.5,0.5,0.0,4.8,Dover-Sherborn,"          $24,762,314.38","           1,204.7","              $20,554.76","          $26,075,007.38","           1,252.0","              $20,826.68",2020
Dover-Sherborn - Dover-Sherborn Regional Middle School,06550405,     317,18.5,        513,44.4,55.6,0.2,15.4,4.7,06550000,3.9,13.7,5.5,68.8,0.0,0.0,8.2,Dover-Sherborn,"          $24,762,314.38","           1,204.7","              $20,554.76","          $26,075,007.38","           1,252.0","              $20,826.68",2020
Dracut - Brookside Elementary,00790035,     159,22.1,        413,47.5,52.5,1.2,12.4,32.0,00790000,10.4,8.2,12.8,67.3,0.2,0.0,1.0,Dracut,"          $42,222,638.17","           3,709.6","              $11,381.99","          $49,830,013.46","           4,079.0","              $12,216.23",2020
Dracut - Dracut Senior High,00790505,     394,15.2,        767,47.5,52.3,2.0,13.4,23.0,00790000,8.9,7.6,8.6,72.0,0.8,0.0,2.2,Dracut,"          $42,222,638.17","           3,709.6","              $11,381.99","          $49,830,013.46","           4,079.0","              $12,216.23",2020
Dracut - George H. Englesby Elementary School,00790045,     210,19.9,        506,51.6,48.4,1.8,15.2,36.8,00790000,4.6,7.9,18.4,67.2,0.0,0.0,2.0,Dracut,"          $42,222,638.17","           3,709.6","              $11,381.99","          $49,830,013.46","           4,079.0","              $12,216.23",2020
Dracut - Greenmont Avenue,00790030,     113,19.3,        267,45.7,54.3,6.7,13.9,40.8,00790000,5.6,7.9,16.1,68.9,0.0,0.0,1.5,Dracut,"          $42,222,638.17","           3,709.6","              $11,381.99","          $49,830,013.46","           4,079.0","              $12,216.23",2020
Dracut - Joseph A Campbell Elementary,00790020,     234,18.6,        562,46.6,53.4,1.6,22.2,20.3,00790000,8.5,5.9,8.2,75.4,0.2,0.0,1.8,Dracut,"          $42,222,638.17","           3,709.6","              $11,381.99","          $49,830,013.46","           4,079.0","              $12,216.23",2020
Dracut - Justus C. Richardson Middle School,00790410,     793,11.2,        918,47.3,52.4,1.2,17.1,28.9,00790000,7.1,6.6,12.9,71.7,0.0,0.0,1.7,Dracut,"          $42,222,638.17","           3,709.6","              $11,381.99","          $49,830,013.46","           4,079.0","              $12,216.23",2020
Dudley Street Neighborhood Charter School (District) - Dudley Street Neighborhood Charter School,04070405,      15,21.0,        277,52.4,47.7,40.4,14.8,71.1,04070000,61.7,0.7,33.6,2.9,0.4,0.0,0.7,Dudley Street Neighborhood Charter School (District),"           $5,021,878.70",             265.5,"              $18,912.03","           $5,021,878.70",             265.5,"              $18,912.03",2020
Dudley-Charlton Reg - Charlton Elementary,06580020,      56,17.3,        300,47.7,52.3,7.3,22.3,31.3,06580000,0.3,0.7,8.0,86.3,0.0,0.0,4.7,Dudley-Charlton Reg,"          $49,663,222.83","           3,716.8","              $13,361.82","          $53,361,123.68","           3,829.2","              $13,935.32",2020
Dudley-Charlton Reg - Charlton Middle School,06580310,     127,17.3,        548,46.0,54.0,1.3,16.1,19.3,06580000,1.1,0.9,7.5,87.8,0.6,0.0,2.2,Dudley-Charlton Reg,"          $49,663,222.83","           3,716.8","              $13,361.82","          $53,361,123.68","           3,829.2","              $13,935.32",2020
Dudley-Charlton Reg - Dudley Elementary,06580005,      56,20.1,        281,46.6,53.4,7.5,19.2,33.1,06580000,2.5,0.7,10.3,84.0,0.4,0.0,2.1,Dudley-Charlton Reg,"          $49,663,222.83","           3,716.8","              $13,361.82","          $53,361,123.68","           3,829.2","              $13,935.32",2020
Dudley-Charlton Reg - Dudley Middle School,06580305,     106,17.6,        478,48.3,51.7,1.7,14.9,28.7,06580000,2.7,0.4,9.4,84.1,0.4,0.0,2.9,Dudley-Charlton Reg,"          $49,663,222.83","           3,716.8","              $13,361.82","          $53,361,123.68","           3,829.2","              $13,935.32",2020
Dudley-Charlton Reg - Heritage School,06580030,     125,19.5,        352,48.9,51.1,5.4,22.7,25.3,06580000,0.6,0.3,8.0,85.2,0.0,0.0,6.0,Dudley-Charlton Reg,"          $49,663,222.83","           3,716.8","              $13,361.82","          $53,361,123.68","           3,829.2","              $13,935.32",2020
Dudley-Charlton Reg - Mason Road School,06580010,      41,19.0,        239,45.2,54.8,10.0,29.3,37.7,06580000,1.7,0.4,10.9,82.0,0.0,0.0,5.0,Dudley-Charlton Reg,"          $49,663,222.83","           3,716.8","              $13,361.82","          $53,361,123.68","           3,829.2","              $13,935.32",2020
Dudley-Charlton Reg - Shepherd Hill Regional High,06580505,     377,15.0,        944,52.0,48.0,1.0,10.7,21.4,06580000,1.5,1.4,9.4,85.6,0.0,0.0,2.1,Dudley-Charlton Reg,"          $49,663,222.83","           3,716.8","              $13,361.82","          $53,361,123.68","           3,829.2","              $13,935.32",2020
Duxbury - Alden School,00820004,     332,20.4,        610,49.2,50.8,0.7,15.7,7.9,00820000,0.5,0.3,3.1,92.8,0.0,0.0,3.3,Duxbury,"          $47,335,618.65","           2,969.9","              $15,938.46","          $50,530,581.65","           3,032.5","              $16,663.01",2020
Duxbury - Chandler Elementary,00820006,     337,18.3,        576,47.4,52.6,0.9,12.5,6.6,00820000,1.0,1.0,2.8,90.6,0.0,0.0,4.5,Duxbury,"          $47,335,618.65","           2,969.9","              $15,938.46","          $50,530,581.65","           3,032.5","              $16,663.01",2020
Duxbury - Duxbury High,00820505,     480,17.4,        958,47.5,52.4,0.3,14.3,7.8,00820000,0.4,1.9,2.0,92.0,0.1,0.0,3.7,Duxbury,"          $47,335,618.65","           2,969.9","              $15,938.46","          $50,530,581.65","           3,032.5","              $16,663.01",2020
Duxbury - Duxbury Middle,00820305,     295,20.8,        666,49.6,50.3,0.2,12.6,5.6,00820000,0.3,1.4,2.7,91.4,0.2,0.0,4.1,Duxbury,"          $47,335,618.65","           2,969.9","              $15,938.46","          $50,530,581.65","           3,032.5","              $16,663.01",2020
East Bridgewater - Central,00830005,     258,15.5,        506,50.0,50.0,2.0,17.6,26.5,00830000,5.1,1.0,4.2,87.0,0.6,0.0,2.2,East Bridgewater,"          $28,260,456.00","           2,216.0","              $12,752.91","          $31,033,614.00","           2,309.3","              $13,438.54",2020
East Bridgewater - East Bridgewater JR./SR. High School,00830505,     516,19.3,        979,45.2,54.9,0.9,17.6,21.7,00830000,4.3,0.7,2.6,89.3,0.4,0.1,2.7,East Bridgewater,"          $28,260,456.00","           2,216.0","              $12,752.91","          $31,033,614.00","           2,309.3","              $13,438.54",2020
East Bridgewater - Gordon W. Mitchell School,00830010,     333,21.3,        641,48.8,51.2,1.6,17.6,23.7,00830000,4.4,0.8,5.2,85.2,0.5,0.0,4.1,East Bridgewater,"          $28,260,456.00","           2,216.0","              $12,752.91","          $31,033,614.00","           2,309.3","              $13,438.54",2020
East Longmeadow - Birchland Park,00870305,     471,18.2,        596,48.2,51.9,0.3,17.3,24.2,00870000,5.7,6.2,9.2,73.7,0.2,0.0,5.0,East Longmeadow,"          $40,563,614.50","           2,595.1","              $15,630.85","          $44,383,945.50","           2,686.4","              $16,521.72",2020
East Longmeadow - East Longmeadow High,00870505,     314,18.9,        809,47.8,52.0,0.9,16.7,19.9,00870000,3.0,6.2,7.3,82.0,0.0,0.1,1.5,East Longmeadow,"          $40,563,614.50","           2,595.1","              $15,630.85","          $44,383,945.50","           2,686.4","              $16,521.72",2020
East Longmeadow - Mapleshade,00870010,     166,16.1,        281,45.9,54.1,3.2,22.8,27.8,00870000,1.1,6.4,14.2,74.7,0.0,0.0,3.6,East Longmeadow,"          $40,563,614.50","           2,595.1","              $15,630.85","          $44,383,945.50","           2,686.4","              $16,521.72",2020
East Longmeadow - Meadow Brook,00870013,     193,16.5,        470,49.8,50.2,3.4,22.1,24.5,00870000,3.6,4.9,13.2,75.1,0.0,0.0,3.2,East Longmeadow,"          $40,563,614.50","           2,595.1","              $15,630.85","          $44,383,945.50","           2,686.4","              $16,521.72",2020
East Longmeadow - Mountain View,00870015,     125,15.3,        268,47.4,52.6,1.5,22.4,17.9,00870000,2.2,5.2,8.2,78.7,0.0,0.0,5.6,East Longmeadow,"          $40,563,614.50","           2,595.1","              $15,630.85","          $44,383,945.50","           2,686.4","              $16,521.72",2020
Eastham - Eastham Elementary,00850005,     190,10.2,        194,44.9,55.2,6.7,18.0,39.7,00850000,8.3,2.1,5.7,76.3,0.0,0.0,7.7,Eastham,"           $4,702,341.00",             198.4,"              $23,701.32","           $4,890,365.00",             218.3,"              $22,402.04",2020
Easthampton - Center School,00860005,      43,19.1,        184,48.4,51.6,0.0,14.1,32.1,00860000,2.2,0.0,10.9,81.0,0.5,0.0,5.4,Easthampton,"          $21,591,067.42","           1,542.5","              $13,997.45","          $27,479,011.28","           1,868.7","              $14,704.88",2020
Easthampton - Easthampton High,00860505,     189,15.2,        416,51.2,47.8,1.4,17.1,30.8,00860000,2.2,3.6,11.1,80.3,0.0,0.2,2.6,Easthampton,"          $21,591,067.42","           1,542.5","              $13,997.45","          $27,479,011.28","           1,868.7","              $14,704.88",2020
Easthampton - Maple,00860010,      47,17.2,        219,45.7,53.4,1.8,31.1,42.5,00860000,0.0,2.3,10.5,81.3,0.5,0.0,5.5,Easthampton,"          $21,591,067.42","           1,542.5","              $13,997.45","          $27,479,011.28","           1,868.7","              $14,704.88",2020
Easthampton - Neil A Pepin,00860020,      45,18.2,        189,51.3,48.7,10.6,18.0,45.0,00860000,1.1,3.2,21.2,68.3,0.5,0.0,5.8,Easthampton,"          $21,591,067.42","           1,542.5","              $13,997.45","          $27,479,011.28","           1,868.7","              $14,704.88",2020
Easthampton - White Brook Middle School,00860305,     197,26.4,        445,45.4,54.2,3.4,28.5,36.0,00860000,1.1,4.7,16.6,74.2,0.5,0.0,2.9,Easthampton,"          $21,591,067.42","           1,542.5","              $13,997.45","          $27,479,011.28","           1,868.7","              $14,704.88",2020
Easton - Center School,00880003,      44,17.6,        194,49.0,51.0,5.7,12.4,23.7,00880000,11.9,3.6,10.3,69.6,0.0,0.0,4.6,Easton,"          $49,938,548.62","           3,594.9","              $13,891.50","          $54,571,050.59","           3,687.7","              $14,798.13",2020
Easton - Easton Middle School,00880405,     482,16.8,        878,50.1,49.9,1.0,20.8,14.5,00880000,8.0,2.9,6.4,79.2,0.1,0.1,3.4,Easton,"          $49,938,548.62","           3,594.9","              $13,891.50","          $54,571,050.59","           3,687.7","              $14,798.13",2020
Easton - Moreau Hall,00880020,      41,17.4,        187,51.3,48.7,5.9,12.8,24.6,00880000,8.0,5.4,6.4,73.8,0.5,0.5,5.4,Easton,"          $49,938,548.62","           3,594.9","              $13,891.50","          $54,571,050.59","           3,687.7","              $14,798.13",2020
Easton - Oliver Ames High,00880505,     489,18.4,"      1,130",50.3,49.7,1.2,19.0,16.5,00880000,7.2,3.6,5.8,79.6,0.3,0.0,3.6,Easton,"          $49,938,548.62","           3,594.9","              $13,891.50","          $54,571,050.59","           3,687.7","              $14,798.13",2020
Easton - Parkview Elementary,00880015,      61,16.6,        291,43.3,56.7,1.0,21.0,17.2,00880000,4.1,4.5,8.3,78.7,0.0,0.0,4.5,Easton,"          $49,938,548.62","           3,594.9","              $13,891.50","          $54,571,050.59","           3,687.7","              $14,798.13",2020
Easton - Richardson Olmsted School,00880025,     140,22.1,        774,47.9,52.1,1.9,22.0,17.2,00880000,6.7,2.6,7.9,77.9,0.9,0.1,3.9,Easton,"          $49,938,548.62","           3,594.9","              $13,891.50","          $54,571,050.59","           3,687.7","              $14,798.13",2020
Edgartown - Edgartown Elementary,00890005,     353,13.4,        393,50.1,49.9,22.1,26.0,38.9,00890000,3.3,0.5,20.9,68.2,2.5,0.0,4.6,Edgartown,"          $10,850,729.12",             403.4,"              $26,898.19","          $11,893,467.12",             461.9,"              $25,749.01",2020
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),04520505,     212,19.9,        401,66.3,33.7,12.2,20.2,72.1,04520000,37.7,1.3,55.6,2.7,0.3,0.0,2.5,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),"           $9,566,427.00",             377.8,"              $25,320.73","           $9,566,427.00",             377.8,"              $25,320.73",2020
Erving - Erving Elementary,00910030,      36,12.4,        113,42.5,57.5,0.0,19.5,32.7,00910000,0.0,0.0,6.2,84.1,0.0,0.0,9.7,Erving,"           $4,491,959.43",             133.2,"              $33,723.42","           $6,051,767.43",             229.7,"              $26,346.40",2020
Essex North Shore Agricultural and Technical School District - Essex North Shore Agricultural and Technical School,08170505,"   1,150",16.9,"      1,566",58.0,41.7,0.3,16.7,19.2,08170000,1.6,1.7,13.2,79.3,0.3,0.1,3.9,Essex North Shore Agricultural and Technical School District,"          $29,162,560.66","           1,483.5","              $19,657.94","          $29,615,028.66","           1,491.0","              $19,862.53",2020
Everett - Adams School,00930003,      64,9.9,        156,43.0,57.1,1.3,18.6,55.8,00930000,17.3,11.5,50.0,19.9,0.0,0.6,0.6,Everett,"         $104,873,528.00","           7,143.3","              $14,681.38","         $123,763,644.00","           7,932.1","              $15,602.88",2020
Everett - Devens School,00930030,     123,3.2,         51,25.5,72.6,19.6,80.4,86.3,00930000,27.5,0.0,43.1,23.5,0.0,0.0,5.9,Everett,"         $104,873,528.00","           7,143.3","              $14,681.38","         $123,763,644.00","           7,932.1","              $15,602.88",2020
Everett - Everett High,00930505,     913,19.1,"      2,036",49.4,50.5,20.3,13.5,59.0,00930000,18.4,5.3,54.9,19.2,0.5,0.1,1.7,Everett,"         $104,873,528.00","           7,143.3","              $14,681.38","         $123,763,644.00","           7,932.1","              $15,602.88",2020
Everett - George Keverian School,00930028,     423,23.4,        960,49.6,50.4,34.4,15.1,65.0,00930000,13.0,3.8,67.7,13.8,0.2,0.1,1.5,Everett,"         $104,873,528.00","           7,143.3","              $14,681.38","         $123,763,644.00","           7,932.1","              $15,602.88",2020
Everett - Lafayette School,00930038,     534,22.4,"      1,050",48.0,52.0,28.9,20.2,62.9,00930000,15.4,7.9,54.5,20.5,0.1,0.0,1.6,Everett,"         $104,873,528.00","           7,143.3","              $14,681.38","         $123,763,644.00","           7,932.1","              $15,602.88",2020
Everett - Madeline English School,00930018,     431,19.7,        770,47.9,52.1,22.3,16.8,59.6,00930000,13.1,7.0,55.2,22.9,0.1,0.0,1.7,Everett,"         $104,873,528.00","           7,143.3","              $14,681.38","         $123,763,644.00","           7,932.1","              $15,602.88",2020
Everett - Parlin School,00930058,     458,24.0,        977,53.3,46.7,45.8,9.3,72.1,00930000,12.5,3.0,73.1,10.5,0.0,0.0,0.9,Everett,"         $104,873,528.00","           7,143.3","              $14,681.38","         $123,763,644.00","           7,932.1","              $15,602.88",2020
Everett - Sumner G. Whittier School,00930010,     279,23.6,        731,49.4,50.6,42.3,12.3,69.9,00930000,10.5,4.0,72.9,10.4,0.6,0.0,1.6,Everett,"         $104,873,528.00","           7,143.3","              $14,681.38","         $123,763,644.00","           7,932.1","              $15,602.88",2020
Everett - Webster Extension,00930001,      80,8.5,        170,41.8,58.2,2.4,25.3,57.1,00930000,17.1,13.5,47.1,20.0,0.6,0.0,1.8,Everett,"         $104,873,528.00","           7,143.3","              $14,681.38","         $123,763,644.00","           7,932.1","              $15,602.88",2020
Everett - Webster School,00930015,     194,15.0,        360,48.9,51.1,25.8,28.6,61.4,00930000,12.5,6.1,52.2,28.1,0.0,0.0,1.1,Everett,"         $104,873,528.00","           7,143.3","              $14,681.38","         $123,763,644.00","           7,932.1","              $15,602.88",2020
Excel Academy Charter (District) - Excel Academy Charter School,04100205,     366,24.3,"      1,398",49.7,50.3,8.7,19.8,54.8,04100000,6.0,0.9,79.5,11.8,0.7,0.4,0.6,Excel Academy Charter (District),"          $24,936,594.93","           1,355.2","              $18,401.22","          $24,936,594.93","           1,355.2","              $18,401.22",2020
Fairhaven - East Fairhaven,00940010,     199,9.2,        307,48.5,51.5,2.9,20.2,37.1,00940000,3.3,2.0,5.2,83.7,0.7,0.0,5.2,Fairhaven,"          $25,683,043.64","           2,040.0","              $12,589.73","          $28,019,320.08","           2,103.5","              $13,320.33",2020
Fairhaven - Fairhaven High,00940505,     430,6.9,        602,50.3,49.7,0.3,10.6,22.3,00940000,1.7,2.7,4.5,88.2,0.7,0.0,2.3,Fairhaven,"          $25,683,043.64","           2,040.0","              $12,589.73","          $28,019,320.08","           2,103.5","              $13,320.33",2020
Fairhaven - Hastings Middle,00940305,     196,8.2,        395,49.4,50.6,0.8,21.0,33.9,00940000,2.5,2.0,6.8,82.8,1.5,0.0,4.3,Fairhaven,"          $25,683,043.64","           2,040.0","              $12,589.73","          $28,019,320.08","           2,103.5","              $13,320.33",2020
Fairhaven - Leroy Wood,00940030,     260,9.7,        409,48.7,51.3,1.5,19.3,37.2,00940000,3.7,0.5,6.1,85.8,0.5,0.0,3.4,Fairhaven,"          $25,683,043.64","           2,040.0","              $12,589.73","          $28,019,320.08","           2,103.5","              $13,320.33",2020
Fall River - B M C Durfee High,00950505,     849,15.9,"      2,143",49.0,51.0,16.8,15.8,68.7,00950000,9.9,5.4,28.0,50.9,0.1,0.0,5.6,Fall River,"         $163,339,073.50","          10,371.6","              $15,748.69","         $198,022,592.04","          12,440.8","              $15,917.19",2020
Fall River - Carlton M. Viveiros Elementary School,00950009,     410,13.0,        723,50.2,49.8,22.8,18.0,83.0,00950000,9.3,3.2,34.4,43.3,0.1,0.0,9.7,Fall River,"         $163,339,073.50","          10,371.6","              $15,748.69","         $198,022,592.04","          12,440.8","              $15,917.19",2020
Fall River - Henry Lord Community School,00950017,     617,12.9,        842,47.5,52.5,24.5,30.2,85.8,00950000,10.3,3.3,35.8,39.8,0.0,0.0,10.8,Fall River,"         $163,339,073.50","          10,371.6","              $15,748.69","         $198,022,592.04","          12,440.8","              $15,917.19",2020
Fall River - James Tansey,00950140,     188,10.9,        279,52.0,48.0,4.7,16.1,50.5,00950000,3.6,1.8,10.8,76.0,0.0,0.0,7.9,Fall River,"         $163,339,073.50","          10,371.6","              $15,748.69","         $198,022,592.04","          12,440.8","              $15,917.19",2020
Fall River - John J Doran,00950045,     247,15.5,        507,47.9,52.1,7.9,24.7,84.8,00950000,9.3,1.0,32.5,44.8,0.0,0.0,12.4,Fall River,"         $163,339,073.50","          10,371.6","              $15,748.69","         $198,022,592.04","          12,440.8","              $15,917.19",2020
Fall River - Letourneau Elementary School,00950013,     322,13.7,        588,50.3,49.7,32.5,17.4,79.1,00950000,8.5,2.6,36.9,44.6,0.0,0.0,7.5,Fall River,"         $163,339,073.50","          10,371.6","              $15,748.69","         $198,022,592.04","          12,440.8","              $15,917.19",2020
Fall River - Mary Fonseca Elementary School,00950011,     388,15.9,        655,45.3,54.7,29.6,19.2,85.7,00950000,10.8,2.6,44.0,32.7,0.2,0.2,9.6,Fall River,"         $163,339,073.50","          10,371.6","              $15,748.69","         $198,022,592.04","          12,440.8","              $15,917.19",2020
Fall River - Matthew J Kuss Middle,00950320,     294,19.4,        765,51.6,48.4,11.1,19.1,72.4,00950000,7.2,4.1,24.4,54.1,0.0,0.0,10.2,Fall River,"         $163,339,073.50","          10,371.6","              $15,748.69","         $198,022,592.04","          12,440.8","              $15,917.19",2020
Fall River - Morton Middle,00950315,     266,19.6,        705,46.5,53.5,8.4,23.4,66.1,00950000,8.5,3.0,23.8,57.0,0.3,0.1,7.2,Fall River,"         $163,339,073.50","          10,371.6","              $15,748.69","         $198,022,592.04","          12,440.8","              $15,917.19",2020
Fall River - North End Elementary,00950005,     408,12.4,        761,50.3,49.7,9.1,31.9,62.0,00950000,10.4,1.3,23.5,55.6,0.1,0.0,9.1,Fall River,"         $163,339,073.50","          10,371.6","              $15,748.69","         $198,022,592.04","          12,440.8","              $15,917.19",2020
Fall River - Resiliency Preparatory Academy,00950525,     135,7.8,        235,40.9,58.7,12.8,26.4,86.4,00950000,12.8,0.4,37.0,42.6,0.4,0.0,6.8,Fall River,"         $163,339,073.50","          10,371.6","              $15,748.69","         $198,022,592.04","          12,440.8","              $15,917.19",2020
Fall River - Samuel Watson,00950145,     133,15.7,        259,54.1,46.0,12.4,20.1,83.8,00950000,12.4,1.9,29.0,40.5,0.4,0.8,15.1,Fall River,"         $163,339,073.50","          10,371.6","              $15,748.69","         $198,022,592.04","          12,440.8","              $15,917.19",2020
Fall River - Spencer Borden,00950130,     384,13.0,        597,46.6,53.4,10.1,34.0,67.0,00950000,10.4,4.0,22.1,53.3,0.0,0.0,10.2,Fall River,"         $163,339,073.50","          10,371.6","              $15,748.69","         $198,022,592.04","          12,440.8","              $15,917.19",2020
Fall River - Stone PK-12 School,00950340,      68,6.2,         74,28.4,71.6,9.5,90.5,90.5,00950000,13.5,0.0,17.6,56.8,0.0,2.7,9.5,Fall River,"         $163,339,073.50","          10,371.6","              $15,748.69","         $198,022,592.04","          12,440.8","              $15,917.19",2020
Fall River - Talbot Innovation School,00950305,     269,14.9,        572,47.6,52.5,30.4,26.2,79.2,00950000,8.9,3.7,36.5,39.9,0.4,0.0,10.7,Fall River,"         $163,339,073.50","          10,371.6","              $15,748.69","         $198,022,592.04","          12,440.8","              $15,917.19",2020
Fall River - William S Greene,00950065,     380,12.3,        692,50.9,49.1,24.0,22.7,75.9,00950000,8.5,5.4,32.4,43.2,0.0,0.0,10.6,Fall River,"         $163,339,073.50","          10,371.6","              $15,748.69","         $198,022,592.04","          12,440.8","              $15,917.19",2020
Falmouth - East Falmouth Elementary,00960005,      93,11.2,        272,43.0,57.0,8.5,29.8,44.5,00960000,5.5,2.2,12.1,74.6,1.8,0.0,3.7,Falmouth,"          $61,745,747.44","           3,246.2","              $19,020.93","          $67,903,584.44","           3,475.1","              $19,540.04",2020
Falmouth - Falmouth High,00960505,     629,12.9,        811,49.0,50.2,2.6,14.3,26.5,00960000,5.7,1.7,5.9,81.0,0.5,0.0,5.2,Falmouth,"          $61,745,747.44","           3,246.2","              $19,020.93","          $67,903,584.44","           3,475.1","              $19,540.04",2020
