RCDTS,Type,School Name,District,City,County,District Type,School Type,Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Avg Number of Days of Physical Education per Week Per Student,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Retention Rate,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,Chronic Absenteeism,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,Grades Served,Summative Designation,Summative Designation: Student Group(s),$ Site-level Per-Pupil Expenditures - Subtotal,$ Total Per-Pupil Expenditures - Subtotal,SAT Reading Average,SAT Math Average,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
090270100260001,School,Paxton-Buckley-Loda High Schoo,Paxton-Buckley-Loda CUD 10,Paxton,Ford,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",418,88.5,1.0,6.0,0.0,0.0,0.0,2.6,17.5,17.5,1.7,39.5,2.3,176.0,94.5,5.6,2.5,12.9,2.3,58.7,41.3,84.0,79.5,46569.0,92126.0,18.9,86.0,2.8,6.5,0.0, 9 10 11 12,Not Calculated,Not Calculated,8844.07,12954.12,491.2,507.4,33.3,32.3,26.3,8.1,2020
11012002C260001,School,Marshall High School,Marshall CUSD 2C,Marshall,Clark,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",360,94.7,0.0,1.6,0.0,0.0,0.0,2.8,18.9,18.9,0.0,27.2,0.0,177.0,93.0,6.4,3.1,16.4,5.0,66.0,32.9,92.3,81.5,43019.0,85957.0,24.0,92.8,1.1,1.4,0.7, 9 10 11 12,Not Calculated,Not Calculated,6340.64,11068.17,501.9,483.8,34.8,37.7,27.5,0.0,2020
11012003C260001,School,Martinsville Jr-Sr High School,Martinsville CUSD 3C,Martinsville,Clark,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",151,96.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,15.9,0.0,58.3,0.0,176.0,88.7,14.8,4.0,12.1,5.0,73.2,26.8,92.9,65.1,42341.0,102930.0,35.6,98.6,0.0,1.4,0.0, 7 8 9 10 11 12,Not Calculated,Not Calculated,10625.63,14349.0,462.6,466.3,36.8,47.4,15.8,0.0,2020
11012004C260001,School,Casey-Westfield Jr/Sr HS,Casey-Westfield CUSD 4C,Casey,Clark,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",356,95.2,1.5,2.8,0.0,0.0,0.0,0.0,14.3,10.7,0.0,43.3,5.6,176.0,96.2,1.3,3.7,10.9,5.0,71.2,25.2,83.6,67.6,47824.0,91543.0,8.4,94.8,2.6,0.9,0.9, 7 8 9 10 11 12,Not Calculated,Not Calculated,7192.09,11412.93,476.7,472.0,36.4,45.5,16.4,1.8,2020
110150010260001,School,Charleston High School,Charleston CUSD 1,Charleston,Coles,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",756,85.1,5.0,4.0,2.0,0.0,0.0,3.7,20.2,15.9,1.0,43.7,3.8,176.0,90.0,33.6,5.5,22.2,5.0,56.5,43.5,87.4,77.5,45769.0,77873.0,30.9,77.2,9.3,4.7,1.0, 9 10 11 12,Not Calculated,Not Calculated,7018.26,11923.17,478.1,460.3,51.7,28.5,17.4,2.4,2020
110150020260001,School,Mattoon High School,Mattoon CUSD 2,Mattoon,Coles,UNIT,HIGH SCHOOL,Schoolwide Title I Program,921,86.4,3.0,5.1,0.4,0.0,0.0,4.9,13.8,13.8,0.0,54.6,1.1,176.0,90.5,35.4,3.1,20.5,5.0,46.8,53.2,90.5,89.1,57604.0,99102.0,28.7,81.1,5.1,5.5,0.0, 9 10 11 12,Not Calculated,Not Calculated,8699.02,14422.93,467.2,444.7,57.9,27.9,14.2,0.0,2020
110150050260002,School,Oakland High School,Oakland CUSD 5,Oakland,Coles,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",72,90.3,0.0,0.0,0.0,0.0,0.0,0.0,16.7,15.4,0.0,41.7,0.0,176.0,93.7,13.2,6.9,11.0,4.9,62.1,37.9,84.8,92.7,46741.0,94140.0,18.4,97.4,2.6,0.0,0.0, 9 10 11 12,,,6958.85,14923.94,487.2,462.8,50.0,33.3,11.1,5.6,2020
110180030260001,School,Neoga Jr/Sr High School,Neoga CUSD 3,Neoga,Cumberland,UNIT,HIGH SCHOOL,Schoolwide Title I Program,285,94.7,0.0,0.0,0.0,0.0,0.0,2.8,13.3,13.3,0.0,33.7,2.2,176.0,89.9,15.4,2.2,15.4,4.5,66.5,33.5,80.6,83.7,48014.0,94721.0,29.5,92.5,2.2,3.2,0.0, 6 7 8 9 10 11 12,Not Calculated,Not Calculated,7274.47,11653.27,503.5,486.3,45.1,25.5,25.5,3.9,2020
110180770260001,School,Cumberland High School,Cumberland CUSD 77,Toledo,Cumberland,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",292,97.3,0.0,0.0,0.0,0.0,0.0,2.2,15.1,13.0,0.0,36.6,1.9,176.0,94.3,13.3,1.0,15.4,5.0,52.4,46.1,96.8,89.6,58766.0,93578.0,16.1,94.1,0.0,0.0,1.7, 9 10 11 12,Not Calculated,Not Calculated,5807.68,8164.56,480.6,473.5,34.9,46.0,15.9,3.2,2020
110213010260001,School,Tuscola High School,Tuscola CUSD 301,Tuscola,Douglas,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",286,88.8,1.3,4.5,1.1,0.0,0.0,2.8,12.9,9.8,1.3,31.1,0.0,176.0,94.1,7.0,2.1,15.4,5.0,54.9,45.1,87.7,90.2,58102.0,101136.0,16.3,88.0,2.3,8.3,0.0, 9 10 11 12,Not Calculated,Not Calculated,10462.19,10727.32,479.7,468.6,45.3,31.3,20.3,3.1,2020
110213020260001,School,Villa Grove High School,Villa Grove CUSD 302,Villa Grove,Douglas,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",190,95.8,0.0,4.2,0.0,0.0,0.0,2.0,23.7,17.9,1.8,35.8,0.0,176.0,89.7,13.7,4.0,15.2,5.0,64.8,35.2,68.8,50.9,44605.0,92020.0,30.7,87.1,1.6,8.1,0.0, 9 10 11 12,Not Calculated,Not Calculated,4643.04,11033.2,475.6,462.9,44.4,40.0,13.3,2.2,2020
110213050260001,School,Arthur-Lovington-Atwood-Hammon,Arthur CUSD 305,Arthur,Douglas,UNIT,HIGH SCHOOL,Schoolwide Title I Program,308,93.2,1.0,3.2,0.0,0.0,0.0,2.2,14.3,10.4,3.0,42.5,4.9,177.0,93.0,20.6,3.6,13.0,5.0,79.3,20.7,90.3,66.2,47663.0,78440.0,24.6,89.9,1.1,5.1,0.0, 9 10 11 12,Not Calculated,Not Calculated,7374.52,11822.19,497.1,485.7,32.4,44.1,19.1,4.4,2020
110213060260001,School,Arcola High School,Arcola CUSD 306,Arcola,Douglas,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",313,54.0,0.0,43.5,0.0,0.0,0.0,0.0,10.9,7.3,7.7,41.5,0.0,176.0,92.7,27.6,2.0,15.0,5.0,75.9,24.1,88.9,69.9,49057.0,109306.0,23.3,58.8,0.0,40.0,0.0, 7 8 9 10 11 12,Not Calculated,Not Calculated,8719.15,12468.1,446.8,441.2,56.1,33.3,10.5,0.0,2020
110230010260001,School,Shiloh High School,Shiloh CUSD 1,Hume,Edgar,UNIT,HIGH SCHOOL,Schoolwide Title I Program,193,93.3,0.0,0.0,0.0,0.0,0.0,5.2,16.1,16.1,0.0,52.3,2.8,176.0,92.2,14.6,1.0,12.1,5.0,62.5,37.5,78.3,70.6,50707.0,96628.0,23.4,92.2,0.0,0.0,0.0, 6 7 8 9 10 11 12,Not Calculated,Not Calculated,6332.37,13705.9,444.8,422.6,55.6,40.7,3.7,0.0,2020
110230030260001,School,Kansas High School,Kansas CUSD 3,Kansas,Edgar,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",79,97.5,0.0,0.0,0.0,0.0,0.0,0.0,15.2,15.2,0.0,59.5,0.0,176.0,89.1,19.4,8.6,,5.0,79.3,20.7,84.0,83.0,47020.0,69028.0,39.4,100.0,0.0,0.0,0.0, 7 8 9 10 11 12,Not Calculated,Not Calculated,6186.13,14844.97,445.0,451.7,50.0,33.3,16.7,0.0,2020
110230060260001,School,Chrisman High School,Edgar County CUD 6,Chrisman,Edgar,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",97,93.8,0.0,0.0,0.0,0.0,0.0,0.0,17.5,17.5,0.0,43.3,3.5,176.0,93.0,11.2,2.3,10.7,5.0,82.9,17.1,80.0,66.7,41762.0,79230.0,19.4,97.3,0.0,0.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,9651.76,12884.64,471.3,447.0,56.5,34.8,4.3,4.3,2020
110238000800001,School,Paris Cooperative High School,Paris Cooperative High School,Paris,Edgar,HIGH SCHOOL,HIGH SCHOOL,Not a Participant in Title I P,529,95.1,0.0,0.0,0.0,0.0,0.0,2.1,10.6,9.8,0.0,43.1,4.9,,95.1,6.3,2.6,12.1,3.7,70.4,29.6,43.5,100.0,45967.0,98780.0,12.5,0.0,0.0,0.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,9000.0,9500.0,474.4,457.4,44.9,41.1,14.0,0.0,2020
110238000800001,School,Paris Cooperative High School,Paris Cooperative High School,Paris,Edgar,HIGH SCHOOL,HIGH SCHOOL,Not a Participant in Title I P,529,95.1,0.0,0.0,0.0,0.0,0.0,2.1,10.6,9.8,0.0,43.1,4.9,,95.1,6.3,2.6,12.1,3.7,70.4,29.6,43.5,100.0,45967.0,98780.0,12.5,0.0,0.0,0.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,8639.97,9176.68,474.4,457.4,44.9,41.1,14.0,0.0,2020
110703000260004,School,Sullivan High School,Sullivan CUSD 300,Sullivan,Moultrie,UNIT,HIGH SCHOOL,Schoolwide Title I Program,303,93.4,1.2,2.0,0.0,0.0,0.0,3.3,11.6,10.2,0.0,37.3,2.1,176.0,92.0,4.5,2.1,19.0,5.0,65.1,34.9,84.2,90.4,46739.0,90763.0,21.4,92.8,2.0,1.3,0.7, 9 10 11 12,Not Calculated,Not Calculated,8574.68,11468.05,491.2,467.0,48.5,34.8,15.2,1.5,2020
110703020260001,School,Okaw Valley High School,Okaw Valley CUSD 302,Bethany,Moultrie,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",164,97.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,7.3,0.0,36.6,3.1,177.0,97.4,1.8,2.5,9.3,5.0,75.7,24.3,94.3,95.1,45169.0,96280.0,4.1,98.1,0.0,0.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,9097.51,12524.71,467.9,456.2,38.5,53.8,7.7,0.0,2020
110870010260002,School,Windsor Jr & Sr High School,Windsor CUSD 1,Windsor,Shelby,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",144,96.5,0.0,0.0,0.0,0.0,0.0,3.7,14.6,8.3,0.0,29.2,0.0,176.0,93.3,19.4,4.3,7.1,1.9,75.0,25.0,68.6,67.7,44695.0,96978.0,21.9,93.0,0.0,1.8,0.0, 7 8 9 10 11 12,Not Calculated,Not Calculated,9901.6,12717.71,484.2,453.1,46.2,38.5,15.4,0.0,2020
11087003A260001,School,Cowden-Herrick Jr/Sr High Scho,Cowden-Herrick CUSD 3A,Cowden,Shelby,UNIT,HIGH SCHOOL,Schoolwide Title I Program,183,98.9,0.0,0.0,0.0,0.0,0.0,0.0,10.9,10.9,0.0,66.7,0.0,176.0,94.5,6.5,2.9,12.4,5.0,87.2,12.8,86.0,72.7,44969.0,77015.0,17.7,93.8,0.0,0.0,2.1,PK 6 7 8 9 10 11 12,Not Calculated,Not Calculated,8562.3,10658.72,439.6,432.5,66.7,33.3,0.0,0.0,2020
110870040260001,School,Shelbyville High School,Shelbyville CUSD 4,Shelbyville,Shelby,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",348,95.4,0.0,1.7,0.8,0.0,0.0,1.5,10.1,10.1,0.0,38.5,1.1,176.0,92.9,16.4,2.3,13.0,5.0,64.9,35.1,84.8,66.1,54377.0,96145.0,19.8,93.9,0.6,4.3,0.6, 9 10 11 12,Not Calculated,Not Calculated,10057.13,10057.13,479.2,464.0,39.7,43.6,16.7,0.0,2020
11087005A260001,School,Stewardson-Strasburg High Scho,Stewardson-Strasburg CUD 5A,Strasburg,Shelby,UNIT,HIGH SCHOOL,Targeted Assistance Title I Pr,122,99.2,0.0,0.0,0.0,0.0,0.0,0.0,13.9,9.8,0.0,30.3,3.5,177.0,95.9,5.4,1.6,15.7,4.9,70.4,29.6,93.8,93.9,45464.0,77667.0,9.1,96.8,0.0,0.0,0.0, 9 10 11 12,,,6817.11,10300.88,489.4,474.7,40.6,40.6,18.8,0.0,2020
110870210260001,School,Central A & M High School,Central A & M CUD 21,Moweaqua,Shelby,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",216,95.8,0.0,0.0,0.0,0.0,0.0,3.0,13.0,12.5,0.0,37.5,0.0,176.0,97.5,3.1,4.3,14.0,5.0,57.2,42.8,91.8,84.6,53897.0,97612.0,2.2,95.0,0.8,0.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,11241.84,11781.03,469.8,446.9,52.9,35.3,11.8,0.0,2020
120130100260002,School,Clay City High School,Clay City CUSD 10,Clay City,Clay,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",73,97.3,0.0,0.0,0.0,0.0,0.0,0.0,16.4,16.4,0.0,60.3,16.4,176.0,94.7,13.2,3.1,15.5,5.0,82.0,18.0,75.0,84.9,43487.0,114661.0,15.9,96.2,0.0,0.0,0.0, 9 10 11 12,,,8869.05,11009.0,534.0,492.0,20.0,70.0,10.0,0.0,2020
120130250260001,School,North Clay Community High Scho,North Clay CUSD 25,Louisville,Clay,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",181,94.5,0.0,2.9,0.0,0.0,0.0,0.0,18.2,14.4,1.8,44.8,5.5,176.0,92.2,16.4,4.7,17.0,5.0,77.2,22.8,92.1,56.1,44513.0,81519.0,22.8,95.6,1.1,2.2,0.0, 9 10 11 12,Not Calculated,Not Calculated,2106.48,10857.45,460.6,467.5,41.7,37.5,20.8,0.0,2020
120130350260001,School,Flora High School,Flora CUSD 35,Flora,Clay,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",383,92.2,0.0,2.9,1.0,0.0,0.0,2.9,9.4,8.9,0.0,50.4,8.6,177.0,94.6,12.3,3.8,19.4,2.5,67.4,32.6,95.8,87.8,52967.0,93807.0,15.2,92.8,0.5,2.4,0.5, 9 10 11 12,Not Calculated,Not Calculated,4375.79,9986.66,460.4,439.4,58.4,32.5,9.1,0.0,2020
120170010260001,School,Hutsonville High School,Hutsonville CUSD 1,Hutsonville,Crawford,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",103,89.3,0.0,0.0,0.0,0.0,0.0,5.1,16.5,16.5,0.0,40.8,10.7,176.0,95.6,8.0,1.0,8.9,5.0,53.6,42.9,62.1,58.8,45269.0,87518.0,11.0,88.1,1.7,1.7,0.0, 9 10 11 12,Not Calculated,Not Calculated,7519.73,13374.79,473.6,450.4,64.3,14.3,17.9,3.6,2020
120170020260001,School,Robinson High School,Robinson CUSD 2,Robinson,Crawford,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",493,90.7,2.0,3.0,0.0,0.0,0.0,3.2,10.8,10.8,0.0,39.6,5.9,176.0,93.2,17.1,3.7,19.6,2.0,60.0,38.2,90.4,48.9,49279.0,104521.0,24.6,90.7,2.2,3.2,0.0, 9 10 11 12,Not Calculated,Not Calculated,8523.83,10848.73,473.2,466.1,52.3,23.9,22.9,0.9,2020
120170030260001,School,Palestine High School,Palestine CUSD 3,Palestine,Crawford,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",85,97.6,0.0,0.0,0.0,0.0,0.0,0.0,24.7,17.6,0.0,41.2,22.4,176.0,86.9,17.8,5.9,9.1,5.0,62.2,37.8,90.9,63.0,43999.0,69384.0,45.1,100.0,0.0,0.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,9290.06,13098.17,471.1,468.3,44.4,27.8,27.8,0.0,2020
120170040260001,School,Oblong High School,Oblong CUSD 4,Oblong,Crawford,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",190,95.3,0.0,0.0,0.0,0.0,0.0,0.0,15.8,15.8,0.0,47.9,3.3,176.0,96.8,2.7,6.9,14.5,5.0,63.3,36.7,86.7,80.0,43840.0,83191.0,6.0,98.1,0.0,1.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,6139.84,11660.06,447.1,453.9,56.1,26.8,14.6,2.4,2020
120400010260001,School,Newton Comm High School,Jasper County CUD 1,Newton,Jasper,UNIT,HIGH SCHOOL,Schoolwide Title I Program,415,97.8,0.0,2.0,0.0,0.0,0.0,1.1,10.1,10.1,0.0,35.2,2.7,176.0,92.4,5.7,2.7,21.8,5.0,44.4,55.6,88.0,78.6,53195.0,79456.0,20.9,95.3,0.0,2.4,1.2, 9 10 11 12,Not Calculated,Not Calculated,8348.44,11232.6,474.2,469.7,40.0,38.0,22.0,0.0,2020
120510100260001,School,Red Hill Jr/Sr High School,Red Hill CUSD 10,Bridgeport,Lawrence,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",394,96.2,0.0,1.8,0.0,0.0,0.0,1.1,12.4,9.9,0.0,50.8,3.3,176.0,92.0,27.5,3.5,14.7,5.0,81.7,18.3,80.5,71.5,46038.0,83639.0,26.9,94.6,0.0,2.7,0.0, 7 8 9 10 11 12,Not Calculated,Not Calculated,10061.71,10733.79,464.1,442.8,52.5,42.6,4.9,0.0,2020
120510200260008,School,Lawrenceville High School,Lawrence County CUD 20,Lawrenceville,Lawrence,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",322,92.5,1.7,4.0,0.0,0.0,0.0,3.1,17.1,9.6,0.0,57.8,3.4,176.0,92.1,18.8,6.1,14.5,3.0,75.5,22.9,93.6,75.4,40977.0,70700.0,25.4,93.3,0.6,3.7,0.6, 9 10 11 12,Not Calculated,Not Calculated,8990.68,11245.78,468.5,441.6,61.3,25.0,13.8,0.0,2020
120800010260001,School,Richland County High School,Richland County CUSD 1,Olney,Richland,UNIT,HIGH SCHOOL,Schoolwide Title I Program,722,89.1,0.9,5.4,0.8,0.0,0.0,3.3,14.1,10.1,0.0,41.8,3.0,176.0,91.6,34.9,4.8,23.0,5.0,54.8,45.2,95.7,76.9,60540.0,109685.0,29.1,87.8,1.8,5.0,1.1, 9 10 11 12,Not Calculated,Not Calculated,9219.53,13461.71,469.2,466.6,45.3,37.3,14.9,2.5,2020
130140010260001,School,Carlyle High School,Carlyle CUSD 1,Carlyle,Clinton,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",300,92.0,3.3,1.1,0.0,0.0,0.0,3.5,16.3,16.3,0.0,37.3,0.0,176.0,90.2,23.4,5.2,15.2,5.0,62.5,37.5,92.9,81.9,54538.0,96370.0,35.4,89.4,1.5,3.5,0.0, 9 10 11 12,Not Calculated,Not Calculated,11109.38,13840.07,471.4,462.7,39.7,42.9,15.9,1.6,2020
130140030260006,School,Wesclin Sr High School,Wesclin CUSD 3,Trenton,Clinton,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",385,88.8,1.1,6.5,0.0,0.0,0.0,2.6,14.3,14.3,3.4,31.4,2.4,176.0,92.0,3.1,1.8,14.7,4.5,40.6,59.4,98.6,90.8,68210.0,123791.0,26.9,84.6,2.6,6.6,0.9, 9 10 11 12,Not Calculated,Not Calculated,8195.55,10852.38,503.6,491.5,37.1,30.3,31.5,1.1,2020
130140710160001,School,Central Comm High School,Central CHSD 71,Breese,Clinton,HIGH SCHOOL,HIGH SCHOOL,Targeted Assistance Title I Pr,625,95.0,0.0,4.2,0.0,0.0,0.0,0.0,12.2,12.2,0.0,18.4,1.8,176.0,95.2,9.6,1.4,22.3,5.0,37.8,62.2,95.6,91.9,65324.0,106547.0,13.4,91.7,0.0,8.3,0.0, 9 10 11 12,Not Calculated,Not Calculated,0.0,10292.3,499.1,503.7,34.0,31.4,28.3,6.3,2020
130410010260001,School,Waltonville High School,Waltonville CUSD 1,Waltonville,Jefferson,UNIT,HIGH SCHOOL,Schoolwide Title I Program,102,97.1,0.0,0.0,0.0,0.0,0.0,0.0,14.7,14.7,0.0,45.1,7.5,176.0,94.5,17.6,2.9,14.0,5.0,52.4,47.6,90.5,89.9,49115.0,67889.0,12.7,95.2,4.8,0.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,6075.36,12122.44,454.8,457.3,51.5,27.3,21.2,0.0,2020
130412010170001,School,Mount Vernon High School,Mt Vernon Twp HSD 201,Mount Vernon,Jefferson,HIGH SCHOOL,HIGH SCHOOL,Schoolwide Title I Program,1155,73.9,11.5,4.8,0.9,0.0,0.0,9.0,20.4,18.0,0.0,52.6,5.5,176.0,89.9,31.5,2.7,21.1,5.0,40.2,50.4,90.2,71.7,54922.0,81837.0,31.1,68.2,20.4,4.3,0.0, 9 10 11 12,Not Calculated,Not Calculated,14153.6,14153.6,447.5,438.7,58.8,28.3,12.1,0.8,2020
130412090270001,School,Woodlawn High School,Woodlawn Unit School District ,Woodlawn,Jefferson,UNIT,HIGH SCHOOL,Targeted Assistance Title I Pr,190,94.2,0.0,0.0,0.0,0.0,0.0,5.4,10.0,10.0,0.0,41.1,7.9,176.0,91.1,5.5,4.2,21.7,5.0,54.3,45.7,0.0,45.7,59142.0,84757.0,31.0,89.3,3.6,1.8,1.8, 9 10 11 12,Not Calculated,Not Calculated,9233.41,10958.75,488.3,467.7,40.4,46.2,13.5,0.0,2020
130413180270001,School,Webber High School,Bluford Unit School District 3,Bluford,Jefferson,UNIT,HIGH SCHOOL,Schoolwide Title I Program,125,96.8,0.0,0.0,0.0,0.0,0.0,0.0,15.2,15.2,0.0,36.8,8.1,176.0,88.5,20.4,3.1,15.1,5.0,66.5,30.0,94.1,70.1,46171.0,69668.0,47.4,96.0,1.3,0.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,8830.55,13499.87,456.1,440.0,50.0,42.9,7.1,0.0,2020
130581000260002,School,Patoka Sr High School,Patoka CUSD 100,Patoka,Marion,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",79,100.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,12.7,0.0,41.8,5.9,176.0,95.3,6.2,5.1,12.8,5.0,72.4,27.6,92.3,95.3,52686.0,107778.0,13.6,97.9,0.0,0.0,0.0, 9 10 11 12,,,11134.93,12318.0,485.4,466.9,53.8,30.8,7.7,7.7,2020
130582000170001,School,Centralia High School,Centralia HSD 200,Centralia,Marion,HIGH SCHOOL,HIGH SCHOOL,Schoolwide Title I Program,854,75.1,7.7,6.3,0.0,0.0,0.0,10.3,18.9,18.9,0.0,62.8,3.2,176.0,90.2,13.0,7.3,21.4,5.0,45.5,48.5,91.2,83.3,55824.0,108344.0,33.4,64.9,13.1,8.9,0.6, 9 10 11 12,Not Calculated,Not Calculated,12041.53,15705.02,470.6,466.9,42.7,36.4,21.0,0.0,2020
130584010260001,School,South Central High School,South Central CUD 401,Farina,Marion,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",208,97.6,0.0,0.0,0.0,0.0,0.0,0.0,15.4,15.4,0.0,46.2,8.2,177.0,91.4,21.6,5.5,14.1,5.0,76.3,23.7,86.5,72.9,43281.0,90030.0,29.6,94.6,2.7,0.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,5106.84,10554.04,479.5,454.1,49.2,35.6,15.3,0.0,2020
130585010260001,School,Sandoval Sr High School,Sandoval CUSD 501,Sandoval,Marion,UNIT,HIGH SCHOOL,Schoolwide Title I Program,100,93.0,0.0,0.0,0.0,0.0,0.0,6.2,19.0,19.0,0.0,72.0,6.2,177.0,95.7,10.1,2.9,12.0,5.0,74.3,22.9,66.7,60.0,41584.0,86451.0,12.6,93.7,0.8,0.8,0.0, 9 10 11 12,Not Calculated,Not Calculated,8517.83,15320.43,424.5,407.5,75.0,25.0,0.0,0.0,2020
130586000160001,School,Salem Community High School,Salem CHSD 600,Salem,Marion,HIGH SCHOOL,HIGH SCHOOL,Schoolwide Title I Program,666,92.9,0.0,1.5,0.0,0.0,0.0,4.4,12.5,12.5,0.0,46.4,12.3,176.0,93.3,13.1,3.8,22.2,5.0,49.0,48.6,97.5,95.2,60355.0,98294.0,18.9,92.6,2.1,2.1,1.1, 9 10 11 12,Not Calculated,Not Calculated,12736.62,12736.62,459.3,458.6,49.6,29.8,19.1,1.4,2020
130587220260001,School,Odin Attendance Center 9-12,Odin PSD 722,Odin,Marion,UNIT,HIGH SCHOOL,Schoolwide Title I Program,60,93.3,0.0,0.0,0.0,0.0,0.0,5.5,21.5,21.5,0.0,78.3,14.2,176.0,89.4,43.3,3.4,11.1,5.0,80.6,9.7,69.6,95.2,46778.0,94083.0,35.8,86.0,0.0,4.0,0.0, 9 10 11 12,,,11079.72,14349.35,446.4,438.6,64.3,21.4,7.1,7.1,2020
130950100260001,School,Okawville Jr/Sr High School,West Washington Co CUD 10,Okawville,Washington,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",277,95.3,0.0,3.6,0.0,0.0,0.0,0.0,11.2,11.2,2.0,31.0,4.7,176.0,95.0,3.5,2.6,18.2,4.6,57.9,42.1,94.3,95.0,44417.0,103836.0,13.1,96.3,0.0,1.2,1.2, 7 8 9 10 11 12,Not Calculated,Not Calculated,8376.61,10350.66,494.0,495.2,33.3,33.3,26.2,7.1,2020
130950990160001,School,Nashville Comm High School,Nashville CHSD 99,Nashville,Washington,HIGH SCHOOL,HIGH SCHOOL,Schoolwide Title I Program,408,93.9,0.0,3.2,0.0,0.0,0.0,0.0,11.5,9.8,0.0,32.8,2.9,176.0,95.8,6.0,2.1,20.3,3.1,39.4,60.6,94.5,88.7,69946.0,136024.0,10.3,72.1,19.1,4.4,0.0, 9 10 11 12,Not Calculated,Not Calculated,9826.31,11927.27,484.9,469.6,31.7,56.4,11.9,0.0,2020
150162990250001,School,Amundsen High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL,Schoolwide Title I Program,1454,26.0,7.6,53.6,8.5,0.2,0.3,3.4,27.0,15.3,8.9,58.9,0.8,184.0,84.6,58.1,1.5,27.2,,37.3,60.7,92.4,84.6,82645.0,121899.0,43.1,8.4,39.1,49.0,2.0, 9 10 11 12,Not Calculated,Not Calculated,9141.08,12929.98,487.3,475.9,42.1,34.1,21.5,2.3,2020
150162990250003,School,Bogan High School,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL,Schoolwide Title I Program,731,11.0,64.6,34.5,4.4,0.2,0.3,1.6,24.5,20.8,12.2,87.6,2.6,184.0,72.1,78.0,6.2,23.6,,37.3,60.7,80.0,84.6,82645.0,121899.0,67.2,8.4,39.1,49.0,2.0, 9 10 11 12,Not Calculated,Not Calculated,11522.28,16042.27,400.1,391.6,86.4,11.9,1.7,0.0,2020
