School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,School Year
Fairhaven - East Fairhaven,00940010,     232,13.3,        324,49.4,50.6,2.5,19.4,42.0,00940000,2.2,1.9,5.9,83.3,0.6,0.0,6.2,Fairhaven,"          $27,815,244.39","           1,900.8","              $14,633.44","          $30,134,077.96","           1,971.2","              $15,287.17",2021
Fairhaven - Fairhaven High,00940505,     354,15.2,        631,51.4,48.5,0.2,10.3,33.3,00940000,2.1,2.4,5.4,86.9,0.5,0.0,2.9,Fairhaven,"          $27,815,244.39","           1,900.8","              $14,633.44","          $30,134,077.96","           1,971.2","              $15,287.17",2021
Fairhaven - Hastings Middle,00940305,     292,18.6,        455,50.3,49.7,0.2,18.0,42.9,00940000,3.3,1.5,6.6,83.5,1.1,0.0,4.0,Fairhaven,"          $27,815,244.39","           1,900.8","              $14,633.44","          $30,134,077.96","           1,971.2","              $15,287.17",2021
Fairhaven - Leroy Wood,00940030,     247,17.0,        467,48.8,51.2,3.0,20.1,47.5,00940000,3.0,2.1,6.9,82.7,0.4,0.0,4.9,Fairhaven,"          $27,815,244.39","           1,900.8","              $14,633.44","          $30,134,077.96","           1,971.2","              $15,287.17",2021
Fall River - B M C Durfee High,00950505,"   1,026",19.9,"      2,519",49.3,50.5,18.8,12.9,77.0,00950000,10.6,4.4,29.3,49.0,0.1,0.0,6.6,Fall River,"         $171,466,464.00","          10,182.6","              $16,839.16","         $207,446,303.00","          12,271.3","              $16,905.00",2021
Fall River - Carlton M. Viveiros Elementary School,00950009,     304,20.0,        770,48.7,51.3,33.4,14.6,88.2,00950000,8.6,2.5,39.1,39.1,0.3,0.0,10.5,Fall River,"         $171,466,464.00","          10,182.6","              $16,839.16","         $207,446,303.00","          12,271.3","              $16,905.00",2021
Fall River - Henry Lord Community School,00950017,     386,18.6,        872,47.3,52.8,25.8,32.0,89.5,00950000,10.9,2.1,37.7,39.9,0.0,0.0,9.4,Fall River,"         $171,466,464.00","          10,182.6","              $16,839.16","         $207,446,303.00","          12,271.3","              $16,905.00",2021
Fall River - James Tansey,00950140,      96,24.2,        287,51.6,48.1,3.8,18.1,62.0,00950000,5.2,1.7,12.9,71.8,0.0,0.0,8.4,Fall River,"         $171,466,464.00","          10,182.6","              $16,839.16","         $207,446,303.00","          12,271.3","              $16,905.00",2021
Fall River - John J Doran,00950045,     237,17.9,        526,48.7,51.3,12.0,27.4,88.8,00950000,9.5,1.0,33.7,41.4,0.0,0.2,14.3,Fall River,"         $171,466,464.00","          10,182.6","              $16,839.16","         $207,446,303.00","          12,271.3","              $16,905.00",2021
Fall River - Letourneau Elementary School,00950013,     260,20.7,        672,47.9,52.1,38.1,19.4,85.6,00950000,9.4,3.0,40.0,39.0,0.2,0.0,8.5,Fall River,"         $171,466,464.00","          10,182.6","              $16,839.16","         $207,446,303.00","          12,271.3","              $16,905.00",2021
Fall River - Mary Fonseca Elementary School,00950011,     277,23.7,        754,48.4,51.6,26.9,22.2,90.9,00950000,12.5,2.5,44.2,30.6,0.1,0.0,10.1,Fall River,"         $171,466,464.00","          10,182.6","              $16,839.16","         $207,446,303.00","          12,271.3","              $16,905.00",2021
Fall River - Matthew J Kuss Middle,00950320,     847,11.4,        749,51.7,48.3,16.8,19.5,81.7,00950000,9.0,3.9,28.0,49.3,0.0,0.0,9.9,Fall River,"         $171,466,464.00","          10,182.6","              $16,839.16","         $207,446,303.00","          12,271.3","              $16,905.00",2021
Fall River - Morton Middle,00950315,     342,23.4,        738,45.7,54.3,10.3,24.9,75.6,00950000,9.4,3.3,24.9,54.2,0.1,0.0,8.1,Fall River,"         $171,466,464.00","          10,182.6","              $16,839.16","         $207,446,303.00","          12,271.3","              $16,905.00",2021
Fall River - North End Elementary,00950005,     262,21.5,        787,48.8,51.2,11.2,33.2,72.3,00950000,11.9,1.5,23.9,52.4,0.3,0.0,10.0,Fall River,"         $171,466,464.00","          10,182.6","              $16,839.16","         $207,446,303.00","          12,271.3","              $16,905.00",2021
Fall River - Resiliency Preparatory Academy,00950525,     192,9.0,        248,33.9,66.1,14.1,32.3,91.9,00950000,18.6,0.8,31.9,37.1,0.0,0.0,11.7,Fall River,"         $171,466,464.00","          10,182.6","              $16,839.16","         $207,446,303.00","          12,271.3","              $16,905.00",2021
Fall River - Samuel Watson,00950145,      96,21.0,        259,52.5,47.5,14.3,19.7,89.2,00950000,13.5,1.9,28.6,39.8,0.0,0.4,15.8,Fall River,"         $171,466,464.00","          10,182.6","              $16,839.16","         $207,446,303.00","          12,271.3","              $16,905.00",2021
Fall River - Spencer Borden,00950130,     282,17.0,        607,46.1,53.9,11.9,33.9,74.1,00950000,12.4,4.8,22.7,49.3,0.0,0.0,10.9,Fall River,"         $171,466,464.00","          10,182.6","              $16,839.16","         $207,446,303.00","          12,271.3","              $16,905.00",2021
Fall River - Stone PK-12 School,00950340,     119,5.9,        101,28.7,71.3,9.9,85.2,97.0,00950000,13.9,0.0,21.8,51.5,1.0,2.0,9.9,Fall River,"         $171,466,464.00","          10,182.6","              $16,839.16","         $207,446,303.00","          12,271.3","              $16,905.00",2021
Fall River - Talbot Innovation School,00950305,     316,22.6,        686,50.6,49.3,31.1,21.0,85.4,00950000,9.2,2.9,37.0,39.9,0.3,0.2,10.5,Fall River,"         $171,466,464.00","          10,182.6","              $16,839.16","         $207,446,303.00","          12,271.3","              $16,905.00",2021
Fall River - William S Greene,00950065,     309,18.8,        718,49.0,51.0,31.2,23.8,86.4,00950000,9.9,5.2,34.7,39.4,0.3,0.0,10.6,Fall River,"         $171,466,464.00","          10,182.6","              $16,839.16","         $207,446,303.00","          12,271.3","              $16,905.00",2021
Falmouth - East Falmouth Elementary,00960005,      73,14.7,        294,41.8,58.2,7.8,36.1,57.1,00960000,5.8,3.1,11.2,71.1,1.4,0.0,7.5,Falmouth,"          $68,041,618.24","           3,004.4","              $22,647.32","          $73,902,546.24","           3,231.7","              $22,868.01",2021
Falmouth - Falmouth High,00960505,     680,14.6,        816,47.9,51.2,4.2,18.1,36.9,00960000,5.8,2.2,7.8,78.9,0.5,0.0,4.8,Falmouth,"          $68,041,618.24","           3,004.4","              $22,647.32","          $73,902,546.24","           3,231.7","              $22,868.01",2021
Falmouth - Lawrence,00960405,     430,14.1,        510,48.0,51.4,3.5,21.6,43.1,00960000,4.7,1.2,6.9,79.2,2.4,0.0,5.7,Falmouth,"          $68,041,618.24","           3,004.4","              $22,647.32","          $73,902,546.24","           3,231.7","              $22,868.01",2021
Falmouth - Morse Pond School,00960305,     256,19.0,        471,49.5,50.5,5.3,24.4,43.5,00960000,4.3,0.9,7.6,77.5,1.5,0.0,8.3,Falmouth,"          $68,041,618.24","           3,004.4","              $22,647.32","          $73,902,546.24","           3,231.7","              $22,868.01",2021
Falmouth - Mullen-Hall,00960020,     120,16.7,        400,44.3,55.8,8.3,18.0,40.3,00960000,3.5,1.8,12.3,74.0,0.3,0.0,8.3,Falmouth,"          $68,041,618.24","           3,004.4","              $22,647.32","          $73,902,546.24","           3,231.7","              $22,868.01",2021
Falmouth - North Falmouth Elementary,00960030,     105,16.2,        340,53.8,46.2,2.9,16.5,24.7,00960000,2.7,1.2,8.5,81.8,0.3,0.0,5.6,Falmouth,"          $68,041,618.24","           3,004.4","              $22,647.32","          $73,902,546.24","           3,231.7","              $22,868.01",2021
Falmouth - Teaticket,00960015,      79,14.7,        254,44.1,54.7,8.3,29.1,61.0,00960000,7.5,1.2,11.0,68.5,1.2,0.0,10.6,Falmouth,"          $68,041,618.24","           3,004.4","              $22,647.32","          $73,902,546.24","           3,231.7","              $22,868.01",2021
Farmington River Reg - Farmington River Elementary,06620020,      77,14.2,        117,53.9,46.2,0.0,27.4,51.3,06620000,0.0,0.0,2.6,97.4,0.0,0.0,0.0,Farmington River Reg,"           $3,525,009.36",             113.5,"              $31,057.35","           $4,658,721.36",             242.2,"              $19,235.02",2021
Fitchburg - Arthur M Longsjo Middle School,00970315,     343,20.2,        687,46.4,53.3,13.7,26.1,79.9,00970000,6.7,3.6,59.8,22.0,0.2,0.0,7.7,Fitchburg,"          $78,861,999.27","           5,083.9","              $15,512.11","          $95,252,901.84","           5,829.9","              $16,338.69",2021
Fitchburg - Crocker Elementary,00970016,     212,21.1,        592,49.8,50.2,26.4,24.3,81.4,00970000,8.1,4.2,55.1,25.7,0.0,0.0,6.9,Fitchburg,"          $78,861,999.27","           5,083.9","              $15,512.11","          $95,252,901.84","           5,829.9","              $16,338.69",2021
Fitchburg - Fitchburg High,00970505,     538,18.1,"      1,271",48.1,51.9,10.6,20.1,70.6,00970000,8.1,6.0,55.9,23.1,0.0,0.0,6.9,Fitchburg,"          $78,861,999.27","           5,083.9","              $15,512.11","          $95,252,901.84","           5,829.9","              $16,338.69",2021
Fitchburg - Goodrich Academy,00970510,     125,8.1,        270,44.8,54.8,9.3,25.6,74.4,00970000,3.7,2.6,49.3,38.5,0.0,0.0,5.9,Fitchburg,"          $78,861,999.27","           5,083.9","              $15,512.11","          $95,252,901.84","           5,829.9","              $16,338.69",2021
Fitchburg - McKay Arts Academy,00970340,     436,19.3,        703,46.7,53.3,22.2,20.9,76.5,00970000,7.1,4.8,59.2,22.6,0.0,0.0,6.3,Fitchburg,"          $78,861,999.27","           5,083.9","              $15,512.11","          $95,252,901.84","           5,829.9","              $16,338.69",2021
Fitchburg - Memorial Middle School,00970048,     344,20.8,        689,54.1,45.9,9.0,15.8,72.7,00970000,6.0,2.9,55.0,28.5,0.0,0.2,7.6,Fitchburg,"          $78,861,999.27","           5,083.9","              $15,512.11","          $95,252,901.84","           5,829.9","              $16,338.69",2021
Fitchburg - Reingold Elementary,00970043,     247,18.8,        605,44.5,55.5,20.3,22.6,71.9,00970000,4.1,3.6,52.7,33.6,0.0,0.0,6.0,Fitchburg,"          $78,861,999.27","           5,083.9","              $15,512.11","          $95,252,901.84","           5,829.9","              $16,338.69",2021
Fitchburg - South Street Elementary,00970060,     298,15.1,        605,46.0,54.1,23.3,29.8,80.3,00970000,7.8,3.1,58.8,22.2,0.0,0.0,8.1,Fitchburg,"          $78,861,999.27","           5,083.9","              $15,512.11","          $95,252,901.84","           5,829.9","              $16,338.69",2021
Florida - Abbott Memorial,00980005,      91,10.2,        104,43.3,56.7,0.0,19.2,57.7,00980000,1.0,0.0,0.0,99.0,0.0,0.0,0.0,Florida,"           $1,761,492.07",              84.6,"              $20,821.42","           $1,935,881.75",              95.9,"              $20,186.46",2021
Four Rivers Charter Public (District) - Four Rivers Charter Public School,04130505,     209,13.3,        228,55.3,43.9,0.0,14.9,33.8,04130000,0.9,1.8,5.7,84.7,0.4,0.0,6.6,Four Rivers Charter Public (District),"           $4,374,687.00",             215.2,"              $20,324.69","           $4,374,687.00",             215.2,"              $20,324.69",2021
Foxborough - Charles Taylor Elementary,00990050,     115,18.9,        246,44.7,55.3,2.9,17.5,19.5,00990000,6.1,5.7,6.9,75.6,0.0,0.0,5.7,Foxborough,"          $47,346,335.29","           2,462.0","              $19,230.84","          $53,939,920.20","           2,615.8","              $20,620.81",2021
Foxborough - Foxborough High,00990505,     498,14.4,        805,47.3,52.4,1.1,16.2,20.9,00990000,8.3,3.6,6.5,79.0,0.6,0.0,2.0,Foxborough,"          $47,346,335.29","           2,462.0","              $19,230.84","          $53,939,920.20","           2,615.8","              $20,620.81",2021
Foxborough - John J Ahern,00990405,     442,18.5,        774,48.1,51.9,2.7,22.4,25.1,00990000,6.7,4.7,8.5,74.8,0.4,0.1,4.8,Foxborough,"          $47,346,335.29","           2,462.0","              $19,230.84","          $53,939,920.20","           2,615.8","              $20,620.81",2021
Foxborough - Mabelle M Burrell,00990015,     123,19.5,        361,46.3,53.7,1.1,27.7,19.4,00990000,7.5,5.3,6.9,76.7,0.3,0.0,3.3,Foxborough,"          $47,346,335.29","           2,462.0","              $19,230.84","          $53,939,920.20","           2,615.8","              $20,620.81",2021
Foxborough - Vincent M Igo Elementary,00990020,     150,20.5,        350,44.6,55.4,5.4,16.6,27.1,00990000,6.3,6.3,11.4,70.6,0.0,0.0,5.4,Foxborough,"          $47,346,335.29","           2,462.0","              $19,230.84","          $53,939,920.20","           2,615.8","              $20,620.81",2021
Foxborough Regional Charter (District) - Foxborough Regional Charter School,04460550,     667,20.3,"      1,657",52.4,47.6,6.2,9.5,43.6,04460000,55.8,8.9,6.5,23.2,0.3,0.2,5.1,Foxborough Regional Charter (District),"          $26,045,590.75","           1,694.8","              $15,367.85","          $26,045,590.75","           1,694.8","              $15,367.85",2021
Framingham - Barbieri Elementary,01000035,     339,19.5,        677,52.3,47.7,57.8,16.1,68.7,01000000,2.7,0.4,80.1,13.4,0.0,0.0,3.4,Framingham,"         $176,103,873.73","           8,690.7","              $20,263.49","         $202,448,898.73","           9,463.0","              $21,393.73",2021
Framingham - Brophy,01000006,     336,13.9,        475,46.1,53.7,46.1,21.5,64.0,01000000,5.7,3.0,60.2,26.3,0.2,0.0,4.6,Framingham,"         $176,103,873.73","           8,690.7","              $20,263.49","         $202,448,898.73","           9,463.0","              $21,393.73",2021
Framingham - Cameron Middle School,01000302,     353,18.3,        618,46.9,53.1,24.4,22.3,63.8,01000000,5.8,1.8,31.2,57.3,0.0,0.0,3.9,Framingham,"         $176,103,873.73","           8,690.7","              $20,263.49","         $202,448,898.73","           9,463.0","              $21,393.73",2021
Framingham - Charlotte A Dunning,01000007,     343,11.6,        422,45.0,55.0,23.9,25.4,37.4,01000000,7.4,9.0,24.2,55.2,0.0,0.0,4.3,Framingham,"         $176,103,873.73","           8,690.7","              $20,263.49","         $202,448,898.73","           9,463.0","              $21,393.73",2021
Framingham - Framingham High School,01000515,"   1,182",16.9,"      2,562",50.0,49.9,23.4,17.9,51.5,01000000,6.4,4.7,38.7,46.0,0.0,0.1,4.0,Framingham,"         $176,103,873.73","           8,690.7","              $20,263.49","         $202,448,898.73","           9,463.0","              $21,393.73",2021
Framingham - Fuller Middle,01000305,     423,17.0,        700,48.4,51.3,46.4,21.1,74.4,01000000,6.9,1.7,61.6,26.1,0.1,0.0,3.6,Framingham,"         $176,103,873.73","           8,690.7","              $20,263.49","         $202,448,898.73","           9,463.0","              $21,393.73",2021
Framingham - Harmony Grove Elementary,01000055,     340,17.1,        531,43.1,56.7,75.9,10.9,84.6,01000000,8.5,1.1,62.9,25.1,0.2,0.0,2.3,Framingham,"         $176,103,873.73","           8,690.7","              $20,263.49","         $202,448,898.73","           9,463.0","              $21,393.73",2021
Framingham - Hemenway,01000015,     413,12.4,        544,48.5,51.5,24.1,23.4,37.7,01000000,7.5,9.0,24.3,50.9,0.2,0.0,8.1,Framingham,"         $176,103,873.73","           8,690.7","              $20,263.49","         $202,448,898.73","           9,463.0","              $21,393.73",2021
Framingham - Juniper Hill School,01000001,     434,5.5,        312,34.3,65.7,1.3,60.6,50.3,01000000,6.7,8.3,40.4,37.8,0.0,0.0,6.7,Framingham,"         $176,103,873.73","           8,690.7","              $20,263.49","         $202,448,898.73","           9,463.0","              $21,393.73",2021
Framingham - King Elementary School,01000005,     290,13.8,        409,47.7,52.1,31.3,17.9,42.3,01000000,3.9,8.8,30.3,49.6,0.0,0.0,7.3,Framingham,"         $176,103,873.73","           8,690.7","              $20,263.49","         $202,448,898.73","           9,463.0","              $21,393.73",2021
Framingham - Mary E Stapleton Elementary,01000045,     260,12.6,        344,45.1,54.9,40.4,28.5,63.7,01000000,6.4,5.5,45.9,35.2,0.0,0.0,7.0,Framingham,"         $176,103,873.73","           8,690.7","              $20,263.49","         $202,448,898.73","           9,463.0","              $21,393.73",2021
Framingham - Miriam F McCarthy School,01000050,     362,13.8,        518,51.7,48.3,42.5,23.9,68.7,01000000,10.0,1.5,49.2,31.7,0.0,0.2,7.3,Framingham,"         $176,103,873.73","           8,690.7","              $20,263.49","         $202,448,898.73","           9,463.0","              $21,393.73",2021
Framingham - Potter Road,01000039,     297,17.8,        548,48.7,51.3,46.4,14.4,56.2,01000000,6.8,1.8,41.8,43.8,0.0,0.0,5.8,Framingham,"         $176,103,873.73","           8,690.7","              $20,263.49","         $202,448,898.73","           9,463.0","              $21,393.73",2021
Framingham - Walsh Middle,01000310,     522,16.5,        813,51.7,47.7,14.3,22.0,45.0,01000000,4.8,5.3,41.7,44.9,0.0,0.0,3.3,Framingham,"         $176,103,873.73","           8,690.7","              $20,263.49","         $202,448,898.73","           9,463.0","              $21,393.73",2021
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,04780505,     237,16.6,        379,57.5,42.0,0.0,15.3,12.9,04780000,2.1,2.4,4.0,88.1,0.0,0.0,3.4,Francis W. Parker Charter Essential (District),"           $7,669,396.19",             394.7,"              $19,432.43","           $7,669,396.19",             394.7,"              $19,432.43",2021
Franklin - Annie Sullivan Middle School,01010040,     217,15.5,        337,45.7,54.3,4.5,18.7,19.0,01010000,3.9,4.8,7.1,83.7,0.0,0.3,0.3,Franklin,"          $77,060,494.71","           4,821.8","              $15,981.69","          $90,620,844.71","           5,310.9","              $17,063.18",2021
Franklin - Franklin Early Childhood Development Center,01010003,       9,16.8,        151,37.1,62.9,0.0,40.4,16.6,01010000,3.3,20.5,2.7,68.9,0.7,0.0,4.0,Franklin,"          $77,060,494.71","           4,821.8","              $15,981.69","          $90,620,844.71","           5,310.9","              $17,063.18",2021
Franklin - Franklin High,01010505,     953,15.6,"      1,683",49.7,49.7,0.9,10.5,11.4,01010000,1.7,7.7,4.8,83.4,0.1,0.2,2.0,Franklin,"          $77,060,494.71","           4,821.8","              $15,981.69","          $90,620,844.71","           5,310.9","              $17,063.18",2021
Franklin - Helen Keller Elementary,01010012,     240,18.4,        553,49.6,50.5,4.2,20.4,17.2,01010000,1.8,3.6,6.5,85.0,0.0,0.7,2.4,Franklin,"          $77,060,494.71","           4,821.8","              $15,981.69","          $90,620,844.71","           5,310.9","              $17,063.18",2021
Franklin - Horace Mann,01010405,     227,16.8,        371,47.7,52.3,1.1,18.1,13.5,01010000,1.6,6.7,4.0,83.8,0.0,1.1,2.7,Franklin,"          $77,060,494.71","           4,821.8","              $15,981.69","          $90,620,844.71","           5,310.9","              $17,063.18",2021
Franklin - J F Kennedy Memorial,01010013,     152,18.0,        341,44.6,55.1,2.4,18.2,10.6,01010000,0.0,7.3,4.1,85.3,0.3,1.8,1.2,Franklin,"          $77,060,494.71","           4,821.8","              $15,981.69","          $90,620,844.71","           5,310.9","              $17,063.18",2021
Franklin - Jefferson Elementary,01010010,     208,13.1,        341,40.8,58.9,2.9,28.7,14.4,01010000,2.9,6.2,7.0,80.9,0.0,0.6,2.4,Franklin,"          $77,060,494.71","           4,821.8","              $15,981.69","          $90,620,844.71","           5,310.9","              $17,063.18",2021
Franklin - Oak Street Elementary,01010030,     184,16.7,        383,49.6,50.4,2.6,16.5,17.2,01010000,2.1,7.6,6.3,80.4,0.0,0.5,3.1,Franklin,"          $77,060,494.71","           4,821.8","              $15,981.69","          $90,620,844.71","           5,310.9","              $17,063.18",2021
Franklin - Parmenter,01010032,     152,15.8,        300,50.3,49.7,2.7,20.7,31.7,01010000,5.7,6.0,8.0,75.7,0.0,1.0,3.7,Franklin,"          $77,060,494.71","           4,821.8","              $15,981.69","          $90,620,844.71","           5,310.9","              $17,063.18",2021
Franklin - Remington Middle,01010310,     227,17.3,        386,49.2,50.8,2.1,19.4,20.5,01010000,2.9,7.8,7.5,80.3,0.0,0.0,1.6,Franklin,"          $77,060,494.71","           4,821.8","              $15,981.69","          $90,620,844.71","           5,310.9","              $17,063.18",2021
Franklin County Regional Vocational Technical - Franklin County Technical,08180605,     321,13.0,        566,39.6,60.4,0.4,23.7,44.9,08180000,1.2,0.0,6.9,88.7,0.2,0.5,2.5,Franklin County Regional Vocational Technical,"          $13,666,743.00",             540.2,"              $25,299.41","          $13,693,427.00",             545.4,"              $25,107.13",2021
Freetown-Lakeville - Apponequet Regional High,06650505,     368,14.9,        699,52.9,46.6,0.1,15.7,21.0,06650000,2.9,0.6,3.0,91.6,0.0,0.1,1.9,Freetown-Lakeville,"          $40,084,574.00","           2,705.0","              $14,818.70","          $43,386,107.01","           2,816.9","              $15,402.08",2021
Freetown-Lakeville - Assawompset Elementary School,06650002,      90,21.5,        484,51.2,48.8,2.3,14.9,26.9,06650000,4.3,0.4,3.3,86.4,0.0,0.0,5.6,Freetown-Lakeville,"          $40,084,574.00","           2,705.0","              $14,818.70","          $43,386,107.01","           2,816.9","              $15,402.08",2021
Freetown-Lakeville - Freetown Elementary School,06650001,      92,17.5,        446,44.6,55.4,2.9,19.5,27.1,06650000,1.6,0.5,2.9,92.6,0.0,0.0,2.5,Freetown-Lakeville,"          $40,084,574.00","           2,705.0","              $14,818.70","          $43,386,107.01","           2,816.9","              $15,402.08",2021
Freetown-Lakeville - Freetown-Lakeville Middle School,06650305,     298,20.4,        677,49.0,51.0,0.6,19.2,27.2,06650000,2.8,0.9,1.2,93.2,0.0,0.0,1.9,Freetown-Lakeville,"          $40,084,574.00","           2,705.0","              $14,818.70","          $43,386,107.01","           2,816.9","              $15,402.08",2021
Freetown-Lakeville - George R Austin Intermediate School,06650015,     152,20.2,        439,48.3,51.7,1.8,16.0,26.9,06650000,2.5,0.2,4.3,89.8,0.0,0.0,3.2,Freetown-Lakeville,"          $40,084,574.00","           2,705.0","              $14,818.70","          $43,386,107.01","           2,816.9","              $15,402.08",2021
Frontier - Frontier Regional,06700505,     581,11.5,        612,48.2,51.8,0.3,18.8,27.9,06700000,1.6,2.5,7.2,84.3,0.0,0.2,4.3,Frontier,"          $11,790,319.88",             647.8,"              $18,200.56","          $13,930,466.22",             737.5,"              $18,888.77",2021
Gardner - Elm Street School,01030001,     106,17.9,        473,47.2,52.6,9.9,23.7,70.2,01030000,3.2,1.1,30.7,59.0,0.0,0.0,6.1,Gardner,"          $33,261,033.21","           2,187.8","              $15,202.96","          $38,050,716.14","           2,462.1","              $15,454.58",2021
Gardner - Gardner Academy for Learning and Technology,01030515,      44,9.5,         42,28.6,71.4,9.5,40.5,88.1,01030000,2.4,0.0,26.2,61.9,0.0,0.0,9.5,Gardner,"          $33,261,033.21","           2,187.8","              $15,202.96","          $38,050,716.14","           2,462.1","              $15,454.58",2021
Gardner - Gardner High,01030505,     351,15.8,        707,46.0,53.8,3.4,18.5,60.8,01030000,4.1,2.1,23.2,62.2,0.1,0.0,8.2,Gardner,"          $33,261,033.21","           2,187.8","              $15,202.96","          $38,050,716.14","           2,462.1","              $15,454.58",2021
Gardner - Gardner Middle School,01030405,     257,19.5,        511,50.5,49.5,6.7,24.3,63.4,01030000,3.1,1.8,25.1,59.9,0.2,0.0,10.0,Gardner,"          $33,261,033.21","           2,187.8","              $15,202.96","          $38,050,716.14","           2,462.1","              $15,454.58",2021
Gardner - Waterford Street,01030020,      97,19.4,        461,45.1,54.9,10.9,27.6,70.5,01030000,2.2,2.0,28.6,60.7,0.7,0.0,5.9,Gardner,"          $33,261,033.21","           2,187.8","              $15,202.96","          $38,050,716.14","           2,462.1","              $15,454.58",2021
Gateway - Chester Elementary,06720059,      65,13.1,        109,38.5,61.5,0.0,30.3,41.3,06720000,0.0,0.9,1.8,96.3,0.0,0.0,0.9,Gateway,"          $15,250,531.00",             756.0,"              $20,172.66","          $16,378,583.00",             859.2,"              $19,062.60",2021
Gateway - Gateway Regional High,06720505,     249,7.0,        179,48.0,51.4,1.1,25.1,46.4,06720000,1.1,0.0,5.6,90.5,1.1,0.0,1.7,Gateway,"          $15,250,531.00",             756.0,"              $20,172.66","          $16,378,583.00",             859.2,"              $19,062.60",2021
Gateway - Gateway Regional Middle School,06720405,     102,12.7,        138,47.1,52.9,0.0,25.4,48.6,06720000,1.5,0.0,6.5,89.1,0.0,0.0,2.9,Gateway,"          $15,250,531.00",             756.0,"              $20,172.66","          $16,378,583.00",             859.2,"              $19,062.60",2021
Gateway - Littleville Elementary School,06720143,     140,18.2,        336,50.9,49.1,3.9,26.2,46.7,06720000,0.0,0.0,6.9,91.7,0.0,0.3,1.2,Gateway,"          $15,250,531.00",             756.0,"              $20,172.66","          $16,378,583.00",             859.2,"              $19,062.60",2021
Georgetown - Georgetown High School,01050505,      48,2.8,         21,38.1,61.9,23.8,14.3,42.9,01050000,0.0,4.8,38.1,57.1,0.0,0.0,0.0,Georgetown,"          $20,807,552.29","           1,222.7","              $17,017.71","          $22,832,784.57","           1,279.3","              $17,847.87",2021
Georgetown - Georgetown Middle School,01050305,      97,13.5,         90,47.8,52.2,0.0,21.1,16.7,01050000,2.2,1.1,4.4,90.0,0.0,0.0,2.2,Georgetown,"          $20,807,552.29","           1,222.7","              $17,017.71","          $22,832,784.57","           1,279.3","              $17,847.87",2021
Georgetown - Penn Brook,01050010,     175,19.6,        677,49.9,50.1,0.6,17.4,14.2,01050000,0.4,1.2,3.3,92.3,0.0,0.0,2.8,Georgetown,"          $20,807,552.29","           1,222.7","              $17,017.71","          $22,832,784.57","           1,279.3","              $17,847.87",2021
Georgetown - Perley Elementary,01050005,       3,25.0,         75,45.3,54.7,0.0,28.0,17.3,01050000,0.0,0.0,2.7,93.3,0.0,0.0,4.0,Georgetown,"          $20,807,552.29","           1,222.7","              $17,017.71","          $22,832,784.57","           1,279.3","              $17,847.87",2021
Gill-Montague - Gill Elementary,06740005,      50,18.4,        115,45.2,54.8,0.9,29.6,36.5,06740000,0.9,0.0,5.2,91.3,0.0,0.0,2.6,Gill-Montague,"          $19,614,022.43",             850.3,"              $23,067.18","          $22,803,725.46","           1,139.0","              $20,020.83",2021
Gill-Montague - Great Falls Middle,06740310,     160,10.8,        186,46.2,53.2,4.3,27.4,60.8,06740000,1.1,0.0,12.4,79.0,0.0,0.5,7.0,Gill-Montague,"          $19,614,022.43",             850.3,"              $23,067.18","          $22,803,725.46","           1,139.0","              $20,020.83",2021
Gill-Montague - Hillcrest Elementary School,06740015,      72,16.0,        144,45.1,54.9,11.8,34.0,63.2,06740000,1.4,0.7,20.1,70.8,0.0,0.0,6.9,Gill-Montague,"          $19,614,022.43",             850.3,"              $23,067.18","          $22,803,725.46","           1,139.0","              $20,020.83",2021
Gill-Montague - Sheffield Elementary School,06740050,     108,15.4,        208,41.4,58.2,9.6,29.8,68.8,06740000,1.9,0.5,18.8,71.6,0.0,0.5,6.7,Gill-Montague,"          $19,614,022.43",             850.3,"              $23,067.18","          $22,803,725.46","           1,139.0","              $20,020.83",2021
Gill-Montague - Turners Fall High,06740505,     165,8.9,        170,51.8,47.7,5.9,25.3,59.4,06740000,2.9,0.0,17.1,68.8,0.6,0.0,10.6,Gill-Montague,"          $19,614,022.43",             850.3,"              $23,067.18","          $22,803,725.46","           1,139.0","              $20,020.83",2021
Global Learning Charter Public (District) - Global Learning Charter Public School,04960305,     321,16.8,        510,51.0,49.0,9.6,11.8,72.0,04960000,12.6,1.6,47.8,32.8,0.6,0.0,4.7,Global Learning Charter Public (District),"           $8,587,367.81",             500.4,"              $17,159.64","           $8,587,367.81",             500.4,"              $17,159.64",2021
Gloucester - Beeman Memorial,01070010,      72,17.9,        323,56.4,43.7,15.8,22.0,62.2,01070000,2.8,0.9,21.1,70.6,0.0,0.0,4.6,Gloucester,"          $55,618,406.76","           2,768.3","              $20,091.18","          $62,406,172.45","           3,100.0","              $20,131.02",2021
