label,variable_id_2018
Annotation of Estimate!!Male!!Population 25 years and over!!Bachelor's degree,S1501_C03_012EA
Annotation of Estimate!!Percent Male!!Population 18 to 24 years!!Some college or associate's degree,S1501_C04_004EA
Annotation of Margin of Error!!Percent Male MOE!!Population 18 to 24 years!!High school graduate (includes equivalency),S1501_C04_003MA
Annotation of Estimate!!Percent!!Population 25 years and over!!Population 35 to 44 years!!Bachelor's degree or higher,S1501_C02_021EA
Annotation of Estimate!!Total!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency),S1501_C01_056EA
Annotation of Margin of Error!!Percent MOE!!Population 25 years and over!!Population 35 to 44 years!!Bachelor's degree or higher,S1501_C02_021MA
Annotation of Margin of Error!!Male MOE!!Population 25 years and over!!Bachelor's degree,S1501_C03_012MA
Annotation of Estimate!!Female!!Population 18 to 24 years!!High school graduate (includes equivalency),S1501_C05_003EA
"Annotation of Estimate!!Percent!!Population 25 years and over!!9th to 12th grade, no diploma",S1501_C02_008EA
Annotation of Margin of Error!!Male MOE!!Population 25 years and over,S1501_C03_006MA
Annotation of Estimate!!Percent Male!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C04_005EA
"Annotation of Margin of Error!!Percent MOE!!Population 25 years and over!!9th to 12th grade, no diploma",S1501_C02_008MA
Annotation of Estimate!!Percent Female!!Population 18 to 24 years!!Less than high school graduate,S1501_C06_002EA
Annotation of Margin of Error!!Percent Male MOE!!Population 18 to 24 years!!Some college or associate's degree,S1501_C04_004MA
Annotation of Estimate!!Male!!Population 25 years and over!!Less than 9th grade,S1501_C03_007EA
Annotation of Margin of Error!!Percent Female MOE!!Population 18 to 24 years!!Less than high school graduate,S1501_C06_002MA
Annotation of Estimate!!Percent!!Population 25 years and over!!High school graduate (includes equivalency),S1501_C02_009EA
Annotation of Margin of Error!!Female MOE!!Population 18 to 24 years!!Less than high school graduate,S1501_C05_002MA
Annotation of Margin of Error!!Percent MOE!!Population 25 years and over!!High school graduate (includes equivalency),S1501_C02_009MA
Annotation of Estimate!!Female!!Population 18 to 24 years!!Less than high school graduate,S1501_C05_002EA
Annotation of Margin of Error!!Male MOE!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C03_005MA
Annotation of Estimate!!Percent Male!!Population 25 years and over,S1501_C04_006EA
Annotation of Estimate!!Male!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C03_005EA
Annotation of Estimate!!Male!!Population 25 years and over,S1501_C03_006EA
Annotation of Estimate!!Percent Female!!Population 18 to 24 years,S1501_C06_001EA
Annotation of Margin of Error!!Percent Male MOE!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C04_005MA
Annotation of Margin of Error!!Female MOE!!Population 18 to 24 years,S1501_C05_001MA
Annotation of Margin of Error!!Percent Female MOE!!Population 18 to 24 years,S1501_C06_001MA
Annotation of Estimate!!Percent Male!!Population 25 years and over!!Less than 9th grade,S1501_C04_007EA
Annotation of Margin of Error!!Female MOE!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C05_005MA
Annotation of Estimate!!Percent!!Population 25 years and over,S1501_C02_006EA
Annotation of Margin of Error!!Male MOE!!Population 18 to 24 years!!Some college or associate's degree,S1501_C03_004MA
Annotation of Margin of Error!!Percent Male MOE!!Population 25 years and over!!Less than 9th grade,S1501_C04_007MA
Annotation of Estimate!!Female!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C05_005EA
Annotation of Margin of Error!!Percent MOE!!Population 25 years and over,S1501_C02_006MA
Annotation of Estimate!!Male!!Population 18 to 24 years!!Some college or associate's degree,S1501_C03_004EA
Annotation of Margin of Error!!Percent Male MOE!!Population 25 years and over,S1501_C04_006MA
"Annotation of Estimate!!Percent Male!!Population 25 years and over!!9th to 12th grade, no diploma",S1501_C04_008EA
Annotation of Margin of Error!!Male MOE!!Population 18 to 24 years!!High school graduate (includes equivalency),S1501_C03_003MA
Annotation of Margin of Error!!Female MOE!!Population 18 to 24 years!!Some college or associate's degree,S1501_C05_004MA
Annotation of Estimate!!Percent!!Population 25 years and over!!Less than 9th grade,S1501_C02_007EA
"Annotation of Margin of Error!!Percent Male MOE!!Population 25 years and over!!9th to 12th grade, no diploma",S1501_C04_008MA
Annotation of Estimate!!Female!!Population 18 to 24 years!!Some college or associate's degree,S1501_C05_004EA
Annotation of Estimate!!Male!!Population 18 to 24 years!!High school graduate (includes equivalency),S1501_C03_003EA
Annotation of Margin of Error!!Percent MOE!!Population 25 years and over!!Less than 9th grade,S1501_C02_007MA
Annotation of Margin of Error!!Female MOE!!Population 18 to 24 years!!High school graduate (includes equivalency),S1501_C05_003MA
Annotation of Estimate!!Percent Male!!Population 25 years and over!!High school graduate (includes equivalency),S1501_C04_009EA
Annotation of Estimate!!Percent Female!!Population 25 years and over,S1501_C06_006EA
Annotation of Margin of Error!!Percent Male MOE!!Population 25 years and over!!High school graduate (includes equivalency),S1501_C04_009MA
Annotation of Estimate!!Percent!!Population 18 to 24 years!!Some college or associate's degree,S1501_C02_004EA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over,S1501_C06_006MA
Annotation of Margin of Error!!Percent MOE!!Population 18 to 24 years!!Some college or associate's degree,S1501_C02_004MA
Annotation of Estimate!!Percent!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C02_005EA
Annotation of Margin of Error!!Percent MOE!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C02_005MA
Annotation of Estimate!!Percent Female!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C06_005EA
Annotation of Margin of Error!!Male MOE!!Population 25 years and over!!High school graduate (includes equivalency),S1501_C03_009MA
Annotation of Margin of Error!!Percent Female MOE!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C06_005MA
Annotation of Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races,S1501_C05_049MA
Annotation of Estimate!!Female!!Population 18 to 24 years,S1501_C05_001EA
Annotation of Estimate!!Percent!!Population 18 to 24 years!!Less than high school graduate,S1501_C02_002EA
"Annotation of Margin of Error!!Male MOE!!Population 25 years and over!!9th to 12th grade, no diploma",S1501_C03_008MA
Annotation of Margin of Error!!Percent MOE!!Population 18 to 24 years!!Less than high school graduate,S1501_C02_002MA
Annotation of Estimate!!Percent Female!!Population 18 to 24 years!!Some college or associate's degree,S1501_C06_004EA
Annotation of Estimate!!Male!!Population 25 years and over!!High school graduate (includes equivalency),S1501_C03_009EA
Annotation of Margin of Error!!Percent Female MOE!!Population 18 to 24 years!!Some college or associate's degree,S1501_C06_004MA
Annotation of Margin of Error!!Male MOE!!Population 25 years and over!!Less than 9th grade,S1501_C03_007MA
Annotation of Estimate!!Percent!!Population 18 to 24 years!!High school graduate (includes equivalency),S1501_C02_003EA
"Annotation of Estimate!!Male!!Population 25 years and over!!9th to 12th grade, no diploma",S1501_C03_008EA
Annotation of Margin of Error!!Percent MOE!!Population 18 to 24 years!!High school graduate (includes equivalency),S1501_C02_003MA
Annotation of Estimate!!Percent Female!!Population 18 to 24 years!!High school graduate (includes equivalency),S1501_C06_003EA
Annotation of Margin of Error!!Percent Female MOE!!Population 18 to 24 years!!High school graduate (includes equivalency),S1501_C06_003MA
Annotation of Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher,S1501_C05_047EA
Estimate!!Percent Female!!Population 25 years and over!!High school graduate (includes equivalency),S1501_C06_009E
Margin of Error!!Percent Female MOE!!Population 25 years and over!!High school graduate (includes equivalency),S1501_C06_009M
Estimate!!Percent Female!!Population 25 years and over,S1501_C06_006E
Margin of Error!!Percent Female MOE!!Population 25 years and over,S1501_C06_006M
Estimate!!Percent Female!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C06_005E
Margin of Error!!Percent Female MOE!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C06_005M
"Estimate!!Percent Female!!Population 25 years and over!!9th to 12th grade, no diploma",S1501_C06_008E
Annotation of Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher,S1501_C06_045MA
"Margin of Error!!Percent Female MOE!!Population 25 years and over!!9th to 12th grade, no diploma",S1501_C06_008M
Estimate!!Percent Female!!Population 25 years and over!!Less than 9th grade,S1501_C06_007E
Margin of Error!!Percent Female MOE!!Population 25 years and over!!Less than 9th grade,S1501_C06_007M
Annotation of Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone,S1501_C01_028EA
Annotation of Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone,S1501_C01_028MA
Estimate!!Percent Female!!Population 25 years and over!!High school graduate or higher,S1501_C06_014E
Margin of Error!!Percent Female MOE!!Population 25 years and over!!High school graduate or higher,S1501_C06_014M
Margin of Error!!Percent Female MOE!!Population 25 years and over!!Graduate or professional degree,S1501_C06_013M
Estimate!!Percent Female!!Population 25 years and over!!Graduate or professional degree,S1501_C06_013E
Estimate!!Percent Female!!Population 25 years and over!!Population 25 to 34 years,S1501_C06_016E
Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 25 to 34 years,S1501_C06_016M
Estimate!!Percent Female!!Population 25 years and over!!Bachelor's degree or higher,S1501_C06_015E
Annotation of Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone,S1501_C05_046MA
Margin of Error!!Percent Female MOE!!Population 25 years and over!!Bachelor's degree or higher,S1501_C06_015M
Annotation of Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone,S1501_C06_046EA
"Margin of Error!!Percent Female MOE!!Population 25 years and over!!Some college, no degree",S1501_C06_010M
"Estimate!!Percent Female!!Population 25 years and over!!Some college, no degree",S1501_C06_010E
Margin of Error!!Percent Female MOE!!Population 25 years and over!!Bachelor's degree,S1501_C06_012M
Estimate!!Percent Female!!Population 25 years and over!!Bachelor's degree,S1501_C06_012E
Margin of Error!!Percent Female MOE!!Population 25 years and over!!Associate's degree,S1501_C06_011M
Estimate!!Percent Female!!Population 25 years and over!!Associate's degree,S1501_C06_011E
Annotation of Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher,S1501_C06_044MA
Annotation of Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone,S1501_C05_046EA
Estimate!!Percent Female!!Population 25 years and over!!Population 25 to 34 years!!Bachelor's degree or higher,S1501_C06_018E
Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 25 to 34 years!!Bachelor's degree or higher,S1501_C06_018M
Estimate!!Percent Female!!Population 25 years and over!!Population 25 to 34 years!!High school graduate or higher,S1501_C06_017E
Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 25 to 34 years!!High school graduate or higher,S1501_C06_017M
Estimate!!Percent Female!!Population 25 years and over!!Population 35 to 44 years,S1501_C06_019E
Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 35 to 44 years,S1501_C06_019M
Annotation of Estimate!!Total!!Population 25 years and over!!Population 65 years and over!!Bachelor's degree or higher,S1501_C01_027EA
Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 35 to 44 years!!High school graduate or higher,S1501_C06_020M
Estimate!!Percent Female!!Population 25 years and over!!Population 35 to 44 years!!High school graduate or higher,S1501_C06_020E
Annotation of Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher,S1501_C05_045MA
Annotation of Margin of Error!!Total MOE!!Population 25 years and over!!Population 65 years and over!!Bachelor's degree or higher,S1501_C01_027MA
Annotation of Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher,S1501_C02_050EA
Estimate!!Percent Female!!Population 25 years and over!!Population 65 years and over!!High school graduate or higher,S1501_C06_026E
Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 65 years and over!!High school graduate or higher,S1501_C06_026M
Estimate!!Percent Female!!Population 25 years and over!!Population 65 years and over,S1501_C06_025E
Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 65 years and over,S1501_C06_025M
Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone,S1501_C06_028E
Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone,S1501_C06_028M
Estimate!!Percent Female!!Population 25 years and over!!Population 65 years and over!!Bachelor's degree or higher,S1501_C06_027E
Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 65 years and over!!Bachelor's degree or higher,S1501_C06_027M
Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 45 to 64 years,S1501_C06_022M
Estimate!!Percent Female!!Population 25 years and over!!Population 45 to 64 years,S1501_C06_022E
Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 35 to 44 years!!Bachelor's degree or higher,S1501_C06_021M
Estimate!!Percent Female!!Population 25 years and over!!Population 35 to 44 years!!Bachelor's degree or higher,S1501_C06_021E
Annotation of Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher,S1501_C05_045EA
Annotation of Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher,S1501_C06_045EA
Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 45 to 64 years!!Bachelor's degree or higher,S1501_C06_024M
Estimate!!Percent Female!!Population 25 years and over!!Population 45 to 64 years!!Bachelor's degree or higher,S1501_C06_024E
Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 45 to 64 years!!High school graduate or higher,S1501_C06_023M
Estimate!!Percent Female!!Population 25 years and over!!Population 45 to 64 years!!High school graduate or higher,S1501_C06_023E
Annotation of Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone,S1501_C06_043MA
Annotation of Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races,S1501_C05_049EA
Annotation of Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher,S1501_C06_044EA
Annotation of Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher,S1501_C05_048MA
Annotation of Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher,S1501_C06_042EA
Annotation of Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher,S1501_C05_048EA
Annotation of Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C01_029EA
Annotation of Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher,S1501_C06_042MA
Annotation of Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C01_029MA
Margin of Error!!Percent Female MOE!!Population 18 to 24 years!!Less than high school graduate,S1501_C06_002M
Estimate!!Percent Female!!Population 18 to 24 years!!Less than high school graduate,S1501_C06_002E
Margin of Error!!Percent Female MOE!!Population 18 to 24 years,S1501_C06_001M
Annotation of Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher,S1501_C05_047MA
Estimate!!Percent Female!!Population 18 to 24 years,S1501_C06_001E
Estimate!!Percent Female!!Population 18 to 24 years!!Some college or associate's degree,S1501_C06_004E
Annotation of Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone,S1501_C06_043EA
Margin of Error!!Percent Female MOE!!Population 18 to 24 years!!Some college or associate's degree,S1501_C06_004M
Estimate!!Percent Female!!Population 18 to 24 years!!High school graduate (includes equivalency),S1501_C06_003E
Margin of Error!!Percent Female MOE!!Population 18 to 24 years!!High school graduate (includes equivalency),S1501_C06_003M
Annotation of Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher,S1501_C03_050MA
Annotation of Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher,S1501_C03_051MA
Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher,S1501_C06_054M
Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher,S1501_C06_054E
Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher,S1501_C06_053M
Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher,S1501_C06_053E
Margin of Error!!Percent Female MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency),S1501_C06_056M
Estimate!!Percent Female!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency),S1501_C06_056E
Margin of Error!!Percent Female MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate,S1501_C06_055M
Annotation of Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher,S1501_C05_042MA
Estimate!!Percent Female!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate,S1501_C06_055E
Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher,S1501_C06_050M
Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher,S1501_C06_050E
Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin,S1501_C06_052M
Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin,S1501_C06_052E
Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher,S1501_C06_051M
Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher,S1501_C06_051E
Annotation of Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher,S1501_C03_051EA
Annotation of Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher,S1501_C05_042EA
Estimate!!Percent Female!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher,S1501_C06_058E
Margin of Error!!Percent Female MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher,S1501_C06_058M
Margin of Error!!Percent Female MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree,S1501_C06_057M
Estimate!!Percent Female!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree,S1501_C06_057E
Estimate!!Percent Female!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings,S1501_C06_059E
Margin of Error!!Percent Female MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings,S1501_C06_059M
Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher,S1501_C04_050EA
Estimate!!Percent Female!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate,S1501_C06_060E
Annotation of Margin of Error!!Percent Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher,S1501_C04_050MA
Annotation of Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher,S1501_C05_041MA
Margin of Error!!Percent Female MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree,S1501_C06_062M
Estimate!!Percent Female!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree,S1501_C06_062E
Margin of Error!!Percent Female MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate,S1501_C06_060M
Margin of Error!!Percent Female MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency),S1501_C06_061M
Annotation of Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher,S1501_C05_041EA
Estimate!!Percent Female!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency),S1501_C06_061E
Annotation of Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher,S1501_C03_050EA
Annotation of Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races,S1501_C06_049EA
Margin of Error!!Percent Female MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree,S1501_C06_064M
Estimate!!Percent Female!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree,S1501_C06_064E
Margin of Error!!Percent Female MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree,S1501_C06_063M
Estimate!!Percent Female!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree,S1501_C06_063E
Annotation of Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races,S1501_C06_049MA
Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C06_029E
Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C06_029M
Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher,S1501_C04_051EA
Annotation of Margin of Error!!Percent Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher,S1501_C04_051MA
Annotation of Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher,S1501_C06_048EA
Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher,S1501_C06_030M
Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher,S1501_C06_030E
"Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher",S1501_C06_032M
"Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher",S1501_C06_032E
"Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino",S1501_C06_031M
"Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino",S1501_C06_031E
Annotation of Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher,S1501_C05_044MA
