School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,School Year
Boston - Pauline Agassiz Shaw Elementary School,00350014,      64,16.9,        184,53.8,46.2,81.5,23.9,17.4,00350000,69.0,0.5,25.5,0.5,2.2,0.0,2.2,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - Phineas Bates,00350278,     100,17.5,        246,45.9,54.1,50.4,26.8,33.7,00350000,29.7,4.9,32.1,28.9,0.4,0.0,4.1,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - Quincy Upper School,00350565,     188,19.8,        527,46.7,53.3,58.8,12.3,19.0,00350000,21.1,49.9,22.4,4.0,0.2,0.0,2.5,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - Rafael Hernandez,00350691,     171,21.6,        416,53.1,46.9,63.0,52.2,7.9,00350000,2.4,0.2,88.0,7.2,0.0,0.0,2.2,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - Richard J Murphy,00350240,     369,21.2,        932,46.1,53.9,52.2,25.6,16.6,00350000,18.4,46.8,20.1,11.1,0.3,0.1,3.3,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - Roger Clap,00350298,      44,16.9,        121,45.5,54.6,77.7,28.9,40.5,00350000,34.7,9.1,39.7,13.2,0.0,0.0,3.3,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - Samuel Adams,00350302,     139,12.4,        234,50.0,50.0,64.5,52.6,22.2,00350000,2.6,0.0,81.6,14.5,0.4,0.0,0.9,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - Samuel W Mason,00350304,      70,17.1,        242,43.0,56.6,76.5,21.9,35.1,00350000,52.1,1.2,33.1,5.8,0.8,0.0,7.0,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - Sarah Greenwood,00350308,     197,16.6,        415,47.5,52.5,80.2,49.4,25.3,00350000,19.8,0.2,76.6,1.5,0.0,0.2,1.7,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - Snowden International School at Copley,00350690,     147,19.4,        482,47.3,52.7,65.2,12.0,22.6,00350000,35.3,6.2,51.2,4.6,0.4,0.0,2.3,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - TechBoston Academy,00350657,     456,14.2,        943,44.9,55.0,71.4,23.5,21.6,00350000,63.6,2.6,28.3,2.6,0.3,0.0,2.7,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - The English High,00350535,     262,17.0,        655,42.9,57.0,71.8,36.3,22.9,00350000,35.9,1.1,58.6,3.1,0.2,0.2,1.1,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - Thomas J Kenny,00350328,     133,17.0,        297,46.1,53.9,61.6,21.2,30.3,00350000,35.0,10.4,23.9,24.6,0.7,0.0,5.4,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - UP Academy Holland,00350167,     242,21.5,        769,52.0,48.0,81.8,26.1,15.2,00350000,48.5,3.3,44.0,1.0,0.5,0.4,2.3,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - Urban Science Academy,00350579,      24,11.7,         70,44.3,55.7,62.9,14.3,21.4,00350000,51.4,0.0,41.4,5.7,0.0,0.0,1.4,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - Warren-Prescott,00350346,     250,19.1,        582,49.8,50.2,40.7,8.8,22.7,00350000,11.9,4.1,21.8,56.0,0.0,0.0,6.2,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - Washington Irving Middle,00350445,     153,13.1,        270,48.2,51.9,76.7,27.4,39.6,00350000,42.6,0.7,48.5,5.2,0.4,0.0,2.6,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - West Roxbury Academy,00350658,       0,0.0,          0,0.0,0.0,0.0,0.0,0.0,00350000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - William E Russell,00350366,     129,19.2,        395,47.6,52.4,73.2,50.1,11.7,00350000,27.1,11.4,56.5,2.0,0.3,0.5,2.3,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - William Ellery Channing,00350360,      85,14.0,        217,42.4,57.6,64.1,22.1,18.0,00350000,43.8,1.4,43.8,6.9,0.0,0.5,3.7,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - William H Ohrenberger,00350258,     322,19.9,        628,47.5,52.6,52.2,26.3,23.3,00350000,29.0,4.1,39.0,23.9,0.0,0.0,4.0,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - William McKinley,00350363,     377,6.6,        328,22.9,77.1,83.2,21.0,99.7,00350000,44.2,1.5,41.5,8.5,0.6,0.0,3.7,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - William Monroe Trotter,00350370,     180,18.3,        435,48.5,51.5,80.5,10.8,17.7,00350000,55.6,0.9,36.8,1.2,0.2,1.6,3.7,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - Winship Elementary,00350374,     108,18.6,        240,52.9,47.1,54.2,28.8,15.4,00350000,15.8,15.0,35.8,25.4,0.0,0.0,7.9,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston - Young Achievers,00350380,     192,15.9,        619,46.4,53.6,79.0,29.4,23.9,00350000,47.7,0.3,49.1,0.5,0.3,0.0,2.1,Boston,"       $1,260,411,345.13","          52,211.4","              $24,140.54","       $1,528,412,495.35","          66,445.7","              $23,002.43",2019
Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,     311,19.7,        721,49.4,50.6,35.2,4.9,16.6,04490000,33.6,1.8,18.2,43.4,0.3,0.0,2.8,Boston Collegiate Charter (District),"          $14,080,719.32",             698.7,"              $20,152.45","          $14,080,719.32",             698.7,"              $20,152.45",2019
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,04240505,     370,15.5,        437,49.9,50.1,70.5,13.7,36.8,04240000,47.4,0.7,44.9,5.5,0.5,0.0,1.1,Boston Day and Evening Academy Charter (District),"           $7,434,829.12",             387.4,"              $19,193.57","           $7,434,829.12",             387.4,"              $19,193.57",2019
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,04110305,     217,16.4,        483,48.7,51.4,65.0,15.5,31.7,04110000,43.7,1.7,43.5,7.7,0.2,0.4,2.9,Boston Green Academy Horace Mann Charter School (District),"           $7,747,679.43",             463.6,"              $16,710.59","           $7,747,679.43",             463.6,"              $16,710.59",2019
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,     242,19.7,        575,50.1,49.9,55.7,18.6,20.9,04160000,66.6,0.5,27.5,2.1,0.0,0.2,3.1,Boston Preparatory Charter Public (District),"          $11,548,735.42",             526.3,"              $21,942.42","          $11,548,735.42",             526.3,"              $21,942.42",2019
Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School,04810550,     312,18.8,        957,52.9,47.1,57.2,14.7,12.4,04810000,62.8,0.2,31.9,1.5,0.1,0.0,3.6,Boston Renaissance Charter Public (District),"          $20,531,117.00",             945.4,"              $21,718.01","          $20,531,117.00",             945.4,"              $21,718.01",2019
Bourne - Bourne High School,00360505,     207,15.2,        437,55.2,44.9,22.4,0.7,12.1,00360000,1.6,3.0,3.9,87.4,0.7,0.2,3.2,Bourne,"          $31,071,354.62","           1,943.4","              $15,988.14","          $36,231,140.62","           2,253.2","              $16,079.86",2019
Bourne - Bourne Intermediate School,00360030,     210,22.2,        466,53.2,46.8,27.5,1.1,19.7,00360000,2.4,1.1,6.9,85.6,0.4,0.2,3.4,Bourne,"          $31,071,354.62","           1,943.4","              $15,988.14","          $36,231,140.62","           2,253.2","              $16,079.86",2019
Bourne - Bourne Middle School,00360325,     284,20.2,        518,49.0,51.0,27.4,0.6,16.2,00360000,1.7,1.5,5.8,85.5,2.1,0.0,3.3,Bourne,"          $31,071,354.62","           1,943.4","              $15,988.14","          $36,231,140.62","           2,253.2","              $16,079.86",2019
Bourne - Bournedale Elementary School,00360005,     228,18.5,        468,48.9,51.1,30.6,0.2,20.5,00360000,1.7,1.9,5.3,85.7,0.4,0.0,4.9,Bourne,"          $31,071,354.62","           1,943.4","              $15,988.14","          $36,231,140.62","           2,253.2","              $16,079.86",2019
Boxford - Harry Lee Cole,00380005,     121,14.5,        326,48.5,51.5,6.4,2.5,18.4,00380000,0.0,1.8,4.6,86.8,0.0,0.0,6.8,Boxford,"          $13,779,964.00",             727.0,"              $18,954.56","          $14,443,245.00",             736.4,"              $19,613.31",2019
Boxford - Spofford Pond,00380013,     184,19.1,        422,46.9,53.1,5.2,1.0,16.4,00380000,1.0,5.2,2.6,85.3,0.2,0.0,5.7,Boxford,"          $13,779,964.00",             727.0,"              $18,954.56","          $14,443,245.00",             736.4,"              $19,613.31",2019
Braintree - Archie T Morrison,00400033,     257,16.1,        397,50.9,49.1,29.7,6.1,18.1,00400000,8.6,18.4,5.8,65.5,0.3,0.0,1.5,Braintree,"          $85,140,396.09","           5,868.9","              $14,507.04","          $91,634,068.26","           5,965.6","              $15,360.41",2019
Braintree - Braintree High,00400505,     841,17.2,"      1,853",50.3,49.7,20.6,4.7,22.2,00400000,5.0,19.7,4.5,68.9,0.1,0.2,1.7,Braintree,"          $85,140,396.09","           5,868.9","              $14,507.04","          $91,634,068.26","           5,965.6","              $15,360.41",2019
Braintree - Donald Ross,00400050,     146,18.8,        261,47.1,52.9,26.8,14.9,13.8,00400000,6.9,24.5,6.1,60.9,0.0,0.0,1.5,Braintree,"          $85,140,396.09","           5,868.9","              $14,507.04","          $91,634,068.26","           5,965.6","              $15,360.41",2019
Braintree - East Middle School,00400305,     421,16.9,        754,48.9,51.1,24.3,5.6,16.8,00400000,7.7,21.4,6.6,63.5,0.0,0.1,0.7,Braintree,"          $85,140,396.09","           5,868.9","              $14,507.04","          $91,634,068.26","           5,965.6","              $15,360.41",2019
Braintree - Highlands,00400015,     206,20.8,        416,48.8,51.2,10.8,7.2,16.1,00400000,1.7,21.2,3.4,72.4,0.5,0.0,1.0,Braintree,"          $85,140,396.09","           5,868.9","              $14,507.04","          $91,634,068.26","           5,965.6","              $15,360.41",2019
Braintree - Hollis,00400005,     318,14.1,        442,45.0,55.0,17.2,5.7,26.2,00400000,1.6,24.0,5.0,66.7,0.2,0.0,2.5,Braintree,"          $85,140,396.09","           5,868.9","              $14,507.04","          $91,634,068.26","           5,965.6","              $15,360.41",2019
Braintree - Liberty,00400025,     210,19.8,        401,48.1,51.9,13.2,8.2,14.0,00400000,2.5,28.9,4.5,60.1,0.0,0.5,3.5,Braintree,"          $85,140,396.09","           5,868.9","              $14,507.04","          $91,634,068.26","           5,965.6","              $15,360.41",2019
Braintree - Mary E Flaherty School,00400020,     171,19.3,        348,52.0,48.0,19.3,7.2,19.5,00400000,3.5,26.7,6.0,60.3,0.0,0.0,3.5,Braintree,"          $85,140,396.09","           5,868.9","              $14,507.04","          $91,634,068.26","           5,965.6","              $15,360.41",2019
Braintree - Monatiquot Kindergarten Center,00400009,     105,19.4,        261,44.1,55.9,23.8,16.1,14.6,00400000,3.1,26.4,5.0,62.8,0.8,0.0,1.9,Braintree,"          $85,140,396.09","           5,868.9","              $14,507.04","          $91,634,068.26","           5,965.6","              $15,360.41",2019
Braintree - South Middle School,00400310,     361,17.7,        695,52.2,47.6,13.1,2.2,22.6,00400000,4.2,19.9,3.6,71.5,0.3,0.0,0.6,Braintree,"          $85,140,396.09","           5,868.9","              $14,507.04","          $91,634,068.26","           5,965.6","              $15,360.41",2019
Brewster - Eddy Elementary,00410010,     134,20.6,        245,47.8,52.2,25.3,5.3,20.0,00410000,3.3,0.8,7.4,83.3,0.0,0.0,5.3,Brewster,"          $10,008,972.00",             472.3,"              $21,191.98","          $10,605,962.00",             504.9,"              $21,006.06",2019
Brewster - Stony Brook Elementary,00410005,     121,17.2,        228,47.4,52.6,36.8,5.3,24.1,00410000,1.3,0.0,11.0,81.1,0.0,0.0,6.6,Brewster,"          $10,008,972.00",             472.3,"              $21,191.98","          $10,605,962.00",             504.9,"              $21,006.06",2019
Bridge Boston Charter School (District) - Bridge Boston Charter School,04170205,     112,16.7,        335,51.9,48.1,66.0,25.4,22.7,04170000,67.8,0.9,26.3,2.1,0.0,0.0,3.0,Bridge Boston Charter School (District),"           $7,849,388.00",             334.4,"              $23,471.65","           $7,849,388.00",             334.4,"              $23,471.65",2019
Bridgewater-Raynham - Bridgewater Middle School,06250320,     177,25.4,        557,47.4,52.6,20.7,2.3,14.2,06250000,7.4,1.1,1.8,82.6,0.2,0.2,6.8,Bridgewater-Raynham,"          $69,916,835.93","           5,369.2","              $13,021.83","          $77,334,374.93","           5,625.8","              $13,746.38",2019
Bridgewater-Raynham - Bridgewater-Raynham Regional,06250505,     573,16.7,"      1,385",51.1,48.9,14.8,1.2,10.2,06250000,5.7,2.2,1.4,85.7,0.1,0.1,4.9,Bridgewater-Raynham,"          $69,916,835.93","           5,369.2","              $13,021.83","          $77,334,374.93","           5,625.8","              $13,746.38",2019
Bridgewater-Raynham - Laliberte Elementary School,06250050,     160,24.0,        533,49.7,50.3,21.2,3.2,13.7,06250000,7.9,2.3,2.4,84.1,0.0,0.0,3.4,Bridgewater-Raynham,"          $69,916,835.93","           5,369.2","              $13,021.83","          $77,334,374.93","           5,625.8","              $13,746.38",2019
Bridgewater-Raynham - Merrill Elementary School,06250020,      99,23.6,        333,47.8,52.3,20.1,2.1,14.7,06250000,5.1,3.0,4.5,82.6,0.0,0.0,4.8,Bridgewater-Raynham,"          $69,916,835.93","           5,369.2","              $13,021.83","          $77,334,374.93","           5,625.8","              $13,746.38",2019
Bridgewater-Raynham - Mitchell Elementary School,06250002,     337,22.0,"      1,199",45.3,54.7,21.3,5.2,19.5,06250000,6.2,2.8,4.9,81.1,0.1,0.2,4.8,Bridgewater-Raynham,"          $69,916,835.93","           5,369.2","              $13,021.83","          $77,334,374.93","           5,625.8","              $13,746.38",2019
Bridgewater-Raynham - Raynham Middle School,06250315,     231,22.8,        672,47.8,52.1,18.2,1.6,14.7,06250000,7.6,3.1,1.0,84.8,0.2,0.0,3.3,Bridgewater-Raynham,"          $69,916,835.93","           5,369.2","              $13,021.83","          $77,334,374.93","           5,625.8","              $13,746.38",2019
Bridgewater-Raynham - Therapeutic Day School,06250415,      15,2.9,         12,41.7,58.3,50.0,0.0,100.0,06250000,8.3,0.0,0.0,83.3,0.0,0.0,8.3,Bridgewater-Raynham,"          $69,916,835.93","           5,369.2","              $13,021.83","          $77,334,374.93","           5,625.8","              $13,746.38",2019
Bridgewater-Raynham - Williams Intermediate School,06250300,     263,20.7,        722,48.6,51.4,16.6,2.6,20.6,06250000,7.6,1.8,2.1,83.7,0.0,0.0,4.9,Bridgewater-Raynham,"          $69,916,835.93","           5,369.2","              $13,021.83","          $77,334,374.93","           5,625.8","              $13,746.38",2019
Brimfield - Brimfield Elementary,00430005,      81,18.9,        311,51.1,48.9,24.1,1.3,15.8,00430000,1.3,1.0,3.5,93.6,0.3,0.0,0.3,Brimfield,"           $4,344,351.00",             294.7,"              $14,741.61","           $4,856,663.00",             304.4,"              $15,954.87",2019
Bristol County Agricultural - Bristol County Agricultural High,09100705,     235,17.4,        451,71.2,28.4,23.1,0.0,11.8,09100000,1.8,0.4,4.7,91.6,0.0,0.2,1.3,Bristol County Agricultural,"          $12,399,742.40",             450.3,"              $27,536.63","          $12,399,742.40",             450.3,"              $27,536.63",2019
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,08100605,     969,17.5,"      1,290",43.0,57.0,27.8,0.3,18.3,08100000,2.9,0.7,6.2,85.7,0.6,0.0,3.9,Bristol-Plymouth Regional Vocational Technical,"          $25,076,215.32","           1,289.6","              $19,444.96","          $25,151,441.32","           1,304.3","              $19,283.48",2019
Brockton - Ashfield Middle School,00440421,     239,22.9,        596,49.3,50.7,54.7,22.2,15.1,00440000,50.3,3.9,12.6,28.9,1.0,0.3,3.0,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - Barrett Russell Early Childhood Center,00440008,      29,10.0,        285,42.1,57.9,53.7,6.7,63.5,00440000,53.0,0.7,19.3,21.1,0.4,0.4,5.3,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - Brockton Champion High School,00440515,      81,9.1,        119,44.5,55.5,74.0,16.8,63.0,00440000,45.4,0.0,25.2,20.2,0.0,1.7,7.6,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - Brockton High,00440505,"   1,956",18.1,"      4,079",46.7,53.3,56.5,25.4,12.1,00440000,63.6,2.4,14.4,15.2,0.4,0.2,3.8,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - Brookfield,00440010,     248,18.0,        533,50.1,49.9,61.4,36.4,16.7,00440000,61.2,1.1,9.9,21.6,0.2,0.2,5.8,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - Downey,00440110,     312,16.0,        615,43.9,56.1,69.1,12.7,35.8,00440000,56.8,1.3,18.1,17.1,0.5,0.5,5.9,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - Dr W Arnone Community School,00440001,     297,20.0,        782,43.1,56.9,68.9,18.4,24.9,00440000,61.6,0.4,20.0,10.5,0.4,0.0,7.2,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - East Middle School,00440405,     478,21.0,        678,47.5,52.5,68.4,39.7,18.1,00440000,68.3,1.2,14.2,12.2,0.4,0.0,3.7,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - Edgar B Davis,00440023,     524,22.5,"      1,048",50.8,49.2,69.6,24.8,8.4,00440000,67.4,0.5,14.0,11.5,0.4,0.4,5.9,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - Edison Academy,00440520,     195,8.7,        326,41.4,58.6,67.8,48.5,11.0,00440000,67.8,0.9,18.4,10.4,0.0,0.3,2.2,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - Frederick Douglass Academy,00440080,      50,7.6,         45,44.4,55.6,73.3,22.2,35.6,00440000,60.0,0.0,20.0,13.3,0.0,0.0,6.7,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - Gilmore Elementary School,00440055,     175,22.2,        450,51.8,48.2,73.8,43.1,6.4,00440000,83.1,0.4,10.9,1.6,0.4,0.0,3.6,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - Hancock,00440045,     199,22.2,        525,52.8,47.2,49.5,11.8,10.5,00440000,50.1,3.1,12.8,27.2,0.2,0.2,6.5,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - Huntington Therapeutic Day School,00440400,     157,6.3,         74,25.7,74.3,81.1,16.2,100.0,00440000,47.3,1.4,20.3,24.3,1.4,0.0,5.4,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - John F Kennedy,00440017,     233,21.6,        600,50.7,49.3,54.5,35.7,11.8,00440000,60.7,2.8,9.7,20.7,0.0,0.3,5.8,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - Joseph F. Plouffe Academy,00440422,     417,24.2,        781,51.0,49.0,55.3,16.3,15.1,00440000,41.2,3.5,30.4,19.9,0.4,0.0,4.7,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - Louis F Angelo Elementary,00440065,     363,20.9,        867,46.8,53.2,64.6,31.3,19.0,00440000,55.8,5.1,14.1,20.7,0.4,0.1,3.9,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - Manthala George Jr. School,00440003,     355,21.9,        929,49.2,50.8,68.7,44.9,12.8,00440000,42.3,0.3,44.8,9.4,0.3,0.1,2.8,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - Mary E. Baker School,00440002,     360,15.7,        670,46.4,53.6,54.3,18.4,21.0,00440000,48.7,1.6,15.8,27.3,0.3,0.3,6.0,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - North Middle School,00440410,      77,20.0,        168,37.5,62.5,67.3,15.5,17.9,00440000,66.1,1.8,18.5,10.1,0.6,0.0,3.0,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - Oscar F Raymond,00440078,     346,20.6,        836,47.5,52.5,78.8,36.0,14.7,00440000,79.2,1.1,10.9,6.2,0.1,0.1,2.4,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - South Middle School,00440415,     456,20.0,        641,43.2,56.8,64.7,34.8,15.1,00440000,66.0,1.1,15.6,12.6,0.0,0.0,4.7,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brockton - West Middle School,00440420,     470,23.4,        710,46.6,53.4,58.0,10.7,19.7,00440000,60.4,3.1,12.7,19.6,0.6,0.1,3.5,Brockton,"         $245,238,171.92","          16,225.4","              $15,114.46","         $271,418,388.13","          17,798.9","              $15,249.17",2019
Brooke Charter School (District) - Brooke Charter School,04280305,     837,19.1,"      1,968",53.1,46.9,51.3,7.6,10.7,04280000,53.8,1.8,38.3,4.1,0.2,0.0,1.9,Brooke Charter School (District),"          $37,696,437.47","           1,844.8","              $20,434.44","          $37,696,437.47","           1,844.8","              $20,434.44",2019
Brookfield - Brookfield Elementary,00450005,      77,19.9,        307,46.9,53.1,31.6,0.3,13.4,00450000,0.3,0.0,5.5,90.2,0.0,0.0,3.9,Brookfield,"           $3,950,799.00",             318.4,"              $12,408.29","           $4,239,249.00",             325.9,"              $13,007.82",2019
Brookline - Brookline Early Education Program at Beacon,00460001,       5,12.0,         60,41.7,58.3,1.7,5.0,26.7,00460000,1.7,30.0,3.3,48.3,0.0,0.0,16.7,Brookline,"         $155,846,461.00","           7,863.5","              $19,818.97","         $162,641,415.00","           7,939.0","              $20,486.39",2019
Brookline - Brookline Early Education Program at Clark Road,00460003,       3,9.7,         29,48.3,51.7,3.5,10.3,20.7,00460000,3.5,34.5,6.9,41.4,0.0,0.0,13.8,Brookline,"         $155,846,461.00","           7,863.5","              $19,818.97","         $162,641,415.00","           7,939.0","              $20,486.39",2019
Brookline - Brookline Early Education Program at Putterham,00460002,       5,13.0,         65,46.2,53.9,6.2,9.2,30.8,00460000,4.6,23.1,7.7,52.3,0.0,0.0,12.3,Brookline,"         $155,846,461.00","           7,863.5","              $19,818.97","         $162,641,415.00","           7,939.0","              $20,486.39",2019
Brookline - Brookline High,00460505,"   1,190",13.8,"      2,091",48.8,50.7,11.6,2.6,17.3,00460000,7.9,16.4,11.5,54.4,0.0,0.1,9.7,Brookline,"         $155,846,461.00","           7,863.5","              $19,818.97","         $162,641,415.00","           7,939.0","              $20,486.39",2019
Brookline - Coolidge Corner School,00460015,     554,17.9,        918,49.1,50.7,12.6,14.8,15.0,00460000,5.1,14.6,12.2,58.0,0.0,0.0,10.1,Brookline,"         $155,846,461.00","           7,863.5","              $19,818.97","         $162,641,415.00","           7,939.0","              $20,486.39",2019
Brookline - Edith C Baker,00460005,     457,18.2,        749,49.7,50.3,9.1,16.3,16.7,00460000,5.5,30.3,8.1,48.2,0.1,0.0,7.7,Brookline,"         $155,846,461.00","           7,863.5","              $19,818.97","         $162,641,415.00","           7,939.0","              $20,486.39",2019
Brookline - Heath,00460025,     308,18.9,        568,49.8,50.2,4.4,5.1,11.4,00460000,4.1,17.3,9.2,59.0,0.0,0.0,10.6,Brookline,"         $155,846,461.00","           7,863.5","              $19,818.97","         $162,641,415.00","           7,939.0","              $20,486.39",2019
Brookline - John D Runkle,00460045,     325,19.7,        599,47.6,52.4,7.9,11.9,19.4,00460000,3.0,16.0,11.9,57.3,0.0,0.0,11.9,Brookline,"         $155,846,461.00","           7,863.5","              $19,818.97","         $162,641,415.00","           7,939.0","              $20,486.39",2019
Brookline - Lawrence,00460030,     414,17.9,        666,48.4,51.4,7.7,20.0,15.8,00460000,4.8,29.4,9.9,46.4,0.0,0.3,9.2,Brookline,"         $155,846,461.00","           7,863.5","              $19,818.97","         $162,641,415.00","           7,939.0","              $20,486.39",2019
Brookline - Michael Driscoll,00460020,     335,19.3,        595,47.9,52.1,5.9,11.4,16.1,00460000,3.9,19.3,7.2,55.8,0.0,0.0,13.8,Brookline,"         $155,846,461.00","           7,863.5","              $19,818.97","         $162,641,415.00","           7,939.0","              $20,486.39",2019
Brookline - Pierce,00460040,     529,17.7,        843,51.1,48.8,7.7,16.4,10.4,00460000,4.3,25.2,10.0,50.3,0.0,0.0,10.3,Brookline,"         $155,846,461.00","           7,863.5","              $19,818.97","         $162,641,415.00","           7,939.0","              $20,486.39",2019
