School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,School Year
Brockton - Oscar F Raymond,00440078,     363,18.9,        806,47.8,52.2,40.0,20.8,85.5,00440000,78.0,1.0,11.7,6.0,0.3,0.4,2.7,Brockton,"         $308,511,731.70","          15,127.8","              $20,393.69","         $346,500,308.50","          17,037.3","              $20,337.75",2022
Brockton - PROMISE College and Career Academy,00440525,      67,9.8,         39,43.6,56.4,12.8,10.3,59.0,00440000,46.2,2.6,33.3,18.0,0.0,0.0,0.0,Brockton,"         $308,511,731.70","          15,127.8","              $20,393.69","         $346,500,308.50","          17,037.3","              $20,337.75",2022
Brockton - Plouffe Middle School,00440422,     359,20.1,        706,49.9,50.1,30.6,17.9,75.1,00440000,39.0,2.4,43.9,10.3,0.3,0.1,4.0,Brockton,"         $308,511,731.70","          15,127.8","              $20,393.69","         $346,500,308.50","          17,037.3","              $20,337.75",2022
Brockton - South Middle School,00440415,     308,15.5,        549,45.9,54.1,32.6,18.9,78.3,00440000,67.2,1.6,13.1,12.9,0.0,0.0,5.1,Brockton,"         $308,511,731.70","          15,127.8","              $20,393.69","         $346,500,308.50","          17,037.3","              $20,337.75",2022
Brockton - West Middle School,00440420,     363,17.4,        573,48.0,52.0,9.4,20.8,64.1,00440000,56.2,1.8,16.1,18.0,0.2,0.0,7.9,Brockton,"         $308,511,731.70","          15,127.8","              $20,393.69","         $346,500,308.50","          17,037.3","              $20,337.75",2022
Brooke Charter School (District) - Brooke Charter School,04280305,     907,19.2,"      2,215",51.5,48.2,8.4,14.2,62.5,04280000,50.0,1.5,41.4,4.1,0.2,0.1,2.7,Brooke Charter School (District),"          $40,108,649.51","           2,150.0","              $18,655.45","          $40,108,649.51","           2,150.0","              $18,655.45",2022
Brookfield - Brookfield Elementary,00450005,      77,19.2,        292,48.0,52.1,1.0,14.7,40.1,00450000,2.1,0.3,5.1,87.3,0.0,0.0,5.1,Brookfield,"           $4,428,984.00",             279.9,"              $15,823.45","           $4,786,974.00",             292.4,"              $16,371.32",2022
Brookline - Brookline Early Education Program at Beacon,00460001,       5,12.0,         60,35.0,65.0,11.7,35.0,15.0,00460000,3.3,30.0,10.0,43.3,0.0,0.0,13.3,Brookline,"         $175,203,822.00","           7,034.1","              $24,907.78","         $183,509,688.00","           7,112.2","              $25,802.10",2022
Brookline - Brookline Early Education Program at Clark Road,00460003,       6,12.7,         76,43.4,56.6,11.8,26.3,10.5,00460000,2.6,14.5,22.4,43.4,0.0,0.0,17.1,Brookline,"         $175,203,822.00","           7,034.1","              $24,907.78","         $183,509,688.00","           7,112.2","              $25,802.10",2022
Brookline - Brookline Early Education Program at Putterham,00460002,       4,13.8,         55,41.8,58.2,12.7,32.7,12.7,00460000,10.9,20.0,7.3,52.7,0.0,0.0,9.1,Brookline,"         $175,203,822.00","           7,034.1","              $24,907.78","         $183,509,688.00","           7,112.2","              $25,802.10",2022
Brookline - Brookline High,00460505,"   1,157",14.5,"      2,079",49.7,49.4,2.8,18.3,15.2,00460000,7.3,16.4,13.1,53.1,0.1,0.1,10.1,Brookline,"         $175,203,822.00","           7,034.1","              $24,907.78","         $183,509,688.00","           7,112.2","              $25,802.10",2022
Brookline - Edith C Baker,00460005,     404,17.7,        677,48.9,51.1,18.8,17.3,14.9,00460000,7.2,27.2,9.9,44.3,0.2,0.0,11.2,Brookline,"         $175,203,822.00","           7,034.1","              $24,907.78","         $183,509,688.00","           7,112.2","              $25,802.10",2022
Brookline - Florida Ruffin Ridley School,00460015,     465,18.9,        852,51.6,48.4,17.3,16.0,17.7,00460000,5.2,16.7,10.8,56.3,0.0,0.0,11.0,Brookline,"         $175,203,822.00","           7,034.1","              $24,907.78","         $183,509,688.00","           7,112.2","              $25,802.10",2022
Brookline - Heath,00460025,     281,17.1,        453,48.8,51.2,8.0,16.8,12.6,00460000,4.6,15.9,10.6,55.6,0.0,0.0,13.3,Brookline,"         $175,203,822.00","           7,034.1","              $24,907.78","         $183,509,688.00","           7,112.2","              $25,802.10",2022
Brookline - John D Runkle,00460045,     290,17.6,        504,45.8,54.0,11.5,23.6,10.9,00460000,4.2,14.7,13.1,53.4,0.0,0.0,14.7,Brookline,"         $175,203,822.00","           7,034.1","              $24,907.78","         $183,509,688.00","           7,112.2","              $25,802.10",2022
Brookline - Lawrence,00460030,     380,17.5,        618,52.1,47.9,21.8,17.0,12.6,00460000,4.9,32.0,8.9,43.0,0.0,0.2,11.0,Brookline,"         $175,203,822.00","           7,034.1","              $24,907.78","         $183,509,688.00","           7,112.2","              $25,802.10",2022
Brookline - Michael Driscoll,00460020,     287,17.1,        472,46.2,53.8,11.0,14.8,12.3,00460000,5.7,19.3,10.8,50.6,0.0,0.0,13.6,Brookline,"         $175,203,822.00","           7,034.1","              $24,907.78","         $183,509,688.00","           7,112.2","              $25,802.10",2022
Brookline - Pierce,00460040,     400,18.3,        692,51.3,48.0,13.9,14.7,12.4,00460000,5.5,24.1,11.1,47.1,0.0,0.0,12.1,Brookline,"         $175,203,822.00","           7,034.1","              $24,907.78","         $183,509,688.00","           7,112.2","              $25,802.10",2022
Brookline - The Lynch Center,00460060,       5,11.6,         58,39.7,60.3,12.1,41.4,29.3,00460000,12.1,24.1,17.2,34.5,0.0,0.0,12.1,Brookline,"         $175,203,822.00","           7,034.1","              $24,907.78","         $183,509,688.00","           7,112.2","              $25,802.10",2022
Brookline - William H Lincoln,00460035,     322,15.7,        478,51.1,49.0,18.4,25.5,19.5,00460000,12.1,25.5,12.3,39.5,0.6,0.0,9.8,Brookline,"         $175,203,822.00","           7,034.1","              $24,907.78","         $183,509,688.00","           7,112.2","              $25,802.10",2022
Burlington - Burlington High,00480505,     562,12.8,"      1,010",47.1,52.6,9.0,11.5,18.8,00480000,8.9,18.3,11.1,58.6,0.4,0.0,2.7,Burlington,"          $79,817,285.00","           3,465.4","              $23,032.63","          $90,841,699.00","           3,591.0","              $25,297.05",2022
Burlington - Fox Hill,00480007,     205,16.7,        433,52.0,48.0,7.6,14.3,18.7,00480000,5.8,16.4,7.9,63.5,0.5,0.0,6.0,Burlington,"          $79,817,285.00","           3,465.4","              $23,032.63","          $90,841,699.00","           3,591.0","              $25,297.05",2022
Burlington - Francis Wyman Elementary,00480035,     259,15.2,        499,49.7,50.3,7.6,16.2,21.0,00480000,11.6,13.0,7.0,62.7,0.0,0.0,5.6,Burlington,"          $79,817,285.00","           3,465.4","              $23,032.63","          $90,841,699.00","           3,591.0","              $25,297.05",2022
Burlington - Marshall Simonds Middle,00480303,     557,17.5,        840,50.1,49.4,4.6,16.1,21.1,00480000,7.0,17.6,10.5,60.0,0.1,0.0,4.8,Burlington,"          $79,817,285.00","           3,465.4","              $23,032.63","          $90,841,699.00","           3,591.0","              $25,297.05",2022
Burlington - Memorial,00480015,     190,16.7,        399,49.1,50.9,11.0,14.3,24.3,00480000,5.0,19.1,10.5,58.7,0.0,0.0,6.8,Burlington,"          $79,817,285.00","           3,465.4","              $23,032.63","          $90,841,699.00","           3,591.0","              $25,297.05",2022
Burlington - Pine Glen Elementary,00480020,     167,15.8,        332,47.3,52.7,15.1,19.3,16.0,00480000,5.1,24.1,7.5,58.1,0.0,0.0,5.1,Burlington,"          $79,817,285.00","           3,465.4","              $23,032.63","          $90,841,699.00","           3,591.0","              $25,297.05",2022
Cambridge - Amigos School,00490006,     194,18.7,        404,49.5,50.3,8.2,12.1,26.0,00490000,4.7,3.5,51.2,33.4,0.0,0.0,7.2,Cambridge,"         $231,949,471.40","           6,638.9","              $34,937.94","         $268,520,448.80","           7,314.2","              $36,712.21",2022
Cambridge - Cambridge Rindge and Latin,00490506,"   1,150",14.5,"      1,910",50.9,48.5,5.0,19.6,37.7,00490000,26.2,11.2,15.4,37.0,0.3,0.0,9.9,Cambridge,"         $231,949,471.40","           6,638.9","              $34,937.94","         $268,520,448.80","           7,314.2","              $36,712.21",2022
Cambridge - Cambridge Street Upper School,00490305,     231,15.6,        297,50.2,49.5,2.7,29.0,45.5,00490000,26.9,11.8,11.5,39.1,0.3,0.0,10.4,Cambridge,"         $231,949,471.40","           6,638.9","              $34,937.94","         $268,520,448.80","           7,314.2","              $36,712.21",2022
Cambridge - Cambridgeport,00490007,     127,17.1,        266,50.4,48.5,5.6,19.2,29.7,00490000,19.2,9.8,7.9,49.6,0.0,0.4,13.2,Cambridge,"         $231,949,471.40","           6,638.9","              $34,937.94","         $268,520,448.80","           7,314.2","              $36,712.21",2022
Cambridge - Fletcher/Maynard Academy,00490090,     228,10.3,        248,41.5,58.5,10.9,36.3,66.1,00490000,52.4,7.3,21.0,10.1,0.4,0.0,8.9,Cambridge,"         $231,949,471.40","           6,638.9","              $34,937.94","         $268,520,448.80","           7,314.2","              $36,712.21",2022
Cambridge - Graham and Parks,00490080,     181,15.3,        375,46.7,53.3,36.5,21.1,29.9,00490000,14.7,17.9,9.3,50.4,0.3,0.0,7.5,Cambridge,"         $231,949,471.40","           6,638.9","              $34,937.94","         $268,520,448.80","           7,314.2","              $36,712.21",2022
Cambridge - Haggerty,00490020,     110,16.2,        244,52.9,47.1,13.9,28.7,35.7,00490000,15.6,23.8,11.5,42.2,0.4,0.0,6.6,Cambridge,"         $231,949,471.40","           6,638.9","              $34,937.94","         $268,520,448.80","           7,314.2","              $36,712.21",2022
Cambridge - John M Tobin,00490065,     293,7.5,        324,46.9,53.1,4.3,30.3,28.1,00490000,22.5,16.7,9.3,38.9,0.0,0.0,12.7,Cambridge,"         $231,949,471.40","           6,638.9","              $34,937.94","         $268,520,448.80","           7,314.2","              $36,712.21",2022
Cambridge - Kennedy-Longfellow,00490040,     163,10.8,        205,47.8,52.2,44.4,23.4,54.6,00490000,23.9,23.4,22.0,23.4,0.0,0.0,7.3,Cambridge,"         $231,949,471.40","           6,638.9","              $34,937.94","         $268,520,448.80","           7,314.2","              $36,712.21",2022
Cambridge - King Open,00490035,     238,12.9,        366,48.1,51.9,9.3,27.1,39.3,00490000,24.0,13.7,13.4,35.5,0.0,0.0,13.4,Cambridge,"         $231,949,471.40","           6,638.9","              $34,937.94","         $268,520,448.80","           7,314.2","              $36,712.21",2022
Cambridge - Maria L. Baldwin,00490005,     194,15.2,        348,51.2,48.9,6.9,19.8,19.5,00490000,10.6,8.9,9.5,56.6,0.0,0.0,14.4,Cambridge,"         $231,949,471.40","           6,638.9","              $34,937.94","         $268,520,448.80","           7,314.2","              $36,712.21",2022
Cambridge - Martin Luther King Jr.,00490030,     182,15.6,        322,49.4,50.6,10.3,18.6,20.2,00490000,12.4,34.8,4.4,23.6,0.0,0.0,24.8,Cambridge,"         $231,949,471.40","           6,638.9","              $34,937.94","         $268,520,448.80","           7,314.2","              $36,712.21",2022
Cambridge - Morse,00490045,     157,14.7,        308,48.1,52.0,9.1,30.5,36.0,00490000,26.3,8.8,9.1,44.2,0.0,0.0,11.7,Cambridge,"         $231,949,471.40","           6,638.9","              $34,937.94","         $268,520,448.80","           7,314.2","              $36,712.21",2022
Cambridge - Peabody,00490050,     135,19.6,        318,48.1,51.9,9.4,27.4,31.1,00490000,24.8,15.1,8.5,43.7,0.0,0.0,7.9,Cambridge,"         $231,949,471.40","           6,638.9","              $34,937.94","         $268,520,448.80","           7,314.2","              $36,712.21",2022
Cambridge - Putnam Avenue Upper School,00490310,     133,17.8,        248,47.2,52.8,3.6,25.4,52.4,00490000,31.5,15.3,11.3,26.6,1.2,0.0,14.1,Cambridge,"         $231,949,471.40","           6,638.9","              $34,937.94","         $268,520,448.80","           7,314.2","              $36,712.21",2022
Cambridge - Rindge Avenue Upper School,00490315,     140,21.9,        281,47.7,51.6,2.9,18.2,29.9,00490000,23.1,9.6,10.3,49.8,0.0,0.0,7.1,Cambridge,"         $231,949,471.40","           6,638.9","              $34,937.94","         $268,520,448.80","           7,314.2","              $36,712.21",2022
Cambridge - Vassal Lane Upper School,00490320,     147,16.3,        282,47.9,51.8,17.0,25.2,39.4,00490000,24.1,18.4,11.0,36.5,0.0,0.0,9.9,Cambridge,"         $231,949,471.40","           6,638.9","              $34,937.94","         $268,520,448.80","           7,314.2","              $36,712.21",2022
Canton - Canton High,00500505,     534,15.0,        907,54.7,45.0,1.1,13.5,20.8,00500000,14.2,10.5,4.7,65.4,0.2,0.1,4.9,Canton,"          $58,337,819.72","           3,243.2","              $17,987.73","          $66,364,161.64","           3,346.8","              $19,829.14",2022
Canton - Dean S Luce,00500020,     433,18.2,        454,47.8,52.2,8.4,17.4,24.2,00500000,10.4,9.7,7.1,64.8,0.2,0.0,7.9,Canton,"          $58,337,819.72","           3,243.2","              $17,987.73","          $66,364,161.64","           3,346.8","              $19,829.14",2022
Canton - John F Kennedy,00500017,     434,19.2,        477,47.0,53.0,4.8,13.8,15.9,00500000,6.7,8.4,6.5,69.8,0.0,0.0,8.6,Canton,"          $58,337,819.72","           3,243.2","              $17,987.73","          $66,364,161.64","           3,346.8","              $19,829.14",2022
Canton - Lt Peter M Hansen,00500012,     435,21.2,        537,46.7,53.3,2.8,16.2,22.7,00500000,11.0,11.2,9.5,58.9,0.2,0.4,8.9,Canton,"          $58,337,819.72","           3,243.2","              $17,987.73","          $66,364,161.64","           3,346.8","              $19,829.14",2022
Canton - Rodman Early Childhood Center,00500010,      32,12.8,        102,42.2,57.8,0.0,43.1,25.5,00500000,7.8,22.6,6.9,54.9,0.0,0.0,7.8,Canton,"          $58,337,819.72","           3,243.2","              $17,987.73","          $66,364,161.64","           3,346.8","              $19,829.14",2022
Canton - Wm H Galvin Middle,00500305,     486,16.4,        749,51.5,48.5,2.4,16.2,23.1,00500000,13.5,11.2,8.1,60.8,0.0,0.4,6.0,Canton,"          $58,337,819.72","           3,243.2","              $17,987.73","          $66,364,161.64","           3,346.8","              $19,829.14",2022
Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School,04320530,     192,16.9,        249,51.4,48.6,0.0,20.9,22.9,04320000,2.0,1.6,2.4,92.4,0.4,0.0,1.2,Cape Cod Lighthouse Charter (District),"           $4,346,956.29",             249.3,"              $17,440.15","           $4,346,956.29",             249.3,"              $17,440.15",2022
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,08150605,     395,16.0,        676,38.2,61.7,2.1,20.6,45.0,08150000,5.8,1.0,11.1,76.8,1.0,0.3,4.0,Cape Cod Regional Vocational Technical,"          $17,291,586.50",             641.2,"              $26,967.54","          $17,339,309.50",             644.1,"              $26,920.21",2022
Carlisle - Carlisle School,00510025,     313,17.1,        605,49.4,50.4,2.2,13.7,5.1,00510000,0.3,12.2,6.1,72.2,0.0,0.5,8.6,Carlisle,"          $13,645,333.00",             621.5,"              $21,955.48","          $14,261,370.00",             629.5,"              $22,655.08",2022
Carver - Carver Elementary School,00520015,     422,19.0,        794,50.5,49.5,2.9,17.0,30.0,00520000,1.9,0.5,3.4,90.8,0.3,0.0,3.2,Carver,"          $26,892,776.00","           1,511.4","              $17,793.29","          $29,793,748.00","           1,611.1","              $18,492.80",2022
Carver - Carver Middle/High School,00520405,     499,14.2,        765,46.8,53.1,0.5,21.6,33.5,00520000,2.4,0.5,3.5,91.6,0.4,0.0,1.6,Carver,"          $26,892,776.00","           1,511.4","              $17,793.29","          $29,793,748.00","           1,611.1","              $18,492.80",2022
Central Berkshire - Becket Washington School,06350005,      50,15.2,        114,51.8,48.3,0.9,28.1,58.8,06350000,0.0,0.0,7.0,89.5,0.0,0.0,3.5,Central Berkshire,"          $28,242,831.00","           1,544.7","              $18,283.70","          $31,389,895.03","           1,759.6","              $17,839.22",2022
Central Berkshire - Craneville,06350025,     178,20.2,        443,48.5,51.2,0.9,17.6,45.2,06350000,0.7,1.1,7.7,84.9,0.0,0.0,5.6,Central Berkshire,"          $28,242,831.00","           1,544.7","              $18,283.70","          $31,389,895.03","           1,759.6","              $17,839.22",2022
Central Berkshire - Kittredge,06350035,      56,19.0,        163,50.9,49.1,0.6,22.1,38.7,06350000,0.0,0.0,3.7,92.6,0.0,0.0,3.7,Central Berkshire,"          $28,242,831.00","           1,544.7","              $18,283.70","          $31,389,895.03","           1,759.6","              $17,839.22",2022
Central Berkshire - Nessacus Regional Middle School,06350305,     183,20.6,        349,48.7,51.3,0.3,20.1,43.6,06350000,0.6,1.2,4.6,88.0,0.0,0.0,5.7,Central Berkshire,"          $28,242,831.00","           1,544.7","              $18,283.70","          $31,389,895.03","           1,759.6","              $17,839.22",2022
Central Berkshire - Wahconah Regional High,06350505,     263,13.8,        483,49.9,50.1,1.0,12.0,35.0,06350000,0.8,0.4,4.1,91.7,0.0,0.0,2.9,Central Berkshire,"          $28,242,831.00","           1,544.7","              $18,283.70","          $31,389,895.03","           1,759.6","              $17,839.22",2022
Chelmsford - Byam School,00560030,     169,21.5,        511,48.1,51.9,8.0,19.0,17.8,00560000,3.7,13.7,11.7,65.8,0.0,0.0,5.1,Chelmsford,"          $80,101,946.00","           4,995.6","              $16,034.50","          $87,973,130.00","           5,233.9","              $16,808.33",2022
Chelmsford - Center Elementary School,00560005,     162,21.8,        496,47.0,52.8,7.7,16.3,16.7,00560000,3.8,20.4,6.3,65.9,0.2,0.0,3.4,Chelmsford,"          $80,101,946.00","           4,995.6","              $16,034.50","          $87,973,130.00","           5,233.9","              $16,808.33",2022
Chelmsford - Charles D Harrington,00560025,     162,20.7,        477,52.2,47.8,6.1,16.8,29.4,00560000,3.8,21.6,14.5,55.4,0.6,0.4,3.8,Chelmsford,"          $80,101,946.00","           4,995.6","              $16,034.50","          $87,973,130.00","           5,233.9","              $16,808.33",2022
Chelmsford - Chelmsford High,00560505,     689,16.8,"      1,367",47.6,51.9,1.5,14.7,14.8,00560000,4.2,18.4,7.1,66.9,0.2,0.2,2.9,Chelmsford,"          $80,101,946.00","           4,995.6","              $16,034.50","          $87,973,130.00","           5,233.9","              $16,808.33",2022
Chelmsford - Col Moses Parker School,00560305,     448,15.0,        731,48.2,51.7,2.6,22.4,22.2,00560000,4.0,15.5,10.0,65.9,0.0,0.0,4.7,Chelmsford,"          $80,101,946.00","           4,995.6","              $16,034.50","          $87,973,130.00","           5,233.9","              $16,808.33",2022
Chelmsford - Community Education Center,00560001,     136,14.1,        239,33.5,66.5,18.0,59.4,25.1,00560000,5.4,26.8,10.5,53.1,0.4,0.4,3.4,Chelmsford,"          $80,101,946.00","           4,995.6","              $16,034.50","          $87,973,130.00","           5,233.9","              $16,808.33",2022
Chelmsford - McCarthy Middle School,00560310,     427,18.5,        855,47.8,51.6,2.5,20.8,20.1,00560000,4.7,19.3,8.4,62.6,0.1,0.5,4.4,Chelmsford,"          $80,101,946.00","           4,995.6","              $16,034.50","          $87,973,130.00","           5,233.9","              $16,808.33",2022
Chelmsford - South Row,00560015,     148,22.9,        480,48.8,51.3,9.2,17.5,15.6,00560000,2.9,17.3,7.1,66.0,0.4,0.0,6.3,Chelmsford,"          $80,101,946.00","           4,995.6","              $16,034.50","          $87,973,130.00","           5,233.9","              $16,808.33",2022
Chelsea - Chelsea High,00570505,     590,24.6,"      1,712",45.2,54.7,35.8,12.6,77.8,00570000,3.9,0.9,89.2,5.1,0.2,0.0,0.6,Chelsea,"         $112,731,749.10","           6,163.5","              $18,290.22","         $145,419,635.60","           7,311.0","              $19,890.53",2022
Chelsea - Chelsea Opportunity Academy,00570515,      75,6.3,        126,30.2,69.8,61.9,14.3,79.4,00570000,0.8,0.8,94.4,4.0,0.0,0.0,0.0,Chelsea,"         $112,731,749.10","           6,163.5","              $18,290.22","         $145,419,635.60","           7,311.0","              $19,890.53",2022
Chelsea - Chelsea Virtual Learning Academy,00570705,      42,10.4,        115,63.5,36.5,27.0,24.4,85.2,00570000,3.5,0.9,86.1,7.0,0.9,0.0,1.7,Chelsea,"         $112,731,749.10","           6,163.5","              $18,290.22","         $145,419,635.60","           7,311.0","              $19,890.53",2022
Chelsea - Clark Avenue School,00570050,     323,25.3,        714,48.3,51.7,35.0,18.2,79.6,00570000,2.9,0.3,90.6,5.0,0.1,0.0,1.0,Chelsea,"         $112,731,749.10","           6,163.5","              $18,290.22","         $145,419,635.60","           7,311.0","              $19,890.53",2022
Chelsea - Edgar A Hooks Elementary,00570030,     125,20.1,        503,44.5,55.5,54.3,20.1,80.1,00570000,6.2,0.4,82.5,9.9,0.4,0.0,0.6,Chelsea,"         $112,731,749.10","           6,163.5","              $18,290.22","         $145,419,635.60","           7,311.0","              $19,890.53",2022
Chelsea - Eugene Wright Science and Technology Academy,00570045,     246,18.3,        471,50.1,49.9,27.8,26.8,79.8,00570000,5.3,0.6,86.2,7.2,0.0,0.0,0.6,Chelsea,"         $112,731,749.10","           6,163.5","              $18,290.22","         $145,419,635.60","           7,311.0","              $19,890.53",2022
Chelsea - Frank M Sokolowski Elementary,00570040,     115,21.5,        495,50.1,49.9,58.4,11.1,88.5,00570000,4.4,0.2,87.1,7.9,0.2,0.0,0.2,Chelsea,"         $112,731,749.10","           6,163.5","              $18,290.22","         $145,419,635.60","           7,311.0","              $19,890.53",2022
Chelsea - George F. Kelly Elementary,00570035,     135,20.0,        479,52.6,47.4,52.2,12.9,76.8,00570000,1.3,0.2,95.0,3.6,0.0,0.0,0.0,Chelsea,"         $112,731,749.10","           6,163.5","              $18,290.22","         $145,419,635.60","           7,311.0","              $19,890.53",2022
Chelsea - Joseph A. Browne School,00570055,     216,24.6,        554,44.0,56.0,43.1,15.0,82.9,00570000,6.1,1.6,85.0,6.5,0.4,0.0,0.4,Chelsea,"         $112,731,749.10","           6,163.5","              $18,290.22","         $145,419,635.60","           7,311.0","              $19,890.53",2022
Chelsea - Shurtleff Early Childhood,00570003,     146,18.4,        872,46.3,53.7,65.9,23.4,81.7,00570000,3.8,0.6,88.5,6.9,0.1,0.0,0.1,Chelsea,"         $112,731,749.10","           6,163.5","              $18,290.22","         $145,419,635.60","           7,311.0","              $19,890.53",2022
Chelsea - William A Berkowitz Elementary,00570025,     120,18.8,        452,55.8,44.3,46.0,21.2,83.6,00570000,7.5,0.9,85.2,6.0,0.2,0.0,0.2,Chelsea,"         $112,731,749.10","           6,163.5","              $18,290.22","         $145,419,635.60","           7,311.0","              $19,890.53",2022
Chesterfield-Goshen - New Hingham Regional Elementary,06320025,      65,15.7,        154,42.9,57.1,0.0,17.5,39.0,06320000,1.3,0.0,2.0,95.5,0.7,0.0,0.7,Chesterfield-Goshen,"           $2,810,513.75",             148.3,"              $18,951.54","           $3,093,856.62",             158.0,"              $19,581.37",2022
Chicopee - Barry,00610003,     107,16.9,        363,45.2,54.8,6.9,21.8,62.5,00610000,6.6,2.2,33.6,53.7,0.3,0.6,3.0,Chicopee,"         $131,997,033.60","           6,852.6","              $19,262.33","         $141,843,036.90","           7,531.3","              $18,833.81",2022
Chicopee - Belcher,00610010,      53,18.2,        232,49.1,50.9,8.2,19.4,77.2,00610000,9.9,0.9,47.0,36.6,0.0,0.4,5.2,Chicopee,"         $131,997,033.60","           6,852.6","              $19,262.33","         $141,843,036.90","           7,531.3","              $18,833.81",2022
Chicopee - Bellamy Middle,00610305,     434,18.0,        823,47.5,52.4,5.7,19.2,64.5,00610000,6.6,1.0,41.0,48.2,0.0,0.1,3.2,Chicopee,"         $131,997,033.60","           6,852.6","              $19,262.33","         $141,843,036.90","           7,531.3","              $18,833.81",2022
Chicopee - Bowe,00610015,     101,20.7,        417,50.4,49.6,17.3,15.6,86.6,00610000,5.0,1.9,64.3,23.0,0.0,0.0,5.8,Chicopee,"         $131,997,033.60","           6,852.6","              $19,262.33","         $141,843,036.90","           7,531.3","              $18,833.81",2022
Chicopee - Bowie,00610020,      94,17.8,        273,52.4,47.6,4.4,15.4,46.9,00610000,4.0,2.9,28.2,60.8,0.0,0.0,4.0,Chicopee,"         $131,997,033.60","           6,852.6","              $19,262.33","         $141,843,036.90","           7,531.3","              $18,833.81",2022
Chicopee - Chicopee Academy,00610021,      84,7.3,         97,32.0,67.0,3.1,25.8,85.6,00610000,8.3,1.0,50.5,35.1,0.0,0.0,5.2,Chicopee,"         $131,997,033.60","           6,852.6","              $19,262.33","         $141,843,036.90","           7,531.3","              $18,833.81",2022
Chicopee - Chicopee Comprehensive High School,00610510,     629,14.6,"      1,203",41.4,58.3,3.6,12.9,51.2,00610000,3.2,1.3,36.3,55.9,0.1,0.0,3.2,Chicopee,"         $131,997,033.60","           6,852.6","              $19,262.33","         $141,843,036.90","           7,531.3","              $18,833.81",2022
Chicopee - Chicopee High,00610505,     481,16.4,        927,52.1,47.7,7.0,17.9,70.7,00610000,5.7,2.6,51.2,36.5,0.0,0.0,4.0,Chicopee,"         $131,997,033.60","           6,852.6","              $19,262.33","         $141,843,036.90","           7,531.3","              $18,833.81",2022
Chicopee - Dupont Middle,00610310,     436,16.8,        703,44.7,55.1,7.7,20.9,69.6,00610000,5.0,1.4,45.7,44.8,0.1,0.0,3.0,Chicopee,"         $131,997,033.60","           6,852.6","              $19,262.33","         $141,843,036.90","           7,531.3","              $18,833.81",2022
Chicopee - Fairview Elementary,00610050,     127,14.2,        371,45.8,54.2,9.4,23.2,81.9,00610000,10.2,1.4,48.8,35.6,0.0,0.0,4.0,Chicopee,"         $131,997,033.60","           6,852.6","              $19,262.33","         $141,843,036.90","           7,531.3","              $18,833.81",2022
Chicopee - Gen John J Stefanik,00610090,      94,17.2,        396,48.5,51.5,13.1,20.5,83.8,00610000,5.1,1.0,61.4,29.0,0.0,0.0,3.5,Chicopee,"         $131,997,033.60","           6,852.6","              $19,262.33","         $141,843,036.90","           7,531.3","              $18,833.81",2022
Chicopee - Lambert-Lavoie,00610040,      71,13.4,        233,42.9,57.1,3.0,16.3,62.2,00610000,2.6,1.3,37.3,54.1,0.0,0.0,4.7,Chicopee,"         $131,997,033.60","           6,852.6","              $19,262.33","         $141,843,036.90","           7,531.3","              $18,833.81",2022
Chicopee - Litwin,00610022,     108,15.7,        338,49.7,50.3,6.8,19.5,67.2,00610000,8.9,1.8,37.3,48.8,0.0,0.0,3.3,Chicopee,"         $131,997,033.60","           6,852.6","              $19,262.33","         $141,843,036.90","           7,531.3","              $18,833.81",2022
Chicopee - Streiber Memorial School,00610065,      79,14.6,        228,44.7,55.3,4.4,16.2,57.0,00610000,3.5,3.5,29.8,59.7,0.0,0.0,3.5,Chicopee,"         $131,997,033.60","           6,852.6","              $19,262.33","         $141,843,036.90","           7,531.3","              $18,833.81",2022
Chicopee - Szetela Early Childhood Center,00610001,      30,12.6,        293,43.0,57.0,0.0,59.7,63.5,00610000,6.1,1.0,39.6,48.1,0.0,0.3,4.8,Chicopee,"         $131,997,033.60","           6,852.6","              $19,262.33","         $141,843,036.90","           7,531.3","              $18,833.81",2022
Christa McAuliffe Charter School (District) - Christa McAuliffe Charter School,04180305,     139,18.4,        329,40.7,57.5,7.0,24.6,50.5,04180000,7.6,7.0,35.3,40.1,1.2,0.0,8.8,Christa McAuliffe Charter Public (District),"           $6,563,531.00",             383.8,"              $17,100.10","           $6,563,531.00",             383.8,"              $17,100.10",2022
City on a Hill Charter Public School (District) - City on a Hill Charter Public School,04370505,      96,13.9,        190,51.1,49.0,22.6,18.4,77.4,04370000,68.4,0.0,30.0,1.1,0.0,0.0,0.5,City on a Hill Charter Public School (District),"           $6,037,307.08",             218.0,"              $27,699.15","           $6,037,307.08",             218.0,"              $27,699.15",2022
